,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.08303004476991638,0.004395863820167767,0.025426665125505954,-0.013113022852839662,0.028491179968513025,-0.02266755439551904,0.05261804497275424,-0.010312632316433312,0.02114191479992722,0.04197329926094051,0.0005791146892186738,0.02871600053131851,0.26246339005291697
2014,-0.05795924038542932,0.051211561722704246,0.021083638064333554,0.05254846836858529,0.016748682835872275,0.055133516393622184,-0.03466529967391763,0.021835555502745407,-0.0775136443228327,-0.03531196215422161,-0.08693692655619034,-0.002107758622932776,-0.08678196781564196
2015,-0.04560398520865849,0.04592983171759135,-0.011552260851149687,0.06573889204429273,-0.051887029305821786,-0.034835073161440855,-0.07690263920829987,-0.042519542656556664,-0.07193376847940058,0.11160130167024773,-0.00014703084252387644,-0.10516941053139361,-0.2149818067751622
2016,-0.03498005179185104,-0.028002123706780457,0.10165918717197897,0.0906447084001556,-0.009333497985054895,0.027207283498372314,-0.012602652046669327,0.016770571472275453,0.03688193992945976,-0.0281830375944242,0.08466941548389029,0.017307533310454204,0.28025386892268855
2017,-0.03212959612966515,-0.020850528279683367,-0.014859877099872354,-0.02947094062626532,-0.035377098829212694,-0.0011167781577219316,0.026185926309935326,-0.05478819526217471,0.1018233358340963,-0.008323634857566264,0.017522960520011566,0.05269433150128888,-0.008874468505466804
2018,0.03584248554355329,-0.10834997131078206,0.01723046758310054,0.0949411253518806,0.0299420145106859,0.005695139295429641,0.01553887230000961,-0.03475139543581096,0.024460064746493204,-0.11328227869545249,-0.015634307870178943,-0.1243919272092342,-0.18217612935866911
2019,0.11211861339554008,0.023047829082398996,0.021281041636511677,-0.0001512999850352692,-0.11102691274324616,0.09395145113385595,-0.015853090380194,-0.08325361888712779,0.039342982074856536,-0.020945997439077657,0.016045588944242795,0.06026226476567098,0.11741484880810726
2020,-0.10992672573284468,-0.15288184598025822,-0.34370942418396755,0.3076393355531537,0.019999862768282473,-0.010955428221498198,-0.04808450521284713,-0.010546672737722251,-0.1460663825282973,-0.0410683834273039,0.27994425462969486,0.044801147899396154,-0.32671331529805203
2021,0.037467094242090715,0.2245676950536748,0.029709822908622563,0.006726485655158765,0.057096530164217674,0.04233949492518607,-0.08316307929921551,-0.02004458331294756,0.08931493139491775,0.1032828682812339,-0.050113220129269,0.029833945479726953,0.5327986513292595
2022,0.18774770328765733,0.07069182666248053,0.09338597749091226,-0.01687599259976702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36700621179041804
