,0
start,2004-12-31 00:00:00
end,2023-08-01 00:00:00
rf,0.0
total_return,3.120091549252228
cagr,0.07917506246379014
max_drawdown,-0.45555012734257017
calmar,0.1738009885446725
mtd,-0.010364679607279714
three_month,-0.019079167709658895
six_month,-0.006660381280748862
ytd,0.06378217026142585
one_year,0.09349820062233438
three_year,-0.009412532417917951
five_year,0.0940477896625529
ten_year,0.036080268875922306
incep,0.07917506246379014
daily_sharpe,0.5183341081382676
daily_sortino,0.8341104674986851
daily_mean,0.09213346444047511
daily_vol,0.17774918338173137
daily_skew,-0.17347681714311397
daily_kurt,6.23820182898158
best_day,0.11290530102327678
worst_day,-0.0878082643808128
monthly_sharpe,0.5330003966863098
monthly_sortino,1.0376034966119703
monthly_mean,0.09028115091911237
monthly_vol,0.16938289629875478
monthly_skew,0.06775566720710367
monthly_kurt,0.27216726553471426
best_month,0.12786502259277088
worst_month,-0.1613965370422935
yearly_sharpe,0.5878455008471607
yearly_sortino,1.3011591706489856
yearly_mean,0.08789075020345927
yearly_vol,0.14951335015203387
yearly_skew,-0.624939287029866
yearly_kurt,0.5761284345884294
best_year,0.3045404252304238
worst_year,-0.2832983601746558
avg_drawdown,-0.035066580476460704
avg_drawdown_days,82.45569620253164
avg_up_month,0.04533692531846546
avg_down_month,-0.03166510305286332
win_year_perc,0.6842105263157895
twelve_month_win_perc,0.6448598130841121
