Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,122.87000274658203,122.97000122070312,120.91000366210938,121.18000030517578,97.4689712524414,6423000
2013-01-02,119.76000213623047,119.9000015258789,119.41000366210938,119.55999755859375,96.1659164428711,7472700
2013-01-03,119.37999725341797,119.48999786376953,117.9000015258789,117.94000244140625,94.86293029785156,10004300
2013-01-04,117.66000366210938,118.44000244140625,117.36000061035156,118.4000015258789,95.23291778564453,9574600
2013-01-07,118.37000274658203,118.7300033569336,118.0,118.44999694824219,95.27313995361328,4193100
2013-01-08,119.04000091552734,119.29000091552734,118.81999969482422,119.2300033569336,95.90047454833984,4380900
2013-01-09,119.25,119.54000091552734,118.87000274658203,119.12000274658203,95.81204986572266,3870300
2013-01-10,118.62999725341797,119.30000305175781,118.36000061035156,118.79000091552734,95.54656219482422,5602800
2013-01-11,118.5199966430664,119.86000061035156,118.3499984741211,119.8499984741211,96.39916229248047,4770700
2013-01-14,120.04000091552734,120.27999877929688,119.37000274658203,119.5199966430664,96.13374328613281,3064600
2013-01-15,120.61000061035156,120.69999694824219,119.97000122070312,120.06999969482422,96.57611846923828,5357800
2013-01-16,120.62999725341797,120.68000030517578,120.01000213623047,120.31999969482422,96.77725219726562,4286100
2013-01-17,119.33000183105469,119.55000305175781,118.75,119.12000274658203,95.81204986572266,7019200
2013-01-18,119.56999969482422,120.20999908447266,119.45999908447266,120.04000091552734,96.552001953125,4660000
2013-01-22,119.55000305175781,120.30000305175781,119.37999725341797,120.2699966430664,96.73704528808594,3874100
2013-01-23,120.33999633789062,120.58000183105469,119.94999694824219,120.08999633789062,96.59223937988281,2848800
2013-01-24,119.87000274658203,119.97000122070312,119.26000213623047,119.66999816894531,96.25440216064453,4178900
2013-01-25,118.41999816894531,118.5999984741211,117.7699966430664,118.02999877929688,94.93531799316406,8750700
2013-01-28,117.0199966430664,117.72000122070312,117.0,117.5999984741211,94.58943176269531,6059900
2013-01-29,117.62000274658203,118.08000183105469,116.87000274658203,116.94999694824219,94.06661224365234,5553900
2013-01-30,116.66999816894531,116.95999908447266,116.16000366210938,116.75,93.90570831298828,9586800
2013-01-31,117.02999877929688,117.33999633789062,116.55000305175781,117.31999969482422,94.36422729492188,6789200
2013-02-01,117.7300033569336,117.8499984741211,115.51000213623047,115.54000091552734,93.138916015625,10928600
2013-02-04,116.58999633789062,117.27999877929688,116.41999816894531,117.0199966430664,94.33201599121094,9291900
2013-02-05,116.2699966430664,116.43000030517578,115.86000061035156,115.9800033569336,93.49361419677734,6676500
2013-02-06,116.5199966430664,116.97000122070312,116.05000305175781,116.93000030517578,94.25940704345703,5892000
2013-02-07,116.7699966430664,117.58999633789062,116.62000274658203,116.66999816894531,94.04981231689453,5951700
2013-02-08,116.80000305175781,117.16000366210938,116.2300033569336,117.12000274658203,94.4125747680664,5603400
2013-02-11,117.05000305175781,117.37999725341797,116.91999816894531,117.02999877929688,94.34002685546875,3679900
2013-02-12,116.69000244140625,117.0199966430664,116.45999908447266,116.73999786376953,94.10630798339844,4513700
2013-02-13,115.80000305175781,116.2699966430664,115.55000305175781,115.79000091552734,93.3404541015625,6586400
2013-02-14,116.29000091552734,117.04000091552734,115.98999786376953,116.83999633789062,94.1868896484375,7096000
2013-02-15,116.66000366210938,116.73999786376953,116.06999969482422,116.5,93.91278076171875,5861800
2013-02-19,116.86000061035156,116.9000015258789,115.83999633789062,115.91999816894531,93.44523620605469,7383600
2013-02-20,115.69000244140625,116.37000274658203,115.56999969482422,116.2699966430664,93.72737884521484,9603900
