Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RSI
2015-06-29 00:00:00-04:00,175.89925479029452,177.40418367379982,173.5995855726433,173.67567443847656,202621300,0.0,0.0,0.0,44.42
2015-06-30 00:00:00-04:00,175.23128184838623,175.2820206460126,173.55726274876903,174.0391845703125,182925100,0.0,0.0,0.0,37.3
2015-07-01 00:00:00-04:00,175.62867295513246,175.88231537051007,174.63947914586998,175.43421936035156,135979900,0.0,0.0,0.0,40.88
2015-07-02 00:00:00-04:00,175.9161373205148,176.08522796006977,174.85084177981975,175.27357482910156,104373700,0.0,0.0,0.0,44.61
2015-07-06 00:00:00-04:00,173.9716051229541,175.56107300318402,173.76868856554958,174.77479553222656,117975400,0.0,0.0,0.0,45.5
2015-07-07 00:00:00-04:00,174.97766362025118,176.00067034107502,172.5680801591041,175.8738555908203,173820200,0.0,0.0,0.0,46.08
2015-07-08 00:00:00-04:00,174.52113313196296,174.8085885465339,172.68647300843818,172.92320251464844,164020100,0.0,0.0,0.0,36.46
2015-07-09 00:00:00-04:00,175.0453663945997,175.3074718281659,173.1261668607166,173.23606872558594,144113100,0.0,0.0,0.0,29.63
2015-07-10 00:00:00-04:00,175.2566567451482,175.84003040014142,173.2782692288318,175.41729736328125,129456900,0.0,0.0,0.0,40.98
2015-07-13 00:00:00-04:00,176.6939311546337,177.4632953541722,176.65165527754584,177.3533935546875,106069400,0.0,0.0,0.0,44.61
2015-07-14 00:00:00-04:00,177.31117764205098,178.43564926878062,177.25198881395377,178.12281799316406,81709600,0.0,0.0,0.0,46.67
2015-07-15 00:00:00-04:00,178.16509622920623,178.6301052389795,177.58172246247167,178.0636444091797,97914100,0.0,0.0,0.0,50.29
2015-07-16 00:00:00-04:00,179.12882887411604,179.4923858642578,178.88364947673324,179.4923858642578,106683300,0.0,0.0,0.0,56.1
2015-07-17 00:00:00-04:00,179.4839974341535,179.7038268824657,179.06972729071447,179.64463806152344,89030000,0.0,0.0,0.0,56.6
2015-07-20 00:00:00-04:00,179.87290278674774,180.23644699718167,179.41635679444664,179.7376251220703,70446800,0.0,0.0,0.0,72.62
2015-07-21 00:00:00-04:00,179.60231540625676,179.86442067259054,178.7230365443425,179.02740478515625,77965000,0.0,0.0,0.0,68.14
2015-07-22 00:00:00-04:00,178.33412390502698,179.04432509672853,178.30031094389187,178.7061309814453,88667900,0.0,0.0,0.0,62.91
2015-07-23 00:00:00-04:00,178.84142701727737,178.94287881190112,177.33649852668248,177.70004272460938,90509100,0.0,0.0,0.0,58.97
2015-07-24 00:00:00-04:00,177.8015234632778,177.86069938188527,175.51876757275357,175.85694885253906,117755000,0.0,0.0,0.0,53.64
2015-07-27 00:00:00-04:00,174.9607968006818,175.47653175562957,174.38587301282257,174.83396911621094,132361100,0.0,0.0,0.0,46.48
2015-07-28 00:00:00-04:00,175.6793746701614,177.1251272082073,174.8423715856814,176.9813995361328,123544800,0.0,0.0,0.0,64.51
2015-07-29 00:00:00-04:00,177.1082397925717,178.42716488001827,176.9645120997899,178.1988983154297,105791300,0.0,0.0,0.0,66.67
2015-07-30 00:00:00-04:00,177.68312403015804,178.41022525043013,177.05747459385393,178.2411346435547,91304400,0.0,0.0,0.0,61.07
2015-07-31 00:00:00-04:00,178.74846947629828,178.77383243123117,177.68318666674355,177.97064208984375,103266900,0.0,0.0,0.0,52.78
2015-08-03 00:00:00-04:00,177.93680446099725,177.99598038071065,176.40649995427728,177.37033081054688,113965700,0.0,0.0,0.0,46.55
2015-08-04 00:00:00-04:00,177.29420877993724,177.75921763690934,176.53329457819143,177.02366638183594,81820800,0.0,0.0,0.0,45.36
2015-08-05 00:00:00-04:00,177.92833927031117,178.6554406368602,177.31960264246598,177.60707092285156,85786800,0.0,0.0,0.0,40.9
2015-08-06 00:00:00-04:00,177.79304050296565,177.90295521186013,175.56101076594953,176.15284729003906,116030800,0.0,0.0,0.0,35.03
2015-08-07 00:00:00-04:00,175.99218975076866,176.14436742463755,174.90153148489676,175.81463623046875,117858000,0.0,0.0,0.0,33.52
2015-08-10 00:00:00-04:00,176.93917226725247,178.11436981546993,176.93917226725247,178.0298309326172,80270700,0.0,0.0,0.0,46.28
2015-08-11 00:00:00-04:00,176.6770891187931,177.09982225772865,175.65406924622073,176.42344665527344,126081400,0.0,0.0,0.0,42.23
2015-08-12 00:00:00-04:00,175.1044287587852,176.82072336349896,173.62486355466748,176.6347198486328,172123700,0.0,0.0,0.0,46.17
2015-08-13 00:00:00-04:00,176.47410816041858,177.16739644762484,175.8653716304574,176.41493225097656,89383300,0.0,0.0,0.0,52.27
2015-08-14 00:00:00-04:00,176.22047910007115,177.1335839639832,176.07675142252774,177.0574951171875,72786500,0.0,0.0,0.0,59.35
2015-08-17 00:00:00-04:00,176.45723961991138,178.0467071533203,175.99223067365244,178.0467071533203,79072600,0.0,0.0,0.0,54.96
2015-08-18 00:00:00-04:00,177.76768954830004,178.12278374623838,177.29423061771558,177.5309600830078,71692700,0.0,0.0,0.0,46.67
2015-08-19 00:00:00-04:00,176.77844078279037,177.55626776962694,175.30733854931466,176.12744140625,172946000,0.0,0.0,0.0,40.73
2015-08-20 00:00:00-04:00,174.59721596696784,176.10214473340363,172.39054872392364,172.44973754882812,194327900,0.0,0.0,0.0,31.35
2015-08-21 00:00:00-04:00,170.55587281171998,172.42435856984426,166.99646775368126,167.25856018066406,346588500,0.0,0.0,0.0,23.93
2015-08-24 00:00:00-04:00,158.51643815558,166.96263594087952,154.21300605340497,160.2158203125,507244300,0.0,0.0,0.0,17.79
2015-08-25 00:00:00-04:00,165.22942216566545,165.24633509870256,158.03451080254519,158.33042907714844,369833100,0.0,0.0,0.0,14.81
2015-08-26 00:00:00-04:00,162.39708882222854,164.68829414731434,159.26040471092327,164.4093017578125,339257000,0.0,0.0,0.0,31.66
2015-08-27 00:00:00-04:00,166.57374485939872,168.60285846364087,165.04345318858753,168.47604370117188,274143900,0.0,0.0,0.0,39.74
2015-08-28 00:00:00-04:00,167.82497369451517,168.9578948539975,167.33460194620523,168.48443603515625,160414400,0.0,0.0,0.0,35.77
2015-08-31 00:00:00-04:00,167.49532876835107,168.3577080043039,166.5653106804812,167.12332153320312,163298800,0.0,0.0,0.0,36.03
2015-09-01 00:00:00-04:00,163.27639643034829,164.67142312754063,161.2557331242223,162.13502502441406,256000400,0.0,0.0,0.0,30.96
2015-09-02 00:00:00-04:00,164.54458381105036,165.25478503415124,162.68456124750995,165.21250915527344,160269300,0.0,0.0,0.0,36.31
2015-09-03 00:00:00-04:00,165.93114519109272,167.4445364887287,164.83204976023947,165.33087158203125,152087800,0.0,0.0,0.0,35.49
2015-09-04 00:00:00-04:00,163.0481222618374,163.90203827232472,161.99973978397404,162.8282928466797,207081000,0.0,0.0,0.0,31.85
2015-09-08 00:00:00-04:00,165.66065844635514,167.07258553028186,165.00964582415958,166.92039489746094,116025700,0.0,0.0,0.0,38.34
2015-09-09 00:00:00-04:00,168.51832822529914,168.64514299426727,164.3163602029509,164.6883544921875,149347700,0.0,0.0,0.0,37.65
2015-09-10 00:00:00-04:00,164.49387524508526,166.74281807011133,164.23178282953492,165.58453369140625,158611100,0.0,0.0,0.0,42.12
2015-09-11 00:00:00-04:00,165.18717120004405,166.40464445151486,164.46851985275427,166.33700561523438,119691200,0.0,0.0,0.0,48.82
2015-09-14 00:00:00-04:00,166.5145277093687,166.56525360572695,165.22941576488074,165.71978759765625,79452000,0.0,0.0,0.0,58.42
2015-09-15 00:00:00-04:00,166.22708137046524,168.239294706965,165.67753359575494,167.79119873046875,113806200,0.0,0.0,0.0,64.39
2015-09-16 00:00:00-04:00,168.09557037427166,169.43985833053796,167.74892618908444,169.24539184570312,99581600,0.0,0.0,0.0,58.56
2015-09-17 00:00:00-04:00,169.1101368571374,171.5366204921731,168.48448728433996,168.8649444580078,276046600,0.0,0.0,0.0,50.79
2015-09-18 00:00:00-04:00,166.32641053601975,168.85048742243956,165.68901437014873,166.10543823242188,223657500,1.033,0.0,0.0,45.64
2015-09-21 00:00:00-04:00,166.94675951860344,168.00057925435388,165.90143372761227,166.96376037597656,105726200,0.0,0.0,0.0,49.7
2015-09-22 00:00:00-04:00,164.77113605423523,165.26405723336447,163.64931275666055,164.796630859375,153890900,0.0,0.0,0.0,55.55
2015-09-23 00:00:00-04:00,164.96662785196517,165.44254825048182,163.9467965740212,164.533203125,92790600,0.0,0.0,0.0,48.4
2015-09-24 00:00:00-04:00,163.3008668736421,164.4056893146191,161.9495903264082,163.93826293945312,159378800,0.0,0.0,0.0,46.78
2015-09-25 00:00:00-04:00,165.41702872926209,165.72297936372473,163.01191931876372,163.89578247070312,155054800,0.0,0.0,0.0,52.78
2015-09-28 00:00:00-04:00,162.98642135550455,163.09690748932047,159.4679956112782,159.78244018554688,178515900,0.0,0.0,0.0,31.41
2015-09-29 00:00:00-04:00,160.0033872416057,161.25268436395245,158.8645632678117,159.8759002685547,159045600,0.0,0.0,0.0,35.9
2015-09-30 00:00:00-04:00,161.78815954269675,163.0289632681533,160.9977944260185,162.85899353027344,163452000,0.0,0.0,0.0,42.88
2015-10-01 00:00:00-04:00,163.24136359343905,163.58980984626606,161.32068168229415,163.2838592529297,131079000,0.0,0.0,0.0,41.89
2015-10-02 00:00:00-04:00,161.27821994428882,165.74848675084516,160.72580219042987,165.72299194335938,211003300,0.0,0.0,0.0,50.01
2015-10-05 00:00:00-04:00,166.96378028448518,168.90146328471968,166.8532941501676,168.6719970703125,126320800,0.0,0.0,0.0,52.05
2015-10-06 00:00:00-04:00,168.53601726574945,169.1054228648596,167.42270087287312,168.09408569335938,110274500,0.0,0.0,0.0,47.21
2015-10-07 00:00:00-04:00,169.03740290316142,169.8277806344997,167.83060144528565,169.47084045410156,124307300,0.0,0.0,0.0,51.4
2015-10-08 00:00:00-04:00,169.07994554884294,171.2895906714988,168.77399488521147,171.00064086914062,153055200,0.0,0.0,0.0,61.99
2015-10-09 00:00:00-04:00,171.14512628710017,171.58704496450096,170.46523444082263,171.10263061523438,107069200,0.0,0.0,0.0,60.53
2015-10-12 00:00:00-04:00,171.17913828340176,171.468088142744,170.7457134943884,171.26412963867188,56395600,0.0,0.0,0.0,68.32
2015-10-13 00:00:00-04:00,170.5246775176739,171.80797647687837,170.0147684799326,170.1847381591797,88038700,0.0,0.0,0.0,65.3
2015-10-14 00:00:00-04:00,170.12525739094505,170.71166386131966,169.07143750132715,169.36888122558594,99106200,0.0,0.0,0.0,64.53
2015-10-15 00:00:00-04:00,170.0403082430894,171.9779916281229,169.66636706916037,171.96949768066406,134142200,0.0,0.0,0.0,69.0
2015-10-16 00:00:00-04:00,172.37741688157584,172.76834592608677,171.60403977162616,172.75135803222656,114580100,0.0,0.0,0.0,86.2
2015-10-19 00:00:00-04:00,172.09692846428615,172.8363037109375,171.78248390520096,172.8363037109375,76523900,0.0,0.0,0.0,86.19
2015-10-20 00:00:00-04:00,172.394412380072,173.23576697500354,172.13945133366403,172.61537170410156,78448500,0.0,0.0,0.0,82.21
2015-10-21 00:00:00-04:00,173.0402919022347,173.19326074003288,171.3745577394665,171.54454040527344,102038000,0.0,0.0,0.0,76.16
2015-10-22 00:00:00-04:00,172.50491292402762,174.65506184661572,171.54457808414088,174.44259643554688,174911700,0.0,0.0,0.0,76.83
2015-10-23 00:00:00-04:00,176.1338227492072,176.7287232964047,175.32645679459213,176.3547821044922,144442300,0.0,0.0,0.0,75.25
2015-10-26 00:00:00-04:00,176.1763172819918,176.2358008523962,175.54741501168388,175.92135620117188,69033000,0.0,0.0,0.0,75.97
2015-10-27 00:00:00-04:00,175.24143800151245,175.921329792349,174.8929916756283,175.58139038085938,77905800,0.0,0.0,0.0,71.77
2015-10-28 00:00:00-04:00,175.9213400831781,177.60406231384303,175.2499551674622,177.5785675048828,135906700,0.0,0.0,0.0,72.68
2015-10-29 00:00:00-04:00,177.06866309544202,177.85053418281058,176.94968299449155,177.47659301757812,90525500,0.0,0.0,0.0,71.98
2015-10-30 00:00:00-04:00,177.6720634528855,177.99501500956745,176.55025288776008,176.7117156982422,131076900,0.0,0.0,0.0,68.04
2015-11-02 00:00:00-05:00,177.04314641795082,178.9978174110078,176.91565941762744,178.80235290527344,86270800,0.0,0.0,0.0,76.74
2015-11-03 00:00:00-05:00,178.44541398654317,179.88168194645053,178.21594775852338,179.32077026367188,95246100,0.0,0.0,0.0,81.46
2015-11-04 00:00:00-05:00,179.6181923130209,179.74566632185207,178.23291423373482,178.77682495117188,96224500,0.0,0.0,0.0,74.74
2015-11-05 00:00:00-05:00,178.83631829571976,179.303744633463,177.69750719493086,178.59835815429688,78408700,0.0,0.0,0.0,72.22
2015-11-06 00:00:00-05:00,178.24995000369142,178.74287121414176,177.16212835575175,178.50489807128906,110471500,0.0,0.0,0.0,71.53
2015-11-09 00:00:00-05:00,177.8845136664887,178.0374954842262,175.87883994941035,176.8391876220703,131008700,0.0,0.0,0.0,64.46
2015-11-10 00:00:00-05:00,176.35478926548475,177.28114833501402,176.08284027623438,177.2471466064453,75874600,0.0,0.0,0.0,70.44
2015-11-11 00:00:00-05:00,177.51908886331566,177.57007848265027,176.48225671065052,176.5502471923828,67846000,0.0,0.0,0.0,58.97
2015-11-12 00:00:00-05:00,175.49642095576158,175.9723413784113,174.0686596878124,174.0856475830078,121315200,0.0,0.0,0.0,40.77
2015-11-13 00:00:00-05:00,173.66922660616285,173.94117558029274,172.04598780554622,172.13096618652344,153577100,0.0,0.0,0.0,36.29
2015-11-16 00:00:00-05:00,171.94397226905235,174.80800116387124,171.82497921865365,174.74850463867188,117645200,0.0,0.0,0.0,47.41
2015-11-17 00:00:00-05:00,175.0629642986944,175.95530844458867,174.11961757293324,174.62103271484375,121123700,0.0,0.0,0.0,39.61
2015-11-18 00:00:00-05:00,175.10544174408764,177.53604593056951,175.06295904725778,177.39157104492188,121342500,0.0,0.0,0.0,49.75
2015-11-19 00:00:00-05:00,177.27263622064964,177.66357828056675,176.9411907000532,177.2386474609375,88220500,0.0,0.0,0.0,51.62
2015-11-20 00:00:00-05:00,178.00350158435205,178.5729072748035,177.5020863750101,177.884521484375,94011500,0.0,0.0,0.0,46.91
2015-11-23 00:00:00-05:00,177.9440428146548,178.45395204224405,177.21316125070283,177.6805877685547,64931200,0.0,0.0,0.0,44.35
2015-11-24 00:00:00-05:00,176.6606682012741,178.32640209209154,176.26973925659803,177.91847229003906,98874400,0.0,0.0,0.0,46.98
2015-11-25 00:00:00-05:00,178.04602002362444,178.24999149303574,177.62958313652385,177.89305114746094,51980100,0.0,0.0,0.0,47.49
2015-11-27 00:00:00-05:00,177.986483462421,178.3009410280412,177.50206916229558,178.0969696044922,37317800,0.0,0.0,0.0,48.56
2015-11-30 00:00:00-05:00,178.25842545589185,178.3774055310457,177.24708833315648,177.35757446289062,112822700,0.0,0.0,0.0,51.96
2015-12-01 00:00:00-05:00,177.9949625778551,179.16777538634514,177.71450677722248,179.0487823486328,97858400,0.0,0.0,0.0,56.2
2015-12-02 00:00:00-05:00,178.99781067430976,179.320762168213,176.96664237036038,177.2216033935547,108441300,0.0,0.0,0.0,52.14
2015-12-03 00:00:00-05:00,177.4765757758173,177.7485247082022,174.00913935487404,174.74002075195312,166224200,0.0,0.0,0.0,52.09
2015-12-04 00:00:00-05:00,174.74003947878145,178.44543647561406,174.74003947878145,178.14797973632812,192913900,0.0,0.0,0.0,67.56
2015-12-07 00:00:00-05:00,177.8165339195345,178.2414647075442,176.09131595764384,177.06866455078125,102027100,0.0,0.0,0.0,57.44
2015-12-08 00:00:00-05:00,175.48793138863755,177.0176719373797,174.8845239298067,175.8788604736328,103372400,0.0,0.0,0.0,53.78
2015-12-09 00:00:00-05:00,175.23290058570166,177.34904688781734,173.52467110189752,174.51051330566406,162401500,0.0,0.0,0.0,40.56
2015-12-10 00:00:00-05:00,174.57856341945418,176.28678051911464,174.34060321555697,174.96099853515625,116128900,0.0,0.0,0.0,42.68
2015-12-11 00:00:00-05:00,172.8193045012673,173.4906892377922,171.25554981787388,171.57000732421875,211173300,0.0,0.0,0.0,32.74
2015-12-14 00:00:00-05:00,171.73156161864165,172.56442246176445,169.92984597892263,172.4369354248047,182385200,0.0,0.0,0.0,36.17
2015-12-15 00:00:00-05:00,173.96664498131332,175.16495279843826,172.41139689335785,174.24710083007812,154069600,0.0,0.0,0.0,41.06
2015-12-16 00:00:00-05:00,175.38594892571237,177.10267313243813,174.0516728452925,176.79672241210938,197017000,0.0,0.0,0.0,47.62
2015-12-17 00:00:00-05:00,177.111134674786,177.1791251521811,174.0856297539212,174.10263061523438,173092500,0.0,0.0,0.0,42.18
2015-12-18 00:00:00-05:00,173.35197390003066,173.48875106101264,170.83850930590924,171.00094604492188,251393500,1.212,0.0,0.0,38.61
2015-12-21 00:00:00-05:00,172.18927051523065,172.59108356256027,171.06077096655235,172.4115447998047,99094300,0.0,0.0,0.0,37.99
2015-12-22 00:00:00-05:00,173.3092838220312,174.27534704113322,172.30902956240223,173.9761199951172,111026200,0.0,0.0,0.0,44.07
2015-12-23 00:00:00-05:00,174.9934336704391,176.1732264792963,174.89939202560217,176.13047790527344,110987200,0.0,0.0,0.0,52.57
2015-12-24 00:00:00-05:00,175.8739867896022,176.39548804689377,175.61750840904315,175.83978271484375,48539600,0.0,0.0,0.0,45.18
2015-12-28 00:00:00-05:00,175.13873085466827,175.48069328350343,174.35220683232302,175.43795776367188,65899900,0.0,0.0,0.0,46.49
2015-12-29 00:00:00-05:00,176.54940969219302,177.64370553695957,176.5152186542471,177.31028747558594,92640700,0.0,0.0,0.0,52.99
2015-12-30 00:00:00-05:00,177.06233940460277,177.1478365539004,175.90819311425204,176.05352783203125,63317700,0.0,0.0,0.0,53.24
2015-12-31 00:00:00-05:00,175.36964161368934,176.01937573897408,174.2924346923828,174.2924346923828,114877900,0.0,0.0,0.0,48.67
2016-01-04 00:00:00-05:00,171.40278977205125,171.86444049361052,169.77843513649108,171.85589599609375,222353500,0.0,0.0,0.0,50.59
2016-01-05 00:00:00-05:00,172.1807517030968,172.60821137767752,171.0266184087493,172.1465606689453,110845800,0.0,0.0,0.0,49.38
2016-01-06 00:00:00-05:00,169.56477257835348,171.0352355268662,168.93214034018283,169.9751434326172,152112600,0.0,0.0,0.0,41.08
2016-01-07 00:00:00-05:00,166.99139039983936,168.79527066587178,165.5038261041192,165.8970947265625,213436100,0.0,0.0,0.0,28.62
2016-01-08 00:00:00-05:00,166.8717006094037,167.43595047941272,163.78544140803302,164.07611083984375,209817200,0.0,0.0,0.0,29.63
2016-01-11 00:00:00-05:00,165.007978100776,165.3499536658348,162.28079634774812,164.23855590820312,187941300,0.0,0.0,0.0,34.4
2016-01-12 00:00:00-05:00,165.70051095988435,166.3245985694231,163.40931981679458,165.563720703125,172330500,0.0,0.0,0.0,34.14
2016-01-13 00:00:00-05:00,166.23912300897405,166.58964319559905,161.04976752702433,161.43447875976562,221168900,0.0,0.0,0.0,24.04
2016-01-14 00:00:00-05:00,162.04998682789036,165.2217307305419,160.43418956454968,164.08468627929688,240795600,0.0,0.0,0.0,25.56
2016-01-15 00:00:00-05:00,159.67328284774862,161.37456392227324,158.60463371248107,160.56239318847656,324846400,0.0,0.0,0.0,22.6
2016-01-19 00:00:00-05:00,162.40047755981843,162.5287102380622,159.1859726114855,160.776123046875,195244400,0.0,0.0,0.0,23.53
2016-01-20 00:00:00-05:00,158.18572870543971,160.29738057582802,154.75750675573698,158.7157745361328,286547800,0.0,0.0,0.0,16.65
2016-01-21 00:00:00-05:00,159.19453129765265,161.46860676006568,157.85230171223117,159.60488891601562,195772900,0.0,0.0,0.0,20.11
2016-01-22 00:00:00-05:00,162.24658171414228,163.0843989652246,161.47715957162245,162.8792266845703,168319600,0.0,0.0,0.0,30.34
2016-01-25 00:00:00-05:00,162.36626813800353,162.56289591984978,160.22042544081,160.41705322265625,130371700,0.0,0.0,0.0,30.31
2016-01-26 00:00:00-05:00,161.0839267433161,162.88780736665348,160.74196416957014,162.60568237304688,141036800,0.0,0.0,0.0,34.59
2016-01-27 00:00:00-05:00,162.07561373862936,163.76835041782158,159.92121330009022,160.8359832763672,185681700,0.0,0.0,0.0,35.04
2016-01-28 00:00:00-05:00,162.40049959494758,162.60567190797616,160.0067225976779,161.67381286621094,143798800,0.0,0.0,0.0,42.27
2016-01-29 00:00:00-05:00,162.45177603829734,165.7517652002879,162.33208785294158,165.61497497558594,210529300,0.0,0.0,0.0,52.61
2016-02-01 00:00:00-05:00,164.5976396599294,166.3502271307359,164.00774315582538,165.55514526367188,136061600,0.0,0.0,0.0,52.24
2016-02-02 00:00:00-05:00,164.11029885203087,164.11884334800064,162.04138286452832,162.57144165039062,182564900,0.0,0.0,0.0,45.17
2016-02-03 00:00:00-05:00,163.64010792989254,163.9564238995478,159.95540779838382,163.5460662841797,205054900,0.0,0.0,0.0,53.79
2016-02-04 00:00:00-05:00,163.04171914010695,164.78574934668333,162.40052945393307,163.80259704589844,139531800,0.0,0.0,0.0,49.45
2016-02-05 00:00:00-05:00,163.28101414935387,163.8623529132803,160.04086324589883,160.6820526123047,180788300,0.0,0.0,0.0,50.24
2016-02-08 00:00:00-05:00,158.8183920687021,159.11760605330596,156.2792802235931,158.5191650390625,191526700,0.0,0.0,0.0,45.82
2016-02-09 00:00:00-05:00,156.7580032768263,159.818615934415,156.62121305809944,158.52767944335938,184513100,0.0,0.0,0.0,49.62
2016-02-10 00:00:00-05:00,159.36553782711317,161.01552610422186,158.26268443124238,158.39093017578125,148214100,0.0,0.0,0.0,47.49
2016-02-11 00:00:00-05:00,155.88600465312658,157.39067118830272,154.81735537304584,156.33056640625,219058900,0.0,0.0,0.0,35.74
2016-02-12 00:00:00-05:00,158.12590548426786,159.57070838115334,157.270986043608,159.55361938476562,127632400,0.0,0.0,0.0,48.18
2016-02-16 00:00:00-05:00,161.38317895373012,162.27228961118607,160.40857111698276,162.24664306640625,120250700,0.0,0.0,0.0,49.26
2016-02-17 00:00:00-05:00,163.42640336358255,165.27303248572184,163.29815762049668,164.89686584472656,136009500,0.0,0.0,0.0,58.09
2016-02-18 00:00:00-05:00,165.17041178282219,165.2302623974789,163.90513482828925,164.22145080566406,102343000,0.0,0.0,0.0,55.11
2016-02-19 00:00:00-05:00,163.43494655471295,164.29841048642993,162.81940351892263,164.14453125,114793000,0.0,0.0,0.0,46.51
2016-02-22 00:00:00-05:00,165.7432146976356,166.6665291860387,165.6748195823797,166.5211944580078,103640300,0.0,0.0,0.0,52.06
2016-02-23 00:00:00-05:00,165.85436441655605,166.12794488751967,164.29840483927885,164.41810607910156,111455300,0.0,0.0,0.0,54.1
2016-02-24 00:00:00-05:00,162.9732742853884,165.4525350974953,161.853332062436,165.17041015625,150812200,0.0,0.0,0.0,53.64
2016-02-25 00:00:00-05:00,165.62351185499202,167.17947123808545,164.85408970524173,167.17091369628906,110728300,0.0,0.0,0.0,57.01
2016-02-26 00:00:00-05:00,168.05151448293577,168.145543094689,166.6237875903244,166.78622436523438,129833700,0.0,0.0,0.0,64.33
2016-02-29 00:00:00-05:00,166.8033382361111,167.76084386765538,165.28158262382001,165.47821044921875,125918100,0.0,0.0,0.0,67.02
2016-03-01 00:00:00-05:00,166.71780229362446,169.45355439606516,166.23904958920718,169.36805725097656,141799700,0.0,0.0,0.0,72.28
2016-03-02 00:00:00-05:00,169.05178865721686,170.18027562735574,168.6328734009709,170.1289825439453,102415000,0.0,0.0,0.0,73.52
2016-03-03 00:00:00-05:00,169.9494471151997,170.8129241867133,169.36810809817447,170.7958221435547,95172200,0.0,0.0,0.0,80.7
2016-03-04 00:00:00-05:00,170.99240640266748,172.13800819166164,170.1545891319385,171.35147094726562,129293600,0.0,0.0,0.0,78.23
2016-03-07 00:00:00-05:00,170.419631987943,171.89865195905503,170.3426923718833,171.48828125,100219000,0.0,0.0,0.0,75.2
2016-03-08 00:00:00-05:00,170.4025499418248,170.91549378151092,169.4535888366146,169.6160125732422,123974900,0.0,0.0,0.0,63.44
2016-03-09 00:00:00-05:00,170.43674012167187,170.80434921934432,169.64165825886,170.45384216308594,94801200,0.0,0.0,0.0,67.58
2016-03-10 00:00:00-05:00,170.94966901639538,171.89862996146638,168.74397565636457,170.59059143066406,156838700,0.0,0.0,0.0,68.13
