Date,Open,High,Low,Close,Adj Close,Volume,P.E. ratio,36months return,60months return,120months return,,,,,,,date, value
1/2/2014,1782.680054,1867.920044,1737.920044,1859.449951,1859.449951,69725590000,18.4378,8.3%,8.4%,10.6%,,,,,,,1/1/1942,8.4712
1/3/2014,1857.680054,1883.969971,1834.439941,1872.339966,1872.339966,71885030000,18.5656,8.1%,8.6%,10.9%,,,,,,,1/2/1942,8.2596
1/4/2014,1873.959961,1897.280029,1814.359985,1883.949951,1883.949951,71595810000,18.2695,8.2%,9.4%,10.3%,,,,,,,1/3/1942,7.7019
1/5/2014,1884.390015,1924.030029,1859.790039,1923.569946,1923.569946,63623630000,18.6537,7.8%,7.4%,10.6%,,,,,,,1/4/1942,7.8163
1/6/2014,1923.869995,1968.170044,1915.97998,1960.22998,1960.22998,63283380000,19.0092,7.3%,8.5%,10.8%,,,,,,,1/5/1942,8.3163
1/7/2014,1962.290039,1991.390015,1930.670044,1930.670044,1930.670044,66524690000,18.2207,8.6%,9.1%,11.1%,,,,,,,1/6/1942,8.4694
1/8/2014,1929.800049,2005.040039,1904.780029,2003.369995,2003.369995,58131140000,18.9069,7.3%,7.9%,10.9%,,,,,,,1/7/1942,9.1064
1/9/2014,2004.069946,2019.26001,1964.040039,1972.290039,1972.290039,66706000000,18.6135,8.5%,8.6%,11.3%,,,,,,,1/8/1942,9.1702
1/10/2014,1971.439941,2018.189941,1820.660034,2018.050049,2018.050049,93714040000,19.7249,8.5%,8.5%,11.0%,,,,,,,1/9/1942,9.4149
1/11/2014,2018.209961,2075.76001,2001.01001,2067.560059,2067.560059,63600190000,20.2088,8.6%,8.7%,11.3%,,,,,,,1/10/1942,9.1456
1/12/2014,2065.780029,2093.550049,1972.560059,2058.899902,2058.899902,80743820000,20.1241,9.1%,9.4%,11.1%,,,,,,,1/11/1942,9.0194
1/1/2015,2058.899902,2072.360107,1988.119995,1994.98999,1994.98999,77330040000,20.1007,12.3%,10.1%,11.5%,,,,,,,1/12/1942,9.4854
1/2/2015,1996.670044,2119.590088,1980.900024,2104.5,2104.5,68775560000,21.204,8.8%,7.0%,10.9%,,,,,,,1/1/1943,9.785
1/3/2015,2105.22998,2117.52002,2039.689941,2067.889893,2067.889893,76675850000,20.8352,8.5%,4.6%,,,,,,,,1/2/1943,10.2804
1/4/2015,2067.629883,2125.919922,2048.379883,2085.51001,2085.51001,72060940000,21.9736,8.3%,6.9%,,,,,,,,1/3/1943,10.8224
1/5/2015,2087.379883,2134.719971,2067.929932,2107.389893,2107.389893,65187730000,22.2041,8.7%,7.6%,,,,,,,,1/4/1943,10.5364
1/6/2015,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000,21.7375,9.6%,8.5%,,,,,,,,1/5/1943,11.0091
1/7/2015,2067,2132.820068,2044.02002,2103.840088,2103.840088,77920590000,23.2058,10.2%,9.2%,,,,,,,,1/6/1943,11.2273
1/8/2015,2104.48999,2112.659912,1867.01001,1972.180054,1972.180054,84626790000,21.7536,13.7%,12.2%,,,,,,,,1/7/1943,10.8148
1/9/2015,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000,21.1784,14.9%,11.9%,,,,,,,,1/8/1943,10.9259
1/10/2015,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000,24.0305,9.3%,9.5%,,,,,,,,1/9/1943,11.1852
1/11/2015,2080.76001,2116.47998,2019.390015,2080.409912,2080.409912,75943590000,24.0426,9.9%,11.7%,,,,,,,,1/10/1943,12.6809
1/12/2015,2082.929932,2104.27002,1993.26001,2043.939941,2043.939941,83649260000,23.6212,7.0%,12.9%,,,,,,,,1/11/1943,11.7234
1/1/2016,2038.199951,2038.199951,1812.290039,1940.23999,1940.23999,92409770000,22.4461,11.7%,13.9%,,,,,,,,1/12/1943,12.4149
1/2/2016,1936.939941,1962.959961,1810.099976,1932.22998,1932.22998,93049560000,22.3534,13.0%,14.6%,,,,,,,,1/1/1944,12.7419
1/3/2016,1937.089966,2072.209961,1937.089966,2059.73999,2059.73999,92639420000,23.8286,11.2%,14.0%,,,,,,,,1/2/1944,12.7097
1/4/2016,2056.620117,2111.050049,2033.800049,2065.300049,2065.300049,81124990000,23.7609,12.6%,15.1%,,,,,,,,1/3/1944,12.9247
1/5/2016,2067.169922,2103.47998,2025.910034,2096.949951,2096.949951,78883600000,24.1252,9.5%,14.9%,,,,,,,,1/4/1944,12.9022
1/6/2016,2093.939941,2120.550049,1991.680054,2098.860107,2098.860107,86852700000,24.147,11.9%,15.4%,,,,,,,,1/5/1944,13.4239
1/7/2016,2099.340088,2177.090088,2074.02002,2173.600098,2173.600098,69530250000,24.3978,11.1%,15.1%,,,,,,,,1/6/1944,14.1087
1/8/2016,2173.149902,2193.810059,2147.580078,2170.949951,2170.949951,75610310000,24.3681,10.5%,15.8%,,,,,,,,1/7/1944,14.1222
1/9/2016,2171.330078,2187.870117,2119.120117,2168.27002,2168.27002,77023620000,24.338,11.1%,14.7%,,,,,,,,1/8/1944,14.2444
1/10/2016,2164.330078,2169.600098,2114.719971,2126.149902,2126.149902,72915530000,22.487,12.6%,16.7%,,,,,,,,1/9/1944,14.2
1/11/2016,2128.679932,2214.100098,2083.790039,2198.810059,2198.810059,88445380000,23.2555,12.6%,15.7%,,,,,,,,1/10/1944,13.7419
1/12/2016,2200.169922,2277.530029,2187.439941,2238.830078,2238.830078,75344550000,23.6788,13.0%,16.3%,,,,,,,,1/11/1944,13.7957
1/1/2017,2251.570068,2300.98999,2245.129883,2278.870117,2278.870117,70576420000,22.7228,12.3%,14.7%,,,,,,,,1/12/1944,14.2796
1/2/2017,2285.590088,2371.540039,2271.649902,2363.639893,2363.639893,69260940000,23.5681,7.7%,13.1%,,,,,,,,1/1/1945,14.0313
1/3/2017,2380.129883,2400.97998,2322.25,2362.719971,2362.719971,81664010000,23.5589,3.0%,13.9%,,,,,,,,1/2/1945,14.8958
1/4/2017,2362.340088,2398.159912,2328.949951,2384.199951,2384.199951,65369860000,22.9206,6.9%,11.6%,,,,,,,,1/3/1945,14.2083
1/5/2017,2388.5,2418.709961,2352.719971,2411.800049,2411.800049,79719460000,23.1859,8.1%,11.4%,,,,,,,,1/4/1945,14.84
1/6/2017,2415.649902,2453.820068,2405.699951,2423.409912,2423.409912,81078810000,23.2975,8.6%,9.3%,,,,,,,,1/5/1945,15.01
1/7/2017,2431.389893,2484.040039,2407.699951,2470.300049,2470.300049,63348090000,23.0697,9.8%,10.8%,,,,,,,,1/6/1945,14.96
1/8/2017,2477.100098,2490.870117,2417.350098,2471.649902,2471.649902,70784900000,23.0823,12.3%,9.9%,,,,,,,,1/7/1945,14.8081
1/9/2017,2474.419922,2519.439941,2446.550049,2519.360107,2519.360107,66624120000,23.5278,10.1%,7.3%,,,,,,,,1/8/1945,15.6667
1/10/2017,2521.199951,2582.97998,2520.399902,2575.26001,2575.26001,71088550000,23.437,8.3%,8.5%,,,,,,,,1/9/1945,16.3232
1/11/2017,2583.209961,2657.73999,2557.449951,2647.580078,2647.580078,73416960000,24.0952,11.0%,9.0%,,,,,,,,1/10/1945,17.3438
1/12/2017,2645.100098,2694.969971,2605.52002,2673.610107,2673.610107,65531700000,24.3321,12.0%,7.5%,,,,,,,,1/11/1945,17.9063
1/1/2018,2683.72998,2872.870117,2682.360107,2823.810059,2823.810059,77318690000,24.4613,9.6%,7.6%,,,,,,,,1/12/1945,18.0833
1/2/2018,2816.449951,2835.959961,2532.689941,2713.830078,2713.830078,79933970000,23.5086,12.0%,7.9%,,,,,,,,1/1/1946,20.6333
1/3/2018,2715.219971,2801.899902,2585.889893,2640.870117,2640.870117,76803890000,22.8766,14.6%,9.2%,,,,,,,,1/2/1946,19.2
1/4/2018,2633.449951,2717.48999,2553.800049,2648.050049,2648.050049,70194700000,21.6203,16.4%,9.5%,,,,,,,,1/3/1946,20.0889
1/5/2018,2642.959961,2742.23999,2594.620117,2705.27002,2705.27002,76011820000,22.0874,15.8%,9.1%,,,,,,,,1/4/1946,22.3333
1/6/2018,2718.699951,2791.469971,2691.98999,2718.370117,2718.370117,77891360000,22.1944,16.5%,10.4%,,,,,,,,1/5/1946,22.8333
1/7/2018,2704.949951,2848.030029,2698.949951,2816.290039,2816.290039,64898300000,21.599,16.0%,10.3%,,,,,,,,1/6/1946,21.9405
1/8/2018,2821.169922,2916.5,2796.340088,2901.52002,2901.52002,69523070000,22.2526,15.9%,9.2%,,,,,,,,1/7/1946,20.1798
1/9/2018,2896.959961,2940.909912,2864.120117,2913.97998,2913.97998,63031510000,22.3482,13.9%,8.0%,,,,,,,,1/8/1946,18.7079
1/10/2018,2926.290039,2939.860107,2603.540039,2711.73999,2711.73999,91930980000,20.483,19.3%,9.1%,,,,,,,,1/9/1946,16.809
1/11/2018,2717.580078,2815.149902,2631.090088,2760.169922,2760.169922,80620020000,20.8488,18.3%,10.6%,,,,,,,,1/10/1946,14
1/12/2018,2790.5,2800.179932,2346.580078,2506.850098,2506.850098,84162180000,18.9353,23.9%,13.7%,,,,,,,,1/11/1946,13.8396
1/1/2019,2476.959961,2708.949951,2443.959961,2704.100098,2704.100098,80859870000,20.1213,18.6%,12.4%,,,,,,,,1/12/1946,14.434
1/2/2019,2702.320068,2813.48999,2681.830078,2784.48999,2784.48999,70638770000,20.7195,16.2%,12.8%,,,,,,,,1/1/1947,12.3307
1/3/2019,2798.219971,2860.310059,2722.27002,2834.399902,2834.399902,79159660000,21.0909,16.9%,13.1%,,,,,,,,1/2/1947,12.1496
1/4/2019,2848.629883,2949.52002,2848.629883,2945.830078,2945.830078,70090370000,21.7774,11.9%,11.3%,,,,,,,,1/3/1947,11.9449
1/5/2019,2952.330078,2954.129883,2750.52002,2752.060059,2752.060059,77250740000,20.3449,14.5%,13.9%,,,,,,,,1/4/1947,10.125
1/6/2019,2751.530029,2964.149902,2728.810059,2941.76001,2941.76001,71250630000,21.7473,8.8%,13.2%,,,,,,,,1/5/1947,10.0347
1/7/2019,2971.409912,3027.97998,2952.219971,2980.379883,2980.379883,70599470000,22.4257,11.5%,13.1%,,,,,,,,1/6/1947,10.5625
1/8/2019,2980.320068,3013.590088,2822.120117,2926.459961,2926.459961,80269220000,22.02,10.6%,14.1%,,,,,,,,1/7/1947,10.1677
1/9/2019,2909.01001,3021.98999,2891.850098,2976.73999,2976.73999,74178980000,22.3983,6.4%,14.1%,,,,,,,,1/8/1947,9.8839
1/10/2019,2983.689941,3050.100098,2855.939941,3037.560059,3037.560059,77720640000,21.7699,8.4%,13.4%,,,,,,,,1/9/1947,9.7484
1/11/2019,3050.719971,3154.26001,3050.719971,3140.97998,3140.97998,72410620000,22.5111,9.1%,13.9%,,,,,,,,1/10/1947,9.5839
1/12/2019,3143.850098,3247.929932,3070.330078,3230.780029,3230.780029,72325540000,23.1547,5.9%,12.7%,,,,,,,,1/11/1947,9.3106
1/1/2020,3244.669922,3337.77002,3214.639893,3225.52002,3225.52002,77287980000,27.7273,8.1%,12.9%,,,,,,,,1/12/1947,9.5031
1/2/2020,3235.659912,3393.52002,2855.840088,2954.219971,2954.219971,84436590000,25.3952,10.4%,14.9%,,,,,,,,1/1/1948,8.5906
1/3/2020,2974.280029,3136.719971,2191.860107,2584.590088,2584.590088,1.62185E+11,22.2177,16.7%,,,,,,,,,1/2/1948,8.1871
1/4/2020,2498.080078,2954.860107,2447.48999,2912.429932,2912.429932,1.23608E+11,29.3503,12.7%,,,,,,,,,1/3/1948,8.8187
1/5/2020,2869.090088,3068.669922,2766.639893,3044.310059,3044.310059,1.07135E+11,30.6793,11.1%,,,,,,,,,1/4/1948,8.3226
1/6/2020,3038.780029,3233.129883,2965.659912,3100.290039,3100.290039,1.31459E+11,31.2435,12.8%,,,,,,,,,1/5/1948,8.9731
1/7/2020,3105.919922,3279.98999,3101.169922,3271.120117,3271.120117,96928130000,33.2938,11.9%,,,,,,,,,1/6/1948,9
1/8/2020,3288.26001,3514.77002,3284.530029,3500.310059,3500.310059,82466520000,35.6266,8.8%,,,,,,,,,1/7/1948,7.657
1/9/2020,3507.439941,3588.110107,3209.449951,3363,3363,92310780000,34.229,8.4%,,,,,,,,,1/8/1948,7.715
1/10/2020,3385.870117,3549.850098,3233.939941,3269.959961,3269.959961,89938980000,33.282,8.6%,,,,,,,,,1/9/1948,7.4831
1/11/2020,3296.199951,3645.98999,3279.73999,3621.629883,3621.629883,1.01247E+11,36.8614,8.0%,,,,,,,,,1/10/1948,7.2227
1/12/2020,3645.870117,3760.199951,3633.399902,3756.070068,3756.070068,96375680000,38.2297,8.3%,,,,,,,,,1/11/1948,6.441
1/1/2021,3764.610107,3870.899902,3662.709961,3714.23999,3714.23999,1.06118E+11,28.9722,9.3%,,,,,,,,,1/12/1948,6.6376
1/2/2021,3731.169922,3950.429932,3725.620117,3811.149902,3811.149902,99082320000,29.7282,10.2%,,,,,,,,,1/1/1949,6.395
1/3/2021,3842.51001,3994.409912,3723.340088,3972.889893,3972.889893,1.22371E+11,30.9898,9.8%,,,,,,,,,1/2/1949,6.1429
1/4/2021,3992.780029,4218.779785,3992.780029,4181.169922,4181.169922,83124090000,26.3364,6.4%,,,,,,,,,1/3/1949,6.3277
1/5/2021,4191.97998,4238.040039,4056.879883,4204.109863,4204.109863,88321860000,26.4809,7.9%,,,,,,,,,1/4/1949,6.1417
1/6/2021,4216.52002,4302.430176,4164.399902,4297.5,4297.5,1.02544E+11,27.0692,8.3%,,,,,,,,,1/5/1949,5.9125
1/7/2021,4300.72998,4429.970215,4233.129883,4395.259766,4395.259766,84255620000,25.0628,7.9%,,,,,,,,,1/6/1949,5.9
1/8/2021,4406.859863,4537.359863,4367.72998,4522.680176,4522.680176,80500760000,25.7894,7.7%,,,,,,,,,1/7/1949,6.2929
1/9/2021,4528.799805,4545.850098,4305.910156,4307.540039,4307.540039,85528860000,24.5626,10.2%,,,,,,,,,1/8/1949,6.3682
1/10/2021,4317.160156,4608.080078,4278.939941,4605.379883,4605.379883,80253600000,23.2748,7.4%,,,,,,,,,1/9/1949,6.5188
1/11/2021,4610.620117,4743.830078,4560,4567,4567,88268840000,23.0808,9.7%,,,,,,,,,1/10/1949,6.9138
1/12/2021,4602.819824,4808.930176,4495.120117,4766.180176,4766.180176,92750180000,24.0874,7.3%,,,,,,,,,1/11/1949,6.9224
1/1/2022,4778.140137,4818.620117,4222.620117,4515.549805,4515.549805,95562890000,22.8162,9.4%,,,,,,,,,1/12/1949,7.2241
1/2/2022,4519.569824,4595.310059,4114.649902,4373.939941,4373.939941,92667710000,22.1007,10.6%,,,,,,,,,1/1/1950,7.1941
1/3/2022,4363.140137,4637.299805,4157.870117,4530.410156,4530.410156,1.23546E+11,22.8913,,,,,,,,,,1/2/1950,7.2658
1/4/2022,4540.319824,4593.450195,4124.279785,4131.930176,4131.930176,90367840000,21.4914,,,,,,,,,,1/3/1950,7.2954
1/5/2022,4130.609863,4307.660156,3810.320068,4132.149902,4132.149902,1.0886E+11,21.4925,,,,,,,,,,1/4/1950,7.1142
1/6/2022,4149.779785,4177.509766,3636.870117,3785.379883,3785.379883,1.06117E+11,19.6889,,,,,,,,,,1/5/1950,7.3937
1/7/2022,3781,4140.149902,3721.560059,4130.290039,4130.290039,81688320000,22.0777,,,,,,,,,,1/6/1950,6.9646
1/8/2022,4112.379883,4325.279785,3954.530029,3955,3955,92252350000,21.1407,,,,,,,,,,1/7/1950,6.5588
1/9/2022,3936.72998,4119.279785,3584.129883,3585.620117,3585.620117,94241020000,19.1662,,,,,,,,,,1/8/1950,6.7721
1/10/2022,3609.780029,3905.419922,3491.580078,3871.97998,3871.97998,95823760000,22.4138,,,,,,,,,,1/9/1950,7.1507
1/11/2022,3901.790039,4080.110107,3698.149902,4080.110107,4080.110107,92671910000,23.6186,,,,,,,,,,1/10/1950,6.8768
1/12/2022,4087.139893,4100.959961,3764.48999,3839.5,3839.5,85249330000,22.2258,,,,,,,,,,1/11/1950,6.8697
1/1/2023,3853.290039,4094.209961,3794.330078,4076.600098,4076.600098,80763810000,23.266,,,,,,,,,,1/12/1950,7.1866
1/2/2023,4070.070068,4195.439941,3943.080078,3970.149902,3970.149902,80392280000,22.6585,,,,,,,,,,1/1/1951,7.6537
1/3/2023,3963.340088,4110.75,3808.860107,4109.310059,4109.310059,1.13095E+11,23.4527,,,,,,,,,,1/2/1951,7.7032
1/4/2023,4102.200195,4170.060059,4049.350098,4169.47998,4169.47998,70861260000,23.0345,,,,,,,,,,1/3/1951,7.5618
1/5/2023,4166.790039,4231.100098,4048.280029,4179.830078,4179.830078,88929200000,23.0917,,,,,,,,,,1/4/1951,8.2463
1/6/2023,4183.029785,4458.47998,4171.640137,4450.379883,4450.379883,87983140000,24.5864,,,,,,,,,,1/5/1951,7.9118
1/7/2023,4450.47998,4607.069824,4385.049805,4588.959961,4588.959961,75063200000,24.9062,,,,,,,,,,1/6/1951,7.7059
1/8/2023,4578.830078,4584.620117,4335.310059,4507.660156,4507.660156,86840820000,24.4649,,,,,,,,,,1/7/1951,8.9243
1/9/2023,4530.600098,4541.25,4238.629883,4288.049805,4288.049805,73482980000,23.273,,,,,,,,,,1/8/1951,9.2749
1/10/2023,4284.52002,4393.569824,4103.779785,4193.799805,4193.799805,83519460000,21.7939,,,,,,,,,,1/9/1951,9.2669
1/11/2023,4201.27002,4587.640137,4197.740234,4567.799805,4567.799805,80970570000,23.7375,,,,,,,,,,1/10/1951,9.4016
1/12/2023,4559.430176,4793.299805,4546.5,4769.830078,4769.830078,81530670000,24.7874,,,,,,,,,,1/11/1951,9.377
1/1/2024,4745.200195,4931.089844,4682.109863,4845.649902,4845.649902,81737880000,25.2654,,,,,,,,,,1/12/1951,9.7418
1/2/2024,4861.109863,5111.060059,4853.52002,5096.27002,5096.27002,82066930000,26.5721,,,,,,,,,,1/1/1952,10.0583
1/3/2024,5098.509766,5264.850098,5056.819824,5254.350098,5254.350098,86299510000,27.3964,,,,,,,,,,1/2/1952,9.6917
1/4/2024,5257.970215,5263.950195,4953.560059,5035.689941,5035.689941,81747170000,26.2563,,,,,,,,,,1/3/1952,10.1542
1/5/2024,5029.029785,5341.879883,5011.049805,5277.509766,5277.509766,86849720000,27.5171,,,,,,,,,,1/4/1952,9.9658
1/6/2024,5297.149902,5523.640137,5234.319824,5460.47998,5460.47998,76025620000,27.5171,,,,,,,,,,1/5/1952,10.1966
1/7/2024,5471.080078,5669.669922,5390.950195,5522.299805,5522.299805,80160390000,27.5171,,,,,,,,,,1/6/1952,10.6667
1/8/2024,5537.839844,5651.620117,5119.259766,5648.399902,5648.399902,81097300000,27.5171,,,,,,,,,,1/7/1952,10.7627
1/9/2024,5623.890137,5767.370117,5402.620117,5762.47998,5762.47998,79564830000,27.5171,,,,,,,,,,1/8/1952,10.6059
1/10/2024,5757.72998,5878.459961,5674,5705.450195,5705.450195,82412430000,27.5171,,,,,,,,,,1/9/1952,10.3983
1/11/2024,5723.220215,6044.169922,5696.509766,6032.379883,6032.379883,84101980000,27.5171,,,,,,,,,,1/10/1952,10.2167
1/12/2024,6040.109863,6099.970215,5832.299805,5881.629883,5881.629883,86064900000,27.5171,,,,,,,,,,1/11/1952,10.6917
1/1/2025,5903.259766,6021.040039,5829.529785,5909.029785,5909.029785,16746470000,27.5171,,,,,,,,,,1/12/1952,11.0708
8/1/2025,5910.660156,5927.890137,5874.779785,5918.25,5918.25,2502210000,27.5171,,,,,,,,,,1/1/1953,10.856
,,,,,,,,,,,,,,,,,1/2/1953,10.6584
,,,,,,,,,,,,,,,,,1/3/1953,10.4074
,,,,,,,,,,,,,,,,,1/4/1953,9.8088
,,,,,,,,,,,,,,,,,1/5/1953,9.7769
,,,,,,,,,,,,,,,,,1/6/1953,9.6175
,,,,,,,,,,,,,,,,,1/7/1953,9.7059
,,,,,,,,,,,,,,,,,1/8/1953,9.1451
,,,,,,,,,,,,,,,,,1/9/1953,9.1569
,,,,,,,,,,,,,,,,,1/10/1953,9.7769
,,,,,,,,,,,,,,,,,1/11/1953,9.8645
,,,,,,,,,,,,,,,,,1/12/1953,9.8845
,,,,,,,,,,,,,,,,,1/1/1954,10.2275
,,,,,,,,,,,,,,,,,1/2/1954,10.2549
,,,,,,,,,,,,,,,,,1/3/1954,10.5647
,,,,,,,,,,,,,,,,,1/4/1954,10.7863
,,,,,,,,,,,,,,,,,1/5/1954,11.1412
,,,,,,,,,,,,,,,,,1/6/1954,11.1489
,,,,,,,,,,,,,,,,,1/7/1954,11.7414
,,,,,,,,,,,,,,,,,1/8/1954,11.3422
,,,,,,,,,,,,,,,,,1/9/1954,12.2852
,,,,,,,,,,,,,,,,,1/10/1954,11.4368
,,,,,,,,,,,,,,,,,1/11/1954,12.361
,,,,,,,,,,,,,,,,,1/12/1954,12.9892
,,,,,,,,,,,,,,,,,1/1/1955,12.375
,,,,,,,,,,,,,,,,,1/2/1955,12.4189
,,,,,,,,,,,,,,,,,1/3/1955,12.3581
,,,,,,,,,,,,,,,,,1/4/1955,11.7888
,,,,,,,,,,,,,,,,,1/5/1955,11.7733
,,,,,,,,,,,,,,,,,1/6/1955,12.7422
,,,,,,,,,,,,,,,,,1/7/1955,12.6512
,,,,,,,,,,,,,,,,,1/8/1955,12.5523
,,,,,,,,,,,,,,,,,1/9/1955,12.6948
,,,,,,,,,,,,,,,,,1/10/1955,11.6961
,,,,,,,,,,,,,,,,,1/11/1955,12.5718
,,,,,,,,,,,,,,,,,1/12/1955,12.5635
,,,,,,,,,,,,,,,,,1/1/1956,11.8753
,,,,,,,,,,,,,,,,,1/2/1956,12.2873
,,,,,,,,,,,,,,,,,1/3/1956,13.1382
,,,,,,,,,,,,,,,,,1/4/1956,13.4389
,,,,,,,,,,,,,,,,,1/5/1956,12.5556
,,,,,,,,,,,,,,,,,1/6/1956,13.0472
,,,,,,,,,,,,,,,,,1/7/1956,14.2746
,,,,,,,,,,,,,,,,,1/8/1956,13.7312
,,,,,,,,,,,,,,,,,1/9/1956,13.1069
,,,,,,,,,,,,,,,,,1/10/1956,13.3666
,,,,,,,,,,,,,,,,,1/11/1956,13.2199
,,,,,,,,,,,,,,,,,1/12/1956,13.6862
,,,,,,,,,,,,,,,,,1/1/1957,13.1529
,,,,,,,,,,,,,,,,,1/2/1957,12.7235
,,,,,,,,,,,,,,,,,1/3/1957,12.9735
,,,,,,,,,,,,,,,,,1/4/1957,13.3743
,,,,,,,,,,,,,,,,,1/5/1957,13.8684
,,,,,,,,,,,,,,,,,1/6/1957,13.8509
,,,,,,,,,,,,,,,,,1/7/1957,13.8069
,,,,,,,,,,,,,,,,,1/8/1957,13.0317
,,,,,,,,,,,,,,,,,1/9/1957,12.2248
,,,,,,,,,,,,,,,,,1/10/1957,12.184
,,,,,,,,,,,,,,,,,1/11/1957,12.3798
,,,,,,,,,,,,,,,,,1/12/1957,11.8665
,,,,,,,,,,,,,,,,,1/1/1958,13.2803
,,,,,,,,,,,,,,,,,1/2/1958,13.0064
,,,,,,,,,,,,,,,,,1/3/1958,13.4076
,,,,,,,,,,,,,,,,,1/4/1958,14.8259
,,,,,,,,,,,,,,,,,1/5/1958,15.0478
,,,,,,,,,,,,,,,,,1/6/1958,15.4403
,,,,,,,,,,,,,,,,,1/7/1958,16.3854
,,,,,,,,,,,,,,,,,1/8/1958,16.5799
,,,,,,,,,,,,,,,,,1/9/1958,17.3819
,,,,,,,,,,,,,,,,,1/10/1958,17.7612
,,,,,,,,,,,,,,,,,1/11/1958,18.1592
,,,,,,,,,,,,,,,,,1/12/1958,19.1038
,,,,,,,,,,,,,,,,,1/1/1959,17.8296
,,,,,,,,,,,,,,,,,1/2/1959,17.8167
,,,,,,,,,,,,,,,,,1/3/1959,17.8264
,,,,,,,,,,,,,,,,,1/4/1959,16.9382
,,,,,,,,,,,,,,,,,1/5/1959,17.2588
,,,,,,,,,,,,,,,,,1/6/1959,17.1971
,,,,,,,,,,,,,,,,,1/7/1959,17.6414
,,,,,,,,,,,,,,,,,1/8/1959,17.3761
,,,,,,,,,,,,,,,,,1/9/1959,16.5831
,,,,,,,,,,,,,,,,,1/10/1959,16.9676
,,,,,,,,,,,,,,,,,1/11/1959,17.1917
,,,,,,,,,,,,,,,,,1/12/1959,17.6667
,,,,,,,,,,,,,,,,,1/1/1960,16.4041
,,,,,,,,,,,,,,,,,1/2/1960,16.5546
,,,,,,,,,,,,,,,,,1/3/1960,16.3245
,,,,,,,,,,,,,,,,,1/4/1960,16.6779
,,,,,,,,,,,,,,,,,1/5/1960,17.1258
,,,,,,,,,,,,,,,,,1/6/1960,17.4601
,,,,,,,,,,,,,,,,,1/7/1960,16.9755
,,,,,,,,,,,,,,,,,1/8/1960,17.419
,,,,,,,,,,,,,,,,,1/9/1960,16.367
,,,,,,,,,,,,,,,,,1/10/1960,16.3272
,,,,,,,,,,,,,,,,,1/11/1960,16.9847
,,,,,,,,,,,,,,,,,1/12/1960,17.7706
,,,,,,,,,,,,,,,,,1/1/1961,19.9935
,,,,,,,,,,,,,,,,,1/2/1961,20.5307
,,,,,,,,,,,,,,,,,1/3/1961,21.055
,,,,,,,,,,,,,,,,,1/4/1961,21.5545
,,,,,,,,,,,,,,,,,1/5/1961,21.967
,,,,,,,,,,,,,,,,,1/6/1961,21.3333
,,,,,,,,,,,,,,,,,1/7/1961,21.8885
,,,,,,,,,,,,,,,,,1/8/1961,22.318
,,,,,,,,,,,,,,,,,1/9/1961,21.8787
,,,,,,,,,,,,,,,,,1/10/1961,21.511
,,,,,,,,,,,,,,,,,1/11/1961,22.3574
,,,,,,,,,,,,,,,,,1/12/1961,22.4295
,,,,,,,,,,,,,,,,,1/1/1962,20.4273
,,,,,,,,,,,,,,,,,1/2/1962,20.7596
,,,,,,,,,,,,,,,,,1/3/1962,20.638
,,,,,,,,,,,,,,,,,1/4/1962,18.8012
,,,,,,,,,,,,,,,,,1/5/1962,17.1844
,,,,,,,,,,,,,,,,,1/6/1962,15.7781
,,,,,,,,,,,,,,,,,1/7/1962,16.4958
,,,,,,,,,,,,,,,,,1/8/1962,16.7479
,,,,,,,,,,,,,,,,,1/9/1962,15.9405
,,,,,,,,,,,,,,,,,1/10/1962,15.4005
,,,,,,,,,,,,,,,,,1/11/1962,16.9646
,,,,,,,,,,,,,,,,,1/12/1962,17.1935
,,,,,,,,,,,,,,,,,1/1/1963,17.8437
,,,,,,,,,,,,,,,,,1/2/1963,17.3288
,,,,,,,,,,,,,,,,,1/3/1963,17.9434
,,,,,,,,,,,,,,,,,1/4/1963,18.1771
,,,,,,,,,,,,,,,,,1/5/1963,18.4375
,,,,,,,,,,,,,,,,,1/6/1963,18.0651
,,,,,,,,,,,,,,,,,1/7/1963,17.4571
,,,,,,,,,,,,,,,,,1/8/1963,18.3081
,,,,,,,,,,,,,,,,,1/9/1963,18.1061
,,,,,,,,,,,,,,,,,1/10/1963,18.4104
,,,,,,,,,,,,,,,,,1/11/1963,18.2164
,,,,,,,,,,,,,,,,,1/12/1963,18.6617
,,,,,,,,,,,,,,,,,1/1/1964,18.4306
,,,,,,,,,,,,,,,,,1/2/1964,18.6124
,,,,,,,,,,,,,,,,,1/3/1964,18.8947
,,,,,,,,,,,,,,,,,1/4/1964,18.351
,,,,,,,,,,,,,,,,,1/5/1964,18.5612
,,,,,,,,,,,,,,,,,1/6/1964,18.8661
,,,,,,,,,,,,,,,,,1/7/1964,18.6085
,,,,,,,,,,,,,,,,,1/8/1964,18.3065
,,,,,,,,,,,,,,,,,1/9/1964,18.8322
,,,,,,,,,,,,,,,,,1/10/1964,18.6505
,,,,,,,,,,,,,,,,,1/11/1964,18.5538
,,,,,,,,,,,,,,,,,1/12/1964,18.6264
,,,,,,,,,,,,,,,,,1/1/1965,18.7094
,,,,,,,,,,,,,,,,,1/2/1965,18.6816
