,0
start,2012-12-31 00:00:00
end,2022-04-29 00:00:00
rf,0.0
total_return,0.2255187813202344
cagr,0.02204775577612028
max_drawdown,-0.28745840973417935
calmar,0.07669894158430934
mtd,-0.0942386413460532
three_month,-0.16189326588703334
six_month,-0.1848290340861618
ytd,-0.19051062651598538
one_year,-0.12264812144974313
three_year,0.007196509795729833
five_year,0.01767954459816523
ten_year,0.02204775577612028
incep,0.02204775577612028
daily_sharpe,0.22667668499246918
daily_sortino,0.3738627789302913
daily_mean,0.031421216884103445
daily_vol,0.13861688900712196
daily_skew,0.037252684881690167
daily_kurt,7.054050010077944
best_day,0.07519565780315585
worst_day,-0.06668262344432241
monthly_sharpe,0.2366333847247183
monthly_sortino,0.43949182137407394
monthly_mean,0.029416700029119475
monthly_vol,0.12431339755098662
monthly_skew,0.2547096353832444
monthly_kurt,0.5648163075831221
best_month,0.11049113573823743
worst_month,-0.0942386413460532
yearly_sharpe,0.20616762271939462
yearly_sortino,0.43941127105042654
yearly_mean,0.029493795961233214
yearly_vol,0.14305736066703295
yearly_skew,0.18740662387403786
yearly_kurt,-0.5259445478248357
best_year,0.27301894068318266
worst_year,-0.19051062651598538
avg_drawdown,-0.04474606858998245
avg_drawdown_days,100.36363636363636
avg_up_month,0.029486445042046734
avg_down_month,-0.025566754553785733
win_year_perc,0.5
twelve_month_win_perc,0.6176470588235294
