Date,Open,High,Low,Close,Adj Close,Volume,daily pct_change,5 days pct_change,10 days pct_change,20 days pct_change,,,,,,,HS Index,daily pct_change,5 days pct_change,10 days pct_change,20 days pct_change
12/11/2014,23883.31055,23999.9707,23801.73047,23938.17969,23938.17969,1788489800,0.55%,1.02%,0.50%,3.45%,,,,,,,,,,,
13/11/2014,23854.33008,24097.91992,23850.39063,24019.93945,24019.93945,2063618400,0.34%,1.57%,1.34%,4.89%,,,,,,,,,,,
14/11/2014,24048.35938,24102.69922,23966.80078,24087.38086,24087.38086,1489760000,0.28%,2.28%,0.37%,4.62%,,,,,,,,,,,
17/11/2014,24313.06055,24313.06055,23787.2793,23797.08008,23797.08008,1728117100,-1.21%,0.22%,-0.50%,3.15%,,,,,,,,,,,
18/11/2014,23868.90039,23881.00977,23483.18945,23529.16992,23529.16992,1543729000,-1.13%,-1.17%,-1.33%,1.91%,,,,,,,,,,,
19/11/2014,23466.07031,23572.21094,23341.16016,23373.31055,23373.31055,1413766400,-0.66%,-2.36%,-1.36%,-0.13%,,,,,,,,,,,
20/11/2014,23401,23461.01953,23252.63086,23349.64063,23349.64063,1354803900,-0.10%,-2.79%,-1.27%,0.07%,,,,,,,,,,,
21/11/2014,23353.7207,23508.01953,23301.48047,23437.11914,23437.11914,1519033000,0.37%,-2.70%,-0.48%,0.58%,,,,,,,,,,,
24/11/2014,23883.32031,23936.33984,23823.56055,23893.14063,23893.14063,2862178800,1.95%,0.40%,0.63%,3.24%,,,,,,,,,,,
25/11/2014,23841.16016,23935.07031,23809.50977,23843.91016,23843.91016,2083502400,-0.21%,1.34%,0.15%,1.38%,,,,,,,,,,,
26/11/2014,23833.18945,24176.64063,23799.41992,24111.98047,24111.98047,2225233000,1.12%,3.16%,0.73%,1.23%,,,,,,,,,,,
27/11/2014,24169.84961,24228.10938,23962.43945,24004.2793,24004.2793,1813709000,-0.45%,2.80%,-0.07%,1.28%,,,,,,,,,,,
28/11/2014,23982.28906,24117.16016,23887.63086,23987.44922,23987.44922,3154786600,-0.07%,2.35%,-0.41%,-0.04%,,,,,,,,,,,
1/12/2014,23678,23731.75977,23318.48047,23367.44922,23367.44922,3135486800,-2.58%,-2.20%,-1.81%,-2.29%,,,,,,,,,,,
2/12/2014,23400.10938,23784.94922,23293.81055,23654.30078,23654.30078,2843136300,1.23%,-0.80%,0.53%,-0.80%,,,,,,,,,,,
3/12/2014,23756.05078,23921.75977,23378.81055,23428.61914,23428.61914,3224755900,-0.95%,-2.83%,0.24%,-1.13%,,,,,,,,,,,
4/12/2014,23554.81055,23844.24023,23456.71094,23832.56055,23832.56055,3561982100,1.72%,-0.72%,2.07%,0.77%,,,,,,,,,,,
5/12/2014,23907.7793,24170.05078,23772.83984,24002.64063,24002.64063,5025800800,0.71%,0.06%,2.41%,1.92%,,,,,,,,,,,
8/12/2014,24113.14063,24189.58984,24012.15039,24047.66992,24047.66992,3826528900,0.19%,2.91%,0.65%,1.28%,,,,,,,,,,,
9/12/2014,23910.41016,23934.01953,23399.86914,23485.83008,23485.83008,3871778400,-2.34%,-0.71%,-1.50%,-1.35%,,,,,,,,,,,
10/12/2014,23442.68945,23656.50977,23345.89063,23524.51953,23524.51953,2306279700,0.16%,0.41%,-2.44%,-1.73%,,,,,,,,,,,
11/12/2014,23269.50977,23382.83008,23169.66992,23312.53906,23312.53906,2425752500,-0.90%,-2.18%,-2.88%,-2.95%,,,,,,,,,,,
12/12/2014,23328.99023,23445.96094,23230.0293,23249.19922,23249.19922,1641040200,-0.27%,-3.14%,-3.08%,-3.48%,,,,,,,,,,,
15/12/2014,22977.83984,23067.66992,22856.01953,23027.84961,23027.84961,1660208200,-0.95%,-4.24%,-1.45%,-3.23%,,,,,,,,,,,
16/12/2014,22877.30078,22944.2793,22641.06055,22670.5,22670.5,2158881100,-1.55%,-3.47%,-4.16%,-3.65%,,,,,,,,,,,
17/12/2014,22697.67969,22726.56055,22529.75,22585.83984,22585.83984,2560931200,-0.37%,-3.99%,-3.60%,-3.37%,,,,,,,,,,,
18/12/2014,22878.33984,22935.05078,22736.89063,22832.21094,22832.21094,2306262800,1.09%,-2.06%,-4.20%,-2.22%,,,,,,,,,,,
19/12/2014,23158.26953,23189.59961,23041.36914,23116.63086,23116.63086,2309125300,1.25%,-0.57%,-3.69%,-1.37%,,,,,,,,,,,
22/12/2014,23264.05078,23478.90039,23264.05078,23408.57031,23408.57031,2999590500,1.26%,1.65%,-2.66%,-2.03%,,,,,,,,,,,
23/12/2014,23423.33008,23495.61914,23269.42969,23333.68945,23333.68945,1758917300,-0.32%,2.93%,-0.65%,-2.14%,,,,,,,,,,,
24/12/2014,23290.41992,23421.09961,23290.41992,23349.33984,23349.33984,740670200,0.07%,3.38%,-0.74%,-3.16%,,,,,,,,,,,
29/12/2014,23694.5293,23867.46094,23694.5293,23773.17969,23773.17969,2133261100,1.82%,4.12%,1.98%,-0.96%,,,,,,,,,,,
30/12/2014,23853.13086,23853.13086,23442.55078,23501.09961,23501.09961,1768219700,-1.14%,1.66%,1.08%,-2.03%,,,,,,,,,,,
31/12/2014,23480.81055,23632.34961,23464.25,23605.03906,23605.03906,1049000500,0.44%,0.84%,2.51%,1.02%,,,,,,,,,,,
2/1/2015,23699.19922,23998.90039,23655.5,23721.30078,23721.30078,1801713100,0.49%,1.66%,4.64%,0.28%,,,,,,,,,,,
5/1/2015,23699.18945,23998.86914,23655.51953,23721.32031,23721.32031,2585193100,0.00%,1.59%,5.03%,1.25%,,,,,,,,,,,
6/1/2015,23515.13086,23611,23312.5,23485.41016,23485.41016,2617976900,-0.99%,-1.21%,2.86%,-1.46%,,,,,,,,,,,
7/1/2015,23396.69922,23715.71094,23332.0293,23681.25977,23681.25977,2181069500,0.83%,0.77%,2.44%,-1.34%,,,,,,,,,,,
8/1/2015,23920.34961,23941.64063,23719.05078,23835.5293,23835.5293,2011642900,0.65%,0.98%,1.82%,-0.88%,,,,,,,,,,,
9/1/2015,24049.69922,24169.06055,23859.49023,23919.94922,23919.94922,2334809800,0.35%,0.84%,2.51%,1.85%,,,,,,,,,,,
12/1/2015,24118.58984,24118.58984,23905.00977,24026.46094,24026.46094,1414586900,0.45%,1.29%,2.90%,2.13%,,,,,,,,,,,
13/1/2015,23908.23047,24254.10938,23908.23047,24215.9707,24215.9707,1393185700,0.79%,3.11%,1.86%,3.88%,,,,,,,,,,,
14/1/2015,24276.33008,24326.69922,24056.2207,24112.59961,24112.59961,1462960700,-0.43%,1.82%,2.60%,3.71%,,,,,,,,,,,
15/1/2015,24169.34961,24369,24070.39063,24350.91016,24350.91016,1754036200,0.99%,2.16%,3.16%,5.75%,,,,,,,,,,,
16/1/2015,24196.84961,24253.08984,24086.21094,24103.51953,24103.51953,1716809500,-1.02%,0.77%,1.61%,6.32%,,,,,,,,,,,
19/1/2015,23971.23047,24049.55078,23590.05078,23738.49023,23738.49023,2945751300,-1.51%,-1.20%,0.07%,5.10%,,,,,,,,,,,
20/1/2015,23798.46094,23997.31055,23747.91992,23951.16016,23951.16016,1632662200,0.90%,-1.09%,1.98%,4.90%,,,,,,,,,,,
21/1/2015,24036.41016,24373.2793,24016.63086,24352.58008,24352.58008,1843495600,1.68%,1.00%,2.83%,5.35%,,,,,,,,,,,
22/1/2015,24480.01953,24589.61914,24438.98047,24522.63086,24522.63086,1679836000,0.70%,0.71%,2.88%,4.76%,,,,,,,,,,,
23/1/2015,24807.35938,24896.2207,24726.76953,24850.44922,24850.44922,2375624000,1.34%,3.10%,3.89%,6.50%,,,,,,,,,,,
26/1/2015,24907.18945,24916.49023,24761.55078,24909.90039,24909.90039,1321615900,0.24%,4.93%,3.68%,6.68%,,,,,,,,,,,
27/1/2015,24995.08008,24995.08008,24672.75977,24807.2793,24807.2793,1705133000,-0.41%,3.57%,2.44%,4.35%,,,,,,,,,,,
28/1/2015,24799.98047,24983.89063,24716.67969,24861.81055,24861.81055,1361037100,0.22%,2.09%,3.11%,5.79%,,,,,,,,,,,
29/1/2015,24645.19922,24739.2207,24524.17969,24595.84961,24595.84961,1864023100,-1.07%,0.30%,1.01%,4.20%,,,,,,,,,,,
30/1/2015,24771.36914,24771.36914,24450.05078,24507.05078,24507.05078,1438942200,-0.36%,-1.38%,1.67%,3.31%,,,,,,,,,,,
2/2/2015,24347.26953,24506.81055,24324.36914,24484.74023,24484.74023,1576244000,-0.09%,-1.71%,3.14%,3.22%,,,,,,,,,,,
3/2/2015,24542.49023,24602.59961,24327.50977,24554.7793,24554.7793,1552841000,0.29%,-1.02%,2.52%,4.55%,,,,,,,,,,,
4/2/2015,24750.75977,24824.58008,24642.5,24679.75977,24679.75977,1836282100,0.51%,-0.73%,1.34%,4.22%,,,,,,,,,,,
5/2/2015,25048.25977,25048.25977,24642.81055,24765.49023,24765.49023,2343789500,0.35%,0.69%,0.99%,3.90%,,,,,,,,,,,
6/2/2015,24843.19922,24843.19922,24645.75977,24679.39063,24679.39063,1440536200,-0.35%,0.70%,-0.69%,3.17%,,,,,,,,,,,
9/2/2015,24529.55078,24657.86914,24449.48047,24521,24521,1285537200,-0.64%,0.15%,-1.56%,2.06%,,,,,,,,,,,
10/2/2015,24475.03906,24583.78906,24422.84961,24528.09961,24528.09961,1028014100,0.03%,-0.11%,-1.13%,1.29%,,,,,,,,,,,
11/2/2015,24512.61914,24551.74023,24266.67969,24315.01953,24315.01953,1261415500,-0.87%,-1.48%,-2.20%,0.84%,,,,,,,,,,,
12/2/2015,24377.58984,24514.49023,24226.28906,24422.15039,24422.15039,1472143500,0.44%,-1.39%,-0.71%,0.29%,,,,,,,,,,,
13/2/2015,24535.66016,24702.53906,24521.13086,24682.53906,24682.53906,1342650600,1.07%,0.01%,0.72%,2.40%,,,,,,,,,,,
16/2/2015,24717.49023,24771.59961,24687.15039,24726.5293,24726.5293,926608300,0.18%,0.84%,0.99%,4.16%,,,,,,,,,,,
17/2/2015,24653.88086,24855.75,24653.88086,24784.88086,24784.88086,822899900,0.24%,1.05%,0.94%,3.48%,,,,,,,,,,,
18/2/2015,24836.05078,24871.78906,24806.06055,24832.08008,24832.08008,975873900,0.19%,2.13%,0.62%,1.97%,,,,,,,,,,,
23/2/2015,24916.24023,24916.24023,24664.67969,24836.75977,24836.75977,1019276400,0.02%,1.70%,0.29%,1.28%,,,,,,,,,,,
24/2/2015,24776.7207,24808.30078,24673.92969,24750.07031,24750.07031,1076322400,-0.35%,0.27%,0.29%,-0.40%,,,,,,,,,,,
25/2/2015,24822.2793,24869.36914,24691.7793,24778.2793,24778.2793,1387652700,0.11%,0.21%,1.05%,-0.53%,,,,,,,,,,,
26/2/2015,24718.2793,24998.64063,24709.56055,24902.06055,24902.06055,1803456500,0.50%,0.47%,1.52%,0.38%,,,,,,,,,,,
27/2/2015,24902.60938,25101.96094,24815.0293,24823.28906,24823.28906,1504213700,-0.32%,-0.04%,2.09%,-0.15%,,,,,,,,,,,
2/3/2015,24996.75977,24997.83008,24715.38086,24887.43945,24887.43945,1543093900,0.26%,0.20%,1.91%,1.19%,,,,,,,,,,,
3/3/2015,24984.61914,24984.61914,24663.42969,24702.7793,24702.7793,1499929300,-0.74%,-0.19%,0.08%,0.80%,,,,,,,,,,,
4/3/2015,24656.93945,24705.96094,24439.28906,24465.38086,24465.38086,1618240300,-0.96%,-1.26%,-1.06%,-0.08%,,,,,,,,,,,
5/3/2015,24274.90039,24393.84961,24133.71094,24193.03906,24193.03906,1923405000,-1.11%,-2.85%,-2.39%,-1.47%,,,,,,,,,,,
6/3/2015,24235.75977,24294.35938,24126.08984,24164,24164,1620647200,-0.12%,-2.66%,-2.69%,-2.09%,,,,,,,,,,,
9/3/2015,23982.5,24205.85938,23910.16016,24123.05078,24123.05078,1619496400,-0.17%,-3.07%,-2.87%,-2.59%,,,,,,,,,,,
10/3/2015,24150.67969,24152.40039,23869.82031,23896.98047,23896.98047,1521299200,-0.94%,-3.26%,-3.45%,-3.17%,,,,,,,,,,,
11/3/2015,23807.09961,23899.85938,23703.83984,23717.9707,23717.9707,1678330500,-0.75%,-3.05%,-4.28%,-3.27%,,,,,,,,,,,
12/3/2015,23709.16992,23880.25,23677.06055,23797.96094,23797.96094,1619061000,0.34%,-1.63%,-4.43%,-2.98%,,,,,,,,,,,
13/3/2015,23808.9707,23918.71094,23790.83008,23823.21094,23823.21094,1538401000,0.11%,-1.41%,-4.03%,-2.02%,,,,,,,,,,,
16/3/2015,23771.40039,23970.05078,23711.26953,23949.55078,23949.55078,1187740300,0.53%,-0.72%,-3.77%,-1.94%,,,,,,,,,,,
17/3/2015,24106.4707,24106.4707,23822.7793,23901.49023,23901.49023,1188627100,-0.20%,0.02%,-3.24%,-3.16%,,,,,,,,,,,
18/3/2015,23938.63086,24210.75,23938.63086,24120.08008,24120.08008,1668404600,0.91%,1.70%,-1.41%,-2.45%,,,,,,,,,,,
19/3/2015,24325.56055,24500.23047,24248.83984,24468.89063,24468.89063,1826036300,1.45%,2.82%,1.14%,-1.27%,,,,,,,,,,,
20/3/2015,24417.5293,24524.55078,24351.5,24375.24023,24375.24023,2006074900,-0.38%,2.32%,0.87%,-1.84%,,,,,,,,,,,
23/3/2015,24538.33984,24559.76953,24436.41992,24494.50977,24494.50977,1461178100,0.49%,2.28%,1.54%,-1.38%,,,,,,,,,,,
24/3/2015,24484.67969,24490.15039,24294.94922,24399.59961,24399.59961,1559006100,-0.39%,2.08%,2.10%,-1.42%,,,,,,,,,,,
25/3/2015,24410.5293,24613.68945,24377.91992,24528.23047,24528.23047,1421279500,0.53%,1.69%,3.42%,-1.01%,,,,,,,,,,,
26/3/2015,24442.50977,24592.00977,24399.83984,24497.08008,24497.08008,1346154100,-0.13%,0.12%,2.94%,-1.63%,,,,,,,,,,,
27/3/2015,24541.43945,24549.88086,24420.4707,24486.19922,24486.19922,1610426400,-0.04%,0.46%,2.78%,-1.36%,,,,,,,,,,,
30/3/2015,24727.46094,24949.34961,24725.51953,24855.11914,24855.11914,2574119600,1.51%,1.47%,3.78%,-0.13%,,,,,,,,,,,
31/3/2015,25113.19922,25113.19922,24876.36914,24900.89063,24900.89063,2557002200,0.18%,2.05%,4.18%,0.80%,,,,,,,,,,,
1/4/2015,24955.19922,25099.06055,24926.10938,25082.75,25082.75,1713463600,0.73%,2.26%,3.99%,2.52%,,,,,,,,,,,
2/4/2015,25214.33008,25297.80078,25152.57031,25275.64063,25275.64063,2106782000,0.77%,3.18%,3.30%,4.47%,,,,,,,,,,,
8/4/2015,25708.24023,26247.63086,25640.03906,26236.85938,26236.85938,4101527400,3.80%,7.15%,7.64%,8.58%,,,,,,,,,,,
9/4/2015,26913.2793,27922.66992,26732.23047,26944.39063,26944.39063,5024522600,2.70%,8.41%,10.00%,11.70%,,,,,,,,,,,
10/4/2015,27373.67969,27373.67969,26812.75,27272.39063,27272.39063,3341162700,1.22%,9.52%,11.77%,14.12%,,,,,,,,,,,
13/4/2015,27374.33008,28031.96094,27304.11914,28016.33984,28016.33984,4727115800,2.73%,11.70%,14.22%,18.12%,,,,,,,,,,,
14/4/2015,27688.25977,27915.00977,27483.44922,27561.49023,27561.49023,3774122300,-1.62%,9.04%,12.51%,15.81%,,,,,,,,,,,
15/4/2015,27693.25,27807.98047,27442.51953,27618.82031,27618.82031,3926508000,0.21%,5.27%,12.79%,15.93%,,,,,,,,,,,
16/4/2015,27557.28906,27787.98047,27470.09961,27739.71094,27739.71094,3269721300,0.44%,2.95%,11.61%,15.83%,,,,,,,,,,,
17/4/2015,27808.24023,27969.41016,27597.67969,27653.11914,27653.11914,3105824800,-0.31%,1.40%,11.05%,15.70%,,,,,,,,,,,
20/4/2015,27770.78906,27770.78906,26959.76953,27094.92969,27094.92969,3375883900,-2.02%,-3.29%,8.02%,12.33%,,,,,,,,,,,
21/4/2015,27404.15039,27925.35938,27404.15039,27850.49023,27850.49023,2737826700,2.79%,1.05%,10.19%,13.82%,,,,,,,,,,,
22/4/2015,27821.32031,28048.46094,27727.85938,27933.84961,27933.84961,2367949700,0.30%,1.14%,6.47%,14.60%,,,,,,,,,,,
23/4/2015,28112.38086,28213.63086,27804.0293,27827.69922,27827.69922,2442203700,-0.38%,0.32%,3.28%,13.61%,,,,,,,,,,,
24/4/2015,27978.39063,28089.36914,27591.57031,28060.98047,28060.98047,2414041400,0.84%,1.47%,2.89%,15.01%,,,,,,,,,,,
27/4/2015,28245.14063,28588.51953,28245.14063,28433.58984,28433.58984,2790074700,1.33%,4.94%,1.49%,15.92%,,,,,,,,,,,
28/4/2015,28448.2207,28548.44922,28251.99023,28442.75,28442.75,3045477300,0.03%,2.13%,3.20%,16.11%,,,,,,,,,,,
29/4/2015,28453.09961,28453.09961,28201.75977,28400.33984,28400.33984,2094900900,-0.15%,1.67%,2.83%,15.99%,,,,,,,,,,,
30/4/2015,28289.14063,28317.86914,27997.90039,28133,28133,2561272000,-0.94%,1.10%,1.42%,13.19%,,,,,,,,,,,
4/5/2015,28231.25977,28343.74023,28017.19922,28123.82031,28123.82031,1999728900,-0.03%,0.22%,1.70%,12.94%,,,,,,,,,,,
5/5/2015,28295.7207,28316.63086,27598.16992,27755.53906,27755.53906,2292680300,-1.31%,-2.38%,2.44%,10.66%,,,,,,,,,,,
6/5/2015,27698.09961,28054.67969,27570.41016,27640.91016,27640.91016,2265508000,-0.41%,-2.82%,-0.75%,9.36%,,,,,,,,,,,
7/5/2015,27567.61914,27604.49023,27207.2793,27289.9707,27289.9707,1894753100,-1.27%,-3.91%,-2.31%,4.01%,,,,,,,,,,,
8/5/2015,27557.51953,27652.61914,27367.10938,27577.33984,27577.33984,1817614400,1.05%,-1.98%,-0.90%,2.35%,,,,,,,,,,,
11/5/2015,27837.03906,27837.2793,27582.23047,27718.19922,27718.19922,1540963800,0.51%,-1.44%,-1.22%,1.63%,,,,,,,,,,,
12/5/2015,27664.17969,27693.63086,27395.91016,27407.17969,27407.17969,1530000900,-1.12%,-1.26%,-3.61%,-2.17%,,,,,,,,,,,
13/5/2015,27473.5,27524.82031,27191.0293,27249.2793,27249.2793,2088818800,-0.58%,-1.42%,-4.20%,-1.13%,,,,,,,,,,,
14/5/2015,27395.91992,27397.66992,27192.92969,27286.55078,27286.55078,1522212900,0.14%,-0.01%,-3.92%,-1.20%,,,,,,,,,,,
15/5/2015,27459.58008,27928.59961,27315.09961,27822.2793,27822.2793,1754137700,1.96%,0.89%,-1.10%,0.30%,,,,,,,,,,,
18/5/2015,27792.43945,27792.43945,27435.57031,27591.25,27591.25,1378791400,-0.83%,-0.46%,-1.89%,-0.22%,,,,,,,,,,,
19/5/2015,27597.07031,27765.55078,27500.75977,27693.53906,27693.53906,1559455500,0.37%,1.04%,-0.22%,2.21%,,,,,,,,,,,
20/5/2015,27751.43945,27751.43945,27490.33008,27585.05078,27585.05078,1470372800,-0.39%,1.23%,-0.20%,-0.95%,,,,,,,,,,,
21/5/2015,27507.32031,27611.7207,27393.31055,27523.7207,27523.7207,1221508500,-0.22%,0.87%,0.86%,-1.47%,,,,,,,,,,,
22/5/2015,27723.66992,28041.32031,27696.9707,27992.83008,27992.83008,1899363800,1.70%,0.61%,1.51%,0.59%,,,,,,,,,,,
26/5/2015,28462.32031,28524.59961,28237.49023,28249.85938,28249.85938,2672054500,0.92%,2.39%,1.92%,0.67%,,,,,,,,,,,
27/5/2015,28214.66016,28214.66016,27982.14063,28081.21094,28081.21094,1863591500,-0.60%,1.40%,2.46%,-1.24%,,,,,,,,,,,
28/5/2015,28162.25,28162.25,27242.10938,27454.31055,27454.31055,3066678800,-2.23%,-0.47%,0.75%,-3.48%,,,,,,,,,,,
29/5/2015,27398.2793,27604.26953,27255.89063,27424.18945,27424.18945,3050185700,-0.11%,-0.36%,0.50%,-3.44%,,,,,,,,,,,
1/6/2015,27373.06055,27766.32031,27241.94922,27597.16016,27597.16016,1972936000,0.63%,-1.41%,-0.81%,-1.90%,,,,,,,,,,,
2/6/2015,27473.44922,27602.88086,27348.13086,27466.7207,27466.7207,1502001000,-0.47%,-2.77%,-0.45%,-2.34%,,,,,,,,,,,
3/6/2015,27716.33984,27767.23047,27508.83984,27657.4707,27657.4707,1735744700,0.69%,-1.51%,-0.13%,-0.35%,,,,,,,,,,,
4/6/2015,27645.35938,27854.74023,27094.5,27551.89063,27551.89063,3066127000,-0.38%,0.36%,-0.12%,-0.32%,,,,,,,,,,,
5/6/2015,27538.06055,27646.7207,27211.35938,27260.16016,27260.16016,2228885200,-1.06%,-0.60%,-0.96%,-0.11%,,,,,,,,,,,
8/6/2015,27147.24023,27428.58984,27060.24023,27316.2793,27316.2793,2391660200,0.21%,-1.02%,-2.42%,-0.95%,,,,,,,,,,,
9/6/2015,27295.88086,27322.14063,26971.57031,26989.51953,26989.51953,2384116300,-1.20%,-1.74%,-4.46%,-2.63%,,,,,,,,,,,
10/6/2015,27052.78906,27116.91992,26573.96094,26687.64063,26687.64063,1977373500,-1.12%,-3.51%,-4.96%,-2.63%,,,,,,,,,,,
11/6/2015,26938.15039,26991.50977,26839.42969,26907.84961,26907.84961,1670581300,0.83%,-2.34%,-1.99%,-1.25%,,,,,,,,,,,
12/6/2015,27082.59961,27356.50977,26987.51953,27280.53906,27280.53906,1734157900,1.39%,0.07%,-0.52%,-0.02%,,,,,,,,,,,
15/6/2015,27095.17969,27131.35938,26841.51953,26861.81055,26861.81055,1324712200,-1.53%,-1.66%,-2.66%,-3.45%,,,,,,,,,,,
16/6/2015,26807.66992,26892.88086,26553.03906,26566.69922,26566.69922,1761927200,-1.10%,-1.57%,-3.28%,-3.71%,,,,,,,,,,,
17/6/2015,26671.19922,26880.78906,26555.96094,26753.78906,26753.78906,1819404400,0.70%,0.25%,-3.27%,-3.39%,,,,,,,,,,,
18/6/2015,26786.5293,26873.66992,26595.96094,26694.66016,26694.66016,1469953200,-0.22%,-0.79%,-3.11%,-3.23%,,,,,,,,,,,
19/6/2015,26885.73047,27011.94922,26701.7207,26760.5293,26760.5293,2497578900,0.25%,-1.91%,-1.83%,-2.77%,,,,,,,,,,,
22/6/2015,26854.32031,27166.51953,26811.66016,27080.84961,27080.84961,1429174800,1.20%,0.82%,-0.86%,-3.26%,,,,,,,,,,,
23/6/2015,27126.4707,27406.41016,27008.50977,27333.46094,27333.46094,2138105800,0.93%,2.89%,1.27%,-3.24%,,,,,,,,,,,
24/6/2015,27397.36914,27470.5,27292.84961,27404.9707,27404.9707,1659067500,0.26%,2.43%,2.69%,-2.41%,,,,,,,,,,,
25/6/2015,27329.16992,27350.49023,27120.7207,27145.75,27145.75,1908078300,-0.95%,1.69%,0.88%,-1.12%,,,,,,,,,,,
26/6/2015,27016.08984,27016.08984,26522.44922,26663.86914,26663.86914,2473398200,-1.78%,-0.36%,-2.26%,-2.77%,,,,,,,,,,,
29/6/2015,26560.13086,26631.50977,25617.7793,25966.98047,25966.98047,3023218900,-2.61%,-4.11%,-3.33%,-5.91%,,,,,,,,,,,
30/6/2015,25944.0293,26470.43945,25885.66016,26250.0293,26250.0293,2480821500,1.09%,-3.96%,-1.19%,-4.43%,,,,,,,,,,,
2/7/2015,26459.42969,26459.42969,26135.61914,26282.32031,26282.32031,2185444300,0.12%,-4.10%,-1.76%,-4.97%,,,,,,,,,,,
3/7/2015,26349.83984,26402.84961,25933.11914,26064.10938,26064.10938,1888925900,-0.83%,-3.98%,-2.36%,-5.40%,,,,,,,,,,,
6/7/2015,26083.99023,26261.5293,24750.31055,25236.2793,25236.2793,3514118700,-3.18%,-5.35%,-5.70%,-7.42%,,,,,,,,,,,
7/7/2015,25391.75977,25439.33984,24819.25977,24975.31055,24975.31055,3020385200,-1.03%,-3.82%,-7.78%,-8.57%,,,,,,,,,,,
8/7/2015,24411.30078,24411.30078,22836.82031,23516.56055,23516.56055,5441410900,-5.84%,-10.41%,-13.96%,-12.87%,,,,,,,,,,,
9/7/2015,23435.5,24695.75,23332.90039,24392.78906,24392.78906,4266946400,3.73%,-7.19%,-10.99%,-8.60%,,,,,,,,,,,
10/7/2015,24567.91992,25015.16992,24567.91992,24901.2793,24901.2793,3230873300,2.08%,-4.46%,-8.27%,-7.46%,,,,,,,,,,,
13/7/2015,24709.58008,25275.75977,24596.43945,25224.00977,25224.00977,2124810600,1.30%,-0.05%,-5.40%,-7.54%,,,,,,,,,,,
14/7/2015,25184.06055,25250.94922,24906.4707,25120.91016,25120.91016,2129805300,-0.41%,0.58%,-3.26%,-6.48%,,,,,,,,,,,
15/7/2015,25219.44922,25219.44922,24862.65039,25055.75977,25055.75977,1603476600,-0.26%,6.55%,-4.55%,-5.69%,,,,,,,,,,,
16/7/2015,24976.08008,25170.34961,24841.14063,25162.7793,25162.7793,1386159700,0.43%,3.16%,-4.26%,-5.95%,,,,,,,,,,,
17/7/2015,25246.64063,25517.44922,25183.85938,25415.26953,25415.26953,1279509000,1.00%,2.06%,-2.49%,-4.79%,,,,,,,,,,,
20/7/2015,25540.31055,25540.31055,25298.96094,25404.81055,25404.81055,1088244600,-0.04%,0.72%,0.67%,-5.07%,,,,,,,,,,,
21/7/2015,25428.88086,25634.32031,25342.68945,25536.42969,25536.42969,1125389100,0.52%,1.65%,2.25%,-5.70%,,,,,,,,,,,
22/7/2015,25401.78906,25401.78906,25177.59961,25282.61914,25282.61914,1298894500,-0.99%,0.91%,7.51%,-7.50%,,,,,,,,,,,
23/7/2015,25308.55078,25500.99023,25250.35938,25398.84961,25398.84961,1130615300,0.46%,0.94%,4.12%,-7.32%,,,,,,,,,,,
24/7/2015,25279.94922,25279.94922,25073.19922,25128.50977,25128.50977,1134624200,-1.06%,-1.13%,0.91%,-7.43%,,,,,,,,,,,
27/7/2015,24906.7793,24908.58008,24282.21094,24351.96094,24351.96094,2317678800,-3.09%,-4.14%,-3.46%,-8.67%,,,,,,,,,,,
28/7/2015,24269.90039,24947.34961,24140.61914,24503.93945,24503.93945,2134225400,0.62%,-4.04%,-2.46%,-5.63%,,,,,,,,,,,
29/7/2015,24630.43945,24718.64063,24444.4707,24619.44922,24619.44922,1350559500,0.47%,-2.62%,-1.74%,-6.21%,,,,,,,,,,,
30/7/2015,24822.41992,24872.69922,24478.07031,24497.98047,24497.98047,1488228200,-0.49%,-3.55%,-2.64%,-6.79%,,,,,,,,,,,
31/7/2015,24650.92969,24661.18945,24467.83008,24636.2793,24636.2793,1363737600,0.56%,-1.96%,-3.07%,-5.48%,,,,,,,,,,,
3/8/2015,24533.14063,24533.14063,24232.59961,24411.41992,24411.41992,1466970000,-0.91%,0.24%,-3.91%,-3.27%,,,,,,,,,,,
4/8/2015,24364.41016,24519.34961,24217.7793,24406.11914,24406.11914,1225548200,-0.02%,-0.40%,-4.43%,-2.28%,,,,,,,,,,,
5/8/2015,24466.30078,24582.18945,24420.94922,24514.16016,24514.16016,1105419800,0.44%,-0.43%,-3.04%,4.24%,,,,,,,,,,,
6/8/2015,24527.74023,24527.74023,24320.75,24375.2793,24375.2793,977477100,-0.57%,-0.50%,-4.03%,-0.07%,,,,,,,,,,,
7/8/2015,24327.56055,24641.92969,24327.56055,24552.4707,24552.4707,1106892000,0.73%,-0.34%,-2.29%,-1.40%,,,,,,,,,,,
10/8/2015,24433.66016,24602.66992,24135.64063,24521.11914,24521.11914,1211647200,-0.13%,0.45%,0.69%,-2.79%,,,,,,,,,,,
11/8/2015,24694.7793,24924.07031,24420.71094,24498.21094,24498.21094,1608447800,-0.09%,0.38%,-0.02%,-2.48%,,,,,,,,,,,
12/8/2015,24269.10938,24324.18945,23826.96094,23916.01953,23916.01953,1851647500,-2.38%,-2.44%,-2.86%,-4.55%,,,,,,,,,,,
13/8/2015,23935.48047,24133.86914,23860.82031,24018.80078,24018.80078,1716745000,0.43%,-1.46%,-1.96%,-4.55%,,,,,,,,,,,
