Date,Open,High,Low,Close,Adj Close,Volume,daily pct_change,5 days pct_change,10 days pct_change,20 days pct_change,,,,,,,HS Index,daily pct_change,5 days pct_change,10 days pct_change,20 days pct_change
15/2/2008,23511.4707,24208.50977,23446.36914,24148.42969,24148.42969,1920019600,0.53%,2.89%,2.09%,-1.24%,,,,,,,,,,,
18/2/2008,24344.26953,24413.89063,23735.86914,23759.25,23759.25,1666302100,-1.61%,5.05%,1.29%,-5.40%,,,,,,,,,,,
19/2/2008,24040.66016,24402.64063,24025.05078,24123.16992,24123.16992,2524465200,1.53%,5.24%,0.00%,-4.28%,,,,,,,,,,,
20/2/2008,24265.32031,24265.32031,23481.06055,23590.58008,23590.58008,2652384600,-2.21%,1.82%,-5.76%,-0.96%,,,,,,,,,,,
21/2/2008,23957.64063,24003.59961,23500.94922,23623,23623,1680737200,0.14%,-1.66%,-4.78%,8.57%,,,,,,,,,,,
22/2/2008,23233.90039,23420.34961,23077.50977,23305.03906,23305.03906,1760169200,-1.35%,-3.49%,-0.70%,-3.26%,,,,,,,,,,,
25/2/2008,23546.09961,23552.99023,23164.9707,23269.14063,23269.14063,1323817100,-0.15%,-2.06%,2.89%,-1.15%,,,,,,,,,,,
26/2/2008,23564.76953,23762.40039,23395.25977,23714.75,23714.75,1621023300,1.92%,-1.69%,3.46%,-5.60%,,,,,,,,,,,
27/2/2008,24161.18945,24610.41016,24111.59961,24483.83984,24483.83984,3009478800,3.24%,3.79%,5.67%,1.79%,,,,,,,,,,,
28/2/2008,24373.90039,24841.23047,24205.00977,24591.68945,24591.68945,2194424400,0.44%,4.10%,2.37%,1.23%,,,,,,,,,,,
29/2/2008,24226.83008,24370.68945,24010.48047,24331.66992,24331.66992,1997874800,-1.06%,4.41%,0.76%,2.87%,,,,,,,,,,,
3/3/2008,23491.57031,23738.66992,23458.94922,23584.9707,23584.9707,2409038800,-3.07%,1.36%,-0.73%,0.55%,,,,,,,,,,,
4/3/2008,23858.03906,23923.19922,23060.90039,23119.86914,23119.86914,2208747800,-1.97%,-2.51%,-4.16%,-4.16%,,,,,,,,,,,
5/3/2008,23066.64063,23268.44922,22873.31055,23114.33984,23114.33984,1977023400,-0.02%,-5.59%,-2.02%,-7.66%,,,,,,,,,,,
6/3/2008,23360.67969,23615.17969,23254.31055,23342.73047,23342.73047,1691913400,0.99%,-5.08%,-1.19%,-5.91%,,,,,,,,,,,
7/3/2008,22694.23047,22836.75977,22447.83984,22501.33008,22501.33008,2764171600,-3.60%,-7.52%,-3.45%,-4.13%,,,,,,,,,,,
10/3/2008,22387.25,22725.21094,22034.75977,22705.05078,22705.05078,2510419600,0.91%,-3.73%,-2.42%,0.39%,,,,,,,,,,,
11/3/2008,22634.71094,22995.34961,22263.35938,22995.34961,22995.34961,2261189000,1.28%,-0.54%,-3.03%,0.32%,,,,,,,,,,,
12/3/2008,23737.65039,23737.65039,23139.40039,23422.75977,23422.75977,2637049600,1.86%,1.33%,-4.33%,1.09%,,,,,,,,,,,
13/3/2008,22925.41992,23007.60938,22251.24023,22301.64063,22301.64063,2546540800,-4.79%,-4.46%,-9.31%,-7.16%,,,,,,,,,,,
14/3/2008,22536.11914,22747.14063,22151.50977,22237.10938,22237.10938,2340163800,-0.29%,-1.17%,-8.61%,-7.91%,,,,,,,,,,,
17/3/2008,21318.0293,21473.40039,21041.25977,21084.60938,21084.60938,3369502000,-5.18%,-7.14%,-10.60%,-11.26%,,,,,,,,,,,
18/3/2008,21444.60938,21467.17969,20572.91992,21384.60938,21384.60938,3676795200,1.42%,-7.00%,-7.51%,-11.35%,,,,,,,,,,,
19/3/2008,22191.88086,22191.88086,21779.83984,21866.93945,21866.93945,2951784000,2.26%,-6.64%,-5.40%,-7.31%,,,,,,,,,,,
20/3/2008,21173.30078,21471.66992,20896.14063,21108.2207,21108.2207,2784758800,-3.47%,-5.35%,-9.57%,-10.65%,,,,,,,,,,,
25/3/2008,21841.7793,22529.80078,21691.55078,22464.51953,22464.51953,3281174000,6.43%,1.02%,-0.16%,-3.61%,,,,,,,,,,,
26/3/2008,22581.75,22811.34961,22428.42969,22617.00977,22617.00977,2754525400,0.68%,7.27%,-0.39%,-2.80%,,,,,,,,,,,
27/3/2008,22312.57031,22758.93945,22205.19922,22664.2207,22664.2207,2271872000,0.21%,5.98%,-1.44%,-4.43%,,,,,,,,,,,
28/3/2008,22750.31055,23313.88086,22721.2207,23285.94922,23285.94922,3177623000,2.74%,6.49%,-0.58%,-4.89%,,,,,,,,,,,
31/3/2008,22997.03906,23077.83984,22700.83984,22849.19922,22849.19922,1816950800,-1.88%,8.25%,2.46%,-7.09%,,,,,,,,,,,
1/4/2008,23084.92969,23305.71094,22700.5,23137.46094,23137.46094,2122779600,1.26%,3.00%,4.05%,-4.91%,,,,,,,,,,,
2/4/2008,24133.76953,24195.32031,23858.89063,23872.42969,23872.42969,3980921600,3.18%,5.55%,13.22%,1.22%,,,,,,,,,,,
3/4/2008,23947.55078,24334.18945,23937.31055,24264.63086,24264.63086,2489106000,1.64%,7.06%,13.47%,4.95%,,,,,,,,,,,
7/4/2008,24484.83008,24642.01953,24269.55078,24578.75977,24578.75977,2084002000,1.29%,5.55%,12.40%,6.34%,,,,,,,,,,,
8/4/2008,24507.07031,24557.42969,24212.59961,24311.68945,24311.68945,1980417200,-1.09%,6.40%,15.18%,4.15%,,,,,,,,,,,
9/4/2008,24293.41992,24492.0293,23921.15039,23984.57031,23984.57031,2280681000,-1.35%,3.66%,6.77%,6.59%,,,,,,,,,,,
10/4/2008,24101.41016,24214.57031,23905.58008,24187.09961,24187.09961,2034503000,0.84%,1.32%,6.94%,6.53%,,,,,,,,,,,
11/4/2008,24442.26953,24681.46094,24322.10938,24667.78906,24667.78906,2777530400,1.99%,1.66%,8.84%,7.27%,,,,,,,,,,,
14/4/2008,23968.03906,24070.25977,23753.03906,23811.19922,23811.19922,2289906000,-3.47%,-3.12%,2.26%,1.66%,,,,,,,,,,,
15/4/2008,23950.40039,24043.89063,23613.49023,23901.33008,23901.33008,1951864800,0.38%,-1.69%,4.60%,7.17%,,,,,,,,,,,
16/4/2008,24075.67969,24194.17969,23749.67969,23878.34961,23878.34961,1510818300,-0.10%,-0.44%,3.20%,7.38%,,,,,,,,,,,
17/4/2008,24369.85938,24442.07031,24150.50977,24258.96094,24258.96094,1972002200,1.59%,0.30%,1.62%,15.06%,,,,,,,,,,,
18/4/2008,24234.5293,24400.86914,24107.24023,24197.7793,24197.7793,2314052400,-0.25%,-1.91%,-0.28%,13.16%,,,,,,,,,,,
21/4/2008,24821,24887.10938,24668.2793,24721.66992,24721.66992,2069827200,2.17%,3.82%,0.58%,13.06%,,,,,,,,,,,
22/4/2008,24460.64063,24965.74023,24413.25,24939.15039,24939.15039,2474617000,0.88%,4.34%,2.58%,18.15%,,,,,,,,,,,
23/4/2008,25000.49023,25361.28906,24919.73047,25289.24023,25289.24023,2661193600,1.40%,5.91%,5.44%,12.57%,,,,,,,,,,,
24/4/2008,25776.28906,25861.67969,25603.57031,25680.7793,25680.7793,3261434800,1.55%,5.86%,6.18%,13.55%,,,,,,,,,,,
25/4/2008,25852.9707,25852.9707,25437.82031,25516.7793,25516.7793,2047835200,-0.64%,5.45%,3.44%,12.59%,,,,,,,,,,,
28/4/2008,25613.16992,25717.42969,25567.58984,25666.28906,25666.28906,2082946200,0.59%,3.82%,7.79%,10.22%,,,,,,,,,,,
29/4/2008,25661.96094,26038.58008,25633.4707,25914.15039,25914.15039,2901800600,0.97%,3.91%,8.42%,13.41%,,,,,,,,,,,
30/4/2008,25998.26953,26066.5,25731.64063,25755.34961,25755.34961,2282480400,-0.61%,1.84%,7.86%,11.31%,,,,,,,,,,,
2/5/2008,26324.9707,26374.08984,26173.82031,26241.01953,26241.01953,2749028000,1.89%,2.18%,8.17%,9.92%,,,,,,,,,,,
5/5/2008,26321.60938,26387.36914,26118.60938,26183.94922,26183.94922,1900574400,-0.22%,2.61%,8.21%,7.91%,,,,,,,,,,,
6/5/2008,26084.60938,26314.99023,26072.61914,26262.13086,26262.13086,1696804000,0.30%,2.32%,6.23%,6.85%,,,,,,,,,,,
7/5/2008,26377.99023,26377.99023,25471.18945,25610.21094,25610.21094,2539309200,-2.48%,-1.17%,2.69%,5.34%,,,,,,,,,,,
8/5/2008,25442.51953,25616.94922,25353.50977,25449.78906,25449.78906,1846277600,-0.63%,-1.19%,0.63%,6.11%,,,,,,,,,,,
9/5/2008,25401.91016,25483.75977,24911.33008,25063.16992,25063.16992,2068025400,-1.52%,-4.49%,-2.40%,3.62%,,,,,,,,,,,
13/5/2008,25190.17969,25601.55078,25032.16992,25552.76953,25552.76953,2460693200,1.95%,-2.41%,0.14%,3.59%,,,,,,,,,,,
14/5/2008,25461.36914,25546.7793,25108.06055,25533.48047,25533.48047,1855836800,-0.08%,-2.77%,-0.52%,7.23%,,,,,,,,,,,
15/5/2008,25719.01953,25736.56055,25208.2207,25513.71094,25513.71094,2136959800,-0.08%,-0.38%,-1.55%,6.75%,,,,,,,,,,,
16/5/2008,25665.64063,25748.33008,25533.59961,25618.85938,25618.85938,2457737200,0.41%,0.66%,-0.53%,7.29%,,,,,,,,,,,
19/5/2008,25592.21094,25822,25592.21094,25742.23047,25742.23047,1587602500,0.48%,2.71%,-1.90%,6.11%,,,,,,,,,,,
20/5/2008,25692.26953,25702.86914,25042.08984,25169.46094,25169.46094,2068788800,-2.23%,-1.50%,-3.87%,4.02%,,,,,,,,,,,
21/5/2008,24828.03906,25498.08984,24820.16992,25460.28906,25460.28906,2106344800,1.16%,-0.29%,-3.05%,2.99%,,,,,,,,,,,
22/5/2008,24984.2793,25057.53906,24700.49023,25043.11914,25043.11914,2061192800,-1.64%,-1.84%,-2.21%,0.42%,,,,,,,,,,,
23/5/2008,25085.34961,25128.43945,24693.55078,24714.07031,24714.07031,1574829500,-1.31%,-3.53%,-2.89%,-2.27%,,,,,,,,,,,
26/5/2008,24234.34961,24331.68945,24100.31055,24127.31055,24127.31055,1780722000,-2.37%,-6.27%,-3.73%,-6.05%,,,,,,,,,,,
27/5/2008,24239.05078,24441.07031,24221.2793,24282.03906,24282.03906,1144928200,0.64%,-3.53%,-4.97%,-4.84%,,,,,,,,,,,
28/5/2008,24209.0293,24338.67969,24178.71094,24249.50977,24249.50977,1445198700,-0.13%,-4.76%,-5.03%,-5.52%,,,,,,,,,,,
29/5/2008,24542.09961,24542.09961,24222.05078,24383.99023,24383.99023,1779312400,0.55%,-2.63%,-4.43%,-5.90%,,,,,,,,,,,
30/5/2008,24448.36914,24585.7793,24289.84961,24533.11914,24533.11914,2117152800,0.61%,-0.73%,-4.24%,-4.75%,,,,,,,,,,,
2/6/2008,24542.28906,24923.2793,24453.78906,24831.35938,24831.35938,1826960800,1.22%,2.92%,-3.54%,-5.37%,,,,,,,,,,,
3/6/2008,24556.17969,24590.59961,24254.92969,24375.75977,24375.75977,2556822800,-1.83%,0.39%,-3.15%,-6.91%,,,,,,,,,,,
4/6/2008,24327.7207,24462.58008,24123.25,24123.25,24123.25,1965733200,-1.04%,-0.52%,-5.25%,-8.14%,,,,,,,,,,,
5/6/2008,24150.5293,24321.66016,24003.98047,24255.28906,24255.28906,1718558000,0.55%,-0.53%,-3.15%,-5.29%,,,,,,,,,,,
6/6/2008,24505.59961,24524.58984,24392.82031,24402.17969,24402.17969,1723142800,0.61%,-0.53%,-1.26%,-4.12%,,,,,,,,,,,
10/6/2008,23689.16016,23741.08984,23343.18945,23375.51953,23375.51953,2721477200,-4.21%,-5.86%,-3.12%,-6.73%,,,,,,,,,,,
11/6/2008,23288.96094,23486.16992,23178.01953,23327.59961,23327.59961,1655617100,-0.21%,-4.30%,-3.93%,-8.71%,,,,,,,,,,,
12/6/2008,22820.89063,23023.85938,22695.09961,23023.85938,23023.85938,2122609200,-1.30%,-4.56%,-5.05%,-9.83%,,,,,,,,,,,
13/6/2008,22920.76953,22984.08984,22592.30078,22592.30078,22592.30078,1499591300,-1.87%,-6.86%,-7.35%,-11.45%,,,,,,,,,,,
16/6/2008,22814.16992,23232.99023,22814.16992,23029.68945,23029.68945,1493182900,1.94%,-5.62%,-6.13%,-10.11%,,,,,,,,,,,
17/6/2008,23008.08008,23128.58008,22872.33008,23057.99023,23057.99023,1172435700,0.12%,-1.36%,-7.14%,-10.43%,,,,,,,,,,,
18/6/2008,23114.44922,23492.21094,22946.96094,23325.80078,23325.80078,2194547400,1.16%,-0.01%,-4.31%,-7.32%,,,,,,,,,,,
19/6/2008,22849.35938,22999.66992,22733.7793,22797.60938,22797.60938,1847304800,-2.26%,-0.98%,-5.50%,-10.46%,,,,,,,,,,,
20/6/2008,22817.99023,23411.63086,22745.59961,22745.59961,22745.59961,2389576800,-0.23%,0.68%,-6.22%,-9.17%,,,,,,,,,,,
23/6/2008,22407.08984,22830.42969,22384.58008,22714.96094,22714.96094,1772604200,-0.13%,-1.37%,-6.91%,-8.09%,,,,,,,,,,,
24/6/2008,22697.25977,22731.49023,22456.01953,22456.01953,22456.01953,1738774600,-1.14%,-2.61%,-3.93%,-6.93%,,,,,,,,,,,
25/6/2008,22745.16992,22827.56055,22567.92969,22635.16016,22635.16016,1404586900,0.80%,-2.96%,-2.97%,-6.78%,,,,,,,,,,,
26/6/2008,22742.53906,22885.34961,22441.4707,22455.66992,22455.66992,1858470400,-0.79%,-1.50%,-2.47%,-7.40%,,,,,,,,,,,
27/6/2008,21901.26953,22201.4707,21773.66992,22042.34961,22042.34961,2215868800,-1.84%,-3.09%,-2.43%,-9.60%,,,,,,,,,,,
30/6/2008,22237.91992,22237.91992,21997.68945,22102.00977,22102.00977,1489375800,0.27%,-2.70%,-4.03%,-9.91%,,,,,,,,,,,
2/7/2008,21785.39063,21938.19922,21555.5293,21704.44922,21704.44922,2548582600,-1.80%,-3.35%,-5.87%,-12.59%,,,,,,,,,,,
3/7/2008,21389.49023,21742.07031,21163.57031,21242.7793,21242.7793,2725284800,-2.13%,-6.15%,-8.93%,-12.85%,,,,,,,,,,,
4/7/2008,21402.16992,21534.05078,21344.84961,21423.82031,21423.82031,1796344200,0.85%,-4.60%,-6.03%,-11.19%,,,,,,,,,,,
7/7/2008,21402.69922,21916.21094,21402.69922,21913.06055,21913.06055,1964579200,2.28%,-0.59%,-3.66%,-9.66%,,,,,,,,,,,
8/7/2008,21632.69922,21684.21094,21098.83984,21220.81055,21220.81055,2015196800,-3.16%,-3.99%,-6.58%,-13.04%,,,,,,,,,,,
9/7/2008,21740.85938,21954.16992,21531.9707,21805.81055,21805.81055,2691241400,2.76%,0.47%,-2.90%,-6.72%,,,,,,,,,,,
10/7/2008,21562.07031,22020.66016,21498.86914,21821.7793,21821.7793,2512108400,0.07%,2.73%,-3.59%,-6.46%,,,,,,,,,,,
11/7/2008,21834.64063,22225.38086,21761.03906,22184.55078,22184.55078,2163732400,1.66%,3.55%,-1.21%,-3.65%,,,,,,,,,,,
14/7/2008,22205,22360.28906,21871.59961,22014.46094,22014.46094,1494919500,-0.77%,0.46%,-0.13%,-2.56%,,,,,,,,,,,
15/7/2008,21644.03906,21644.03906,21077.24023,21174.76953,21174.76953,2140148000,-3.81%,-0.22%,-4.20%,-8.05%,,,,,,,,,,,
16/7/2008,20988.74023,21334.38086,20988.74023,21223.5,21223.5,1784065200,0.23%,-2.67%,-2.22%,-7.96%,,,,,,,,,,,
17/7/2008,21825.24023,21892.5293,21672.26953,21734.7207,21734.7207,2289947600,2.41%,-0.40%,2.32%,-6.82%,,,,,,,,,,,
18/7/2008,22010.93945,22010.93945,21677.15039,21874.18945,21874.18945,1842076400,0.64%,-1.40%,2.10%,-4.05%,,,,,,,,,,,
21/7/2008,22523.2793,22645.51953,22455.00977,22532.90039,22532.90039,2571576800,3.01%,2.35%,2.83%,-0.94%,,,,,,,,,,,
22/7/2008,22430.58984,22690.74023,22393.14063,22527.48047,22527.48047,1505886500,-0.02%,6.39%,6.16%,-0.83%,,,,,,,,,,,
23/7/2008,22900.76953,23134.55078,22871.03906,23134.55078,23134.55078,2586745600,2.69%,9.00%,6.09%,3.02%,,,,,,,,,,,
24/7/2008,23330.89063,23369.05078,23062.61914,23087.7207,23087.7207,2589708600,-0.20%,6.23%,5.80%,2.00%,,,,,,,,,,,
25/7/2008,22751.50977,22843.19922,22542.08008,22740.71094,22740.71094,1917652600,-1.50%,3.96%,2.51%,1.27%,,,,,,,,,,,
28/7/2008,22801.84961,22862.0293,22619.23047,22687.21094,22687.21094,1081764400,-0.24%,0.68%,3.06%,2.93%,,,,,,,,,,,
29/7/2008,22265.92969,22265.92969,22089.08984,22258,22258,1403232700,-1.89%,-1.20%,5.12%,0.71%,,,,,,,,,,,
30/7/2008,22637.33008,22751.03906,22573.17969,22690.59961,22690.59961,1968748000,1.94%,-1.92%,6.91%,4.54%,,,,,,,,,,,
31/7/2008,22878.75977,22878.75977,22695.73047,22731.09961,22731.09961,1572662100,0.18%,-1.54%,4.58%,7.01%,,,,,,,,,,,
1/8/2008,22497.90039,22881.26953,22207.31055,22862.59961,22862.59961,1800206000,0.58%,0.54%,4.52%,6.72%,,,,,,,,,,,
4/8/2008,22630.58984,22713.58008,22425.13086,22514.91992,22514.91992,1293079100,-1.52%,-0.76%,-0.08%,2.75%,,,,,,,,,,,
5/8/2008,22225.06055,22225.06055,21739.2207,21949.75,21949.75,1946666000,-2.51%,-1.38%,-2.56%,3.44%,,,,,,,,,,,
7/8/2008,22403.25977,22424.53906,21915.2793,22104.19922,22104.19922,2172200800,0.70%,-2.58%,-4.45%,1.37%,,,,,,,,,,,
8/8/2008,21997.64063,22230.55078,21690.59961,21885.21094,21885.21094,1737934600,-0.99%,-3.72%,-5.21%,0.29%,,,,,,,,,,,
11/8/2008,22020.53906,22235.50977,21859.33984,21859.33984,21859.33984,1549134100,-0.12%,-4.39%,-3.88%,-1.47%,,,,,,,,,,,
12/8/2008,21992.17969,22309.33008,21640.89063,21640.89063,21640.89063,1868403600,-1.00%,-3.88%,-4.61%,-1.70%,,,,,,,,,,,
13/8/2008,21270.85938,21665.75,21223.38086,21293.32031,21293.32031,3083083600,-1.61%,-2.99%,-4.33%,0.56%,,,,,,,,,,,
14/8/2008,21302.69922,21453.48047,21109.00977,21392.71094,21392.71094,2250392800,0.47%,-3.22%,-5.72%,0.80%,,,,,,,,,,,
15/8/2008,21383.71094,21383.71094,20994.53906,21160.58008,21160.58008,1450461200,-1.09%,-3.31%,-6.91%,-2.64%,,,,,,,,,,,
18/8/2008,21163.00977,21206.59961,20751.14063,20930.66992,20930.66992,1318434000,-1.09%,-4.25%,-8.45%,-4.31%,,,,,,,,,,,
19/8/2008,20675.75,20902.50977,20484.36914,20484.36914,20484.36914,1387873500,-2.13%,-5.34%,-9.02%,-9.09%,,,,,,,,,,,
20/8/2008,20388.78906,20971.18945,20388.78906,20931.25977,20931.25977,1838994400,2.18%,-1.70%,-4.64%,-7.09%,,,,,,,,,,,
21/8/2008,20762.65039,20762.65039,20350.48047,20392.06055,20392.06055,1711519200,-2.58%,-4.68%,-7.75%,-11.85%,,,,,,,,,,,
25/8/2008,20739.48047,21108.25,20739.48047,21104.78906,21104.78906,1915426400,3.50%,-0.26%,-3.57%,-8.59%,,,,,,,,,,,
26/8/2008,20849.08008,21173.56055,20785.80078,21056.66016,21056.66016,1382900700,-0.23%,0.60%,-3.67%,-7.41%,,,,,,,,,,,
27/8/2008,21104.56055,21464.7207,21104.56055,21464.7207,21464.7207,1945726000,1.94%,4.79%,-0.81%,-5.39%,,,,,,,,,,,
28/8/2008,21546.93945,21546.93945,20857.0293,20972.28906,20972.28906,2187599200,-2.29%,0.20%,-1.51%,-5.78%,,,,,,,,,,,
29/8/2008,21289.69922,21474.31055,21223.99023,21261.89063,21261.89063,2047897200,1.38%,4.27%,-0.61%,-6.30%,,,,,,,,,,,
1/9/2008,20999.32031,21031.08008,20844.15039,20906.31055,20906.31055,1213874700,-1.67%,-0.94%,-1.20%,-8.03%,,,,,,,,,,,
2/9/2008,20956.93945,21066.58008,20595.58984,21042.46094,21042.46094,1618410500,0.65%,-0.07%,0.53%,-7.96%,,,,,,,,,,,
3/9/2008,20964.75,20964.75,20526.73047,20585.06055,20585.06055,1666102200,-2.17%,-4.10%,0.49%,-8.57%,,,,,,,,,,,
4/9/2008,20545.38086,20621.48047,20356.50977,20389.48047,20389.48047,1561120600,-0.95%,-2.78%,-2.59%,-7.11%,,,,,,,,,,,
5/9/2008,19833.86914,19987.15039,19708.39063,19933.2793,19933.2793,2582614600,-2.24%,-6.25%,-2.25%,-9.82%,,,,,,,,,,,
8/9/2008,20840.68945,20840.68945,20637.99023,20794.26953,20794.26953,3035311000,4.32%,-0.54%,-1.47%,-4.98%,,,,,,,,,,,
9/9/2008,20439.4707,20543.15039,20299.9707,20491.10938,20491.10938,1942634000,-1.46%,-2.62%,-2.69%,-6.26%,,,,,,,,,,,
10/9/2008,20114.85938,20283.99023,19951.35938,19999.7793,19999.7793,2697584000,-2.40%,-2.84%,-6.82%,-7.58%,,,,,,,,,,,
11/9/2008,19854.82031,19854.82031,19220.2793,19388.7207,19388.7207,2913054800,-3.06%,-4.91%,-7.55%,-8.94%,,,,,,,,,,,
12/9/2008,19432.7207,19525.55078,19157.73047,19352.90039,19352.90039,2445765000,-0.18%,-2.91%,-8.98%,-9.54%,,,,,,,,,,,
16/9/2008,18325.65039,18538.50977,18019.19922,18300.60938,18300.60938,5213601200,-5.44%,-11.99%,-12.46%,-13.52%,,,,,,,,,,,
17/9/2008,18691.30078,18699.17969,17637.18945,17637.18945,17637.18945,4390107200,-3.63%,-13.93%,-16.18%,-15.74%,,,,,,,,,,,
18/9/2008,17120.23047,17849.9707,16283.71973,17632.46094,17632.46094,6237659200,-0.03%,-11.84%,-14.34%,-13.92%,,,,,,,,,,,
19/9/2008,18878.25977,19327.73047,18588.10938,19327.73047,19327.73047,6690248800,9.61%,-0.31%,-5.21%,-7.66%,,,,,,,,,,,
22/9/2008,19869.01953,19869.01953,19137.66992,19632.19922,19632.19922,3731644400,1.58%,1.44%,-1.51%,-3.73%,,,,,,,,,,,
23/9/2008,19178.49023,19302.75977,18872.84961,18872.84961,18872.84961,2546635600,-3.87%,3.13%,-9.24%,-10.58%,,,,,,,,,,,
24/9/2008,18954.32031,19291.01953,18862.90039,18961.99023,18961.99023,2084468000,0.47%,7.51%,-7.46%,-9.95%,,,,,,,,,,,
25/9/2008,19003.2207,19248.7207,18870.10938,18934.42969,18934.42969,1682466400,-0.15%,7.38%,-5.33%,-11.79%,,,,,,,,,,,
26/9/2008,18909.58984,18936.93945,18500.10938,18682.08984,18682.08984,1895439600,-1.33%,-3.34%,-3.64%,-10.92%,,,,,,,,,,,
29/9/2008,18742.25,18742.25,17796.33984,17880.67969,17880.67969,2578483600,-4.29%,-8.92%,-7.61%,-15.90%,,,,,,,,,,,
30/9/2008,16898.33008,18029.76953,16799.28906,18016.21094,18016.21094,3226857200,0.76%,-4.54%,-1.55%,-13.82%,,,,,,,,,,,
2/10/2008,17870.42969,18285.67969,17631.69922,18211.10938,18211.10938,2476190400,1.08%,-3.96%,3.25%,-13.46%,,,,,,,,,,,
3/10/2008,17788.99023,17926.14063,17682.40039,17682.40039,17682.40039,2074882800,-2.90%,-6.61%,0.28%,-14.10%,,,,,,,,,,,
6/10/2008,17156.21094,17241.7793,16790.85938,16803.75977,16803.75977,2234392200,-4.97%,-10.05%,-13.06%,-17.59%,,,,,,,,,,,
8/10/2008,16107.98047,16422.51953,15431.73047,15431.73047,15431.73047,4925746400,-8.17%,-13.70%,-21.40%,-22.58%,,,,,,,,,,,
9/10/2008,15550.86035,15990.2002,15550.86035,15943.24023,15943.24023,3388923200,3.31%,-11.51%,-15.52%,-23.33%,,,,,,,,,,,
10/10/2008,14717.51953,14910.5498,14398.54004,14796.87012,14796.87012,4705158000,-7.19%,-18.75%,-21.97%,-27.79%,,,,,,,,,,,
13/10/2008,15156.16016,16376.41992,14754.63965,16312.16016,16312.16016,4305063600,10.24%,-7.75%,-13.85%,-18.44%,,,,,,,,,,,
14/10/2008,17141.05078,17141.05078,16615.00977,16832.88086,16832.88086,4018110400,3.19%,0.17%,-9.90%,-13.18%,,,,,,,,,,,
15/10/2008,16609.08984,16609.08984,15961.91992,15998.2998,15998.2998,2561710400,-4.96%,3.67%,-10.53%,-17.33%,,,,,,,,,,,
16/10/2008,14902.33984,15230.51953,14578.54004,15230.51953,15230.51953,4412590400,-4.80%,-4.47%,-15.46%,-16.78%,,,,,,,,,,,
17/10/2008,15081.45996,15300.07031,14554.20996,14554.20996,14554.20996,3950754400,-4.44%,-1.64%,-20.08%,-17.48%,,,,,,,,,,,
20/10/2008,14691.90039,15472.67969,14691.79004,15323.00977,15323.00977,3013349000,5.28%,-6.06%,-13.34%,-13.10%,,,,,,,,,,,
21/10/2008,15616.95996,15616.95996,14884.07031,15041.16992,15041.16992,2354328800,-1.84%,-10.64%,-10.49%,-22.18%,,,,,,,,,,,
22/10/2008,14878.20996,15161.69043,14038.41016,14266.59961,14266.59961,3102115800,-5.15%,-10.82%,-7.55%,-27.33%,,,,,,,,,,,
23/10/2008,13596.30957,14032.25,13403.34961,13760.49023,13760.49023,3545922800,-3.55%,-9.65%,-13.69%,-27.09%,,,,,,,,,,,
24/10/2008,13478.62988,13478.62988,12618.37988,12618.37988,12618.37988,3538915600,-8.30%,-13.30%,-14.72%,-33.45%,,,,,,,,,,,
27/10/2008,12372.75,12736.84961,10676.29004,11015.83984,11015.83984,4834423200,-12.70%,-28.11%,-32.47%,-41.82%,,,,,,,,,,,
28/10/2008,11154.57031,12596.29004,11133.94043,12596.29004,12596.29004,5810940400,14.35%,-16.25%,-25.17%,-32.58%,,,,,,,,,,,
29/10/2008,12807.34961,13307.41992,12333.94043,12702.07031,12702.07031,4183641600,0.84%,-10.97%,-20.60%,-28.96%,,,,,,,,,,,
30/10/2008,13280.44043,14329.84961,13280.44043,14329.84961,14329.84961,5338289600,12.82%,4.14%,-5.91%,-20.46%,,,,,,,,,,,
31/10/2008,14037.37012,14122.78027,13517.41992,13968.66992,13968.66992,3531208800,-2.52%,10.70%,-4.02%,-23.30%,,,,,,,,,,,
3/11/2008,14436.03027,14889.12988,14272.16992,14344.37012,14344.37012,2971271000,2.69%,30.22%,-6.39%,-18.88%,,,,,,,,,,,
4/11/2008,14337.62012,14539.58984,13853.16016,14384.33984,14384.33984,2387901800,0.28%,14.20%,-4.37%,-14.40%,,,,,,,,,,,
5/11/2008,15045.53027,15317.83008,14750.04004,14840.16016,14840.16016,3458872800,3.17%,16.83%,4.02%,-3.83%,,,,,,,,,,,
6/11/2008,14081.75977,14081.75977,13674.07031,13790.04004,13790.04004,2739083600,-7.08%,-3.77%,0.21%,-13.51%,,,,,,,,,,,
7/11/2008,13273.08984,14254.21973,13273.08984,14243.42969,14243.42969,2750325200,3.29%,1.97%,12.88%,-3.74%,,,,,,,,,,,
10/11/2008,15033.17969,15147.95996,14453.62012,14744.62988,14744.62988,2801049800,3.52%,2.79%,33.85%,-9.61%,,,,,,,,,,,
11/11/2008,14322.9502,14853.83008,13926.70996,14040.90039,14040.90039,2453779200,-4.77%,-2.39%,11.47%,-16.59%,,,,,,,,,,,
12/11/2008,14155.25977,14256.05957,13626.30957,13939.08984,13939.08984,2071500000,-0.73%,-6.07%,9.74%,-12.87%,,,,,,,,,,,
13/11/2008,13068.92969,13373.11035,12943.11035,13221.34961,13221.34961,2813729600,-5.15%,-4.12%,-7.74%,-13.19%,,,,,,,,,,,
14/11/2008,13749.53027,13749.53027,13493.86035,13542.66016,13542.66016,2182739200,2.43%,-4.92%,-3.05%,-6.95%,,,,,,,,,,,
