Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2000-01-03,80.31426239013672,81.53275053985514,76.92368666918108,81.53275053985514,36345200
2000-01-04,74.80460357666016,79.25473580076742,74.53971475379663,77.98326945102248,33786600
2000-01-05,72.89740753173828,75.97011802362842,71.41403005289477,74.16887394217558,42496600
2000-01-06,67.89098358154297,74.59266865611589,67.59960596960502,73.6390691988644,37134800
2000-01-07,76.2879867553711,76.2879867553711,69.93065452575684,70.30149890581767,28138200
2000-01-10,78.40711975097656,79.62560877413362,76.23503062274004,77.13565294420397,29675600
2000-01-11,74.59271240234375,78.72497914054176,73.7450679432262,77.77137912403454,32546600
2000-01-12,72.95037078857422,75.64561415376573,72.89739303201026,75.44032534708037,29050000
2000-01-13,77.3475341796875,77.55944523223458,73.81126849030795,75.01651260166952,25165200
2000-01-14,79.14878845214844,79.36069953234161,77.98327751108602,78.83092183185869,21898600
2000-01-18,79.5726089477539,80.04940886821315,77.50647595909717,78.03625364849634,16752400
2000-01-19,81.37386322021484,81.37386322021484,78.34750779283544,79.24812997691333,19006000
2000-01-20,80.57918548583984,82.11554076466257,79.68518564686973,80.9500298634867,25958000
2000-01-21,81.58577728271484,81.85066616999639,80.57919951104499,81.79768839254008,18698200
2000-01-24,77.66542053222656,82.75128708822503,77.10915387766423,82.59235375835007,28340400
2000-01-25,78.83091735839844,79.77789494427302,75.78469575348721,77.87731755164363,33276200
2000-01-26,75.65222930908203,79.09578316418731,75.44031830261402,79.0428054125703,23095600
2000-01-27,76.76477813720703,78.40708878058413,74.27482329079659,77.77135562830912,30739200
2000-01-28,72.89740753173828,76.6853178794994,71.8378521897072,76.28798462623773,35313800
2000-01-31,76.02310180664062,76.28799066310975,70.77830244855183,72.79145775771723,36014600
2000-02-01,78.062744140625,78.40709964582626,74.96354459381362,75.89065556935549,26417600
2000-02-02,78.72493743896484,80.28778108260514,78.06271555606642,78.1951599326461,26169200
2000-02-03,81.79765319824219,81.90360870756633,78.22165475855219,79.94343178506959,30579800
2000-02-04,82.35393524169922,83.27442390353552,81.55926877104918,82.2214908299242,26640000
2000-02-07,83.4929428100586,83.59889832123888,81.5857436088136,82.43338769825583,17761000
2000-02-08,86.98950958251953,87.20142068990691,84.23466518648358,84.23466518648358,21999400
2000-02-09,83.91679382324219,86.62528251277075,83.70488272772894,86.51270474327934,27258200
2000-02-10,86.67163848876953,86.67163848876953,83.53932759289637,84.60550529741133,26341600
2000-02-11,84.65848541259766,86.51270755868083,83.06915214452637,86.51270755868083,24876000
2000-02-14,84.5525131225586,84.76442418301613,82.85722463889827,84.75780196237683,22814600
2000-02-15,85.1617660522461,85.29421047845487,81.26789992170794,83.86381067540003,30572800
2000-02-16,84.76441955566406,86.1948191356659,84.18166417121887,84.68495291233063,25310600
2000-02-17,86.56568145751953,87.51928137565622,84.44657052832689,85.7710148590723,30080200
2000-02-18,83.4400405883789,87.30742024739584,83.4400405883789,86.98955342610677,25271200
2000-02-22,83.70486450195312,84.71144198647028,81.5857540082328,83.91677555132516,37226200
2000-02-23,88.366943359375,89.00267676483813,84.04925398060459,84.49294291983406,32170800
2000-02-24,90.27412414550781,90.53239078588888,86.45972453372579,88.89670206347542,48868200
2000-02-25,88.20795440673828,91.12173067843233,88.04902115555497,90.00919792014915,32617600
2000-02-28,88.15503692626953,89.58543716485684,85.18828087586623,87.5193034868974,38216200
2000-02-29,90.48603057861328,90.77740831174114,88.9496752584846,89.63838626405953,23978600
2000-03-01,91.22772979736328,92.02239643322882,90.27412983432464,90.90986314301708,24468400
2000-03-02,89.11527252197266,91.70456222666844,88.7907835308471,91.59860663772949,32739200
2000-03-03,94.14149475097656,94.19447251954774,90.69793979385024,91.54558409098902,32017200
2000-03-06,94.8832015991211,95.96924606186927,93.45280157501374,94.72426826310917,23268400
2000-03-07,93.45279693603516,96.52550794640366,92.18133031105508,96.47253017036282,39471000
2000-03-08,94.3004379272461,94.93617121664326,90.08870488498988,94.08852683078038,43512600
2000-03-09,97.47908020019531,97.90290228802225,92.47268178773963,94.27392566100411,30101400
2000-03-10,97.05526733398438,98.69757808035638,96.21424529854387,97.37313393005637,29750600
2000-03-13,94.51234436035156,96.73741076345401,92.84354455802472,93.24087784429302,37544200
2000-03-14,91.01579284667969,96.1016578718725,89.00263794087421,95.57188026508159,39106800
2000-03-15,87.20140075683594,90.69793322946727,86.35375652104652,90.27411111157257,51202600
2000-03-16,92.18133544921875,92.60515768116919,85.61209085398707,89.32053538355335,55282200
2000-03-17,93.92959594726562,94.14150704923351,91.49261827463494,91.5455960501269,31422400
2000-03-20,91.28069305419922,94.51233685936819,90.06220440634861,94.08851472098537,21167200
2000-03-21,94.7242660522461,94.88319938454852,87.78417720837348,89.9562660831733,33435100
2000-03-22,96.63146209716797,98.30026201825393,94.19448443462974,96.20763989498741,24370200
2000-03-23,98.32675170898438,99.81012942873198,96.26061845647878,97.04204064813153,19227400
2000-03-24,99.65115356445312,102.14110795973717,97.49231012598877,99.58493137308919,22063000
2000-03-27,99.81014251708984,101.29352043135657,99.280364690566,100.02205364769937,11752600
2000-03-28,97.26716613769531,99.86307634507389,95.88974439500464,99.16112103389499,18336300
2000-03-29,93.24087524414062,97.84994123632258,93.24087524414062,97.7969634662975,27189500
2000-03-30,90.90988159179688,95.57192680163261,87.7312144032725,90.90988159179688,42328700
2000-03-31,92.8170394897461,93.77063921053116,88.15499641035245,91.66477316046414,31349900
2000-04-03,87.25438690185547,92.4991861145353,85.40016495797876,91.3469196208405,31551300
2000-04-04,86.40672302246094,88.1020112730549,74.85757181528959,87.83712248389959,66213000
