,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,-0.03185333301551796,0.012387054952963217,-0.004194413698850208,0.04684927800473071,-0.06760958942794448,-0.03271309138462564,-0.022579526953932727,-0.013403919036933942,0.006517497891397772,0.01430429653126164,-0.027032142608354737,-0.01869687700808753,-0.13381302545387475
2014,0.06302719622851938,0.005241246798517896,0.007320918812032895,0.020952688178191847,0.029495199463482447,-0.002512920441921307,0.006641589123842273,0.04723753364442507,-0.02112322840666736,0.02818562400570035,0.029674039382891815,0.03251348643955354,0.27301894068318266
2015,0.09815758057220725,-0.06138399578025899,0.010922960686309713,-0.034251932260980555,-0.02372459735609489,-0.040720107525403004,0.045459936757139774,-0.006894540422068718,0.01966804036641001,-0.004087862459442482,-0.008676653449679494,-0.002972130537255313,-0.01789607808127225
2016,0.05573102505684213,0.030859500562606224,-0.0009331247097290607,-0.007365225627082972,0.008054225159268569,0.06934168347735858,0.02102514092685004,-0.010134419571796838,-0.0150844247867713,-0.0438062093671604,-0.0821372685438998,-0.004626207769042878,0.01171623652926801
2017,0.008142507988071035,0.01584582903212106,-0.006551069101382367,0.015732185528623432,0.018878972006432626,0.007918445240739258,-0.006583221426998298,0.034087077691631995,-0.02322897815484315,-0.0003856173725398371,0.007431544495850817,0.018126124303262214,0.09182610365914035
2018,-0.032555404588471504,-0.030414221140121822,0.02859624288285567,-0.020881511494858396,0.02004409298033516,0.006458066001592266,-0.014368813722163365,0.013120450906647374,-0.028643144794778475,-0.029305215332097734,0.017872021784308023,0.0585353246152458,-0.016118687613693505
2019,0.003785473659540184,-0.013763856855888656,0.05571637531581475,-0.019910797607330943,0.06839256141613315,0.009501048113380595,0.002565245208858924,0.11049113573823743,-0.02679871923724464,-0.011132698908112637,-0.004070703083272842,-0.03197516220124652,0.14118420397828513
2020,0.07691150913116851,0.06626487998114405,0.06376638474028606,0.012189961564596397,-0.017619434345342078,0.003366362844889892,0.04435128429089308,-0.05046521494834133,0.007734214685684915,-0.03385229246228605,0.016639100874921153,-0.012276445840237238,0.18152236542304334
2021,-0.036327864251752606,-0.05732962632963878,-0.05245257950336313,0.024951091878617104,2.172923734966581e-05,0.04419070821998061,0.037166611801193294,-0.003401694021283874,-0.029070064281213503,0.024650189386226984,0.027714870827527216,-0.020138012147236872,-0.04599147299576167
2022,-0.03913872088197068,-0.01633024468901867,-0.05444378823962359,-0.0942386413460532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19051062651598538
