,Date,tqqq,upro,tmf,gld,portfolio,tqqq_rb,upro_rb,tmf_rb,gld_rb,portfolio_rb
0,2010-02-11,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
1,2010-02-12,0.4332377314567566,1.8316878080368042,6.816936016082764,107.04000091552734,100.34927233788147,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
2,2010-02-16,0.45001867413520813,1.9192265272140503,6.877956867218018,109.62000274658203,103.1703765316972,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
3,2010-02-17,0.45765554904937744,1.9460158348083496,6.6578450202941895,109.25,102.83081952496302,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
4,2010-02-18,0.4663317799568176,1.9828177690505981,6.544520378112793,109.9800033569336,103.40008575404755,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
5,2010-02-19,0.4663317799568176,1.9958065748214722,6.646947860717773,109.47000122070312,103.89605144337986,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
6,2010-02-22,0.4630590081214905,1.992559790611267,6.596824645996094,109.06999969482422,103.3691882320451,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
7,2010-02-23,0.44497931003570557,1.9208507537841797,6.917184829711914,107.88999938964844,102.69835734005125,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
8,2010-02-24,0.4584345817565918,1.97483491897583,6.934619903564453,107.36000061035156,104.015247842822,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
9,2010-02-25,0.4581751823425293,1.9682056903839111,7.061020374298096,108.30999755859375,104.70476190801689,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
10,2010-02-26,0.4638898968696594,1.9722636938095093,7.165628910064697,109.43000030517578,105.77941616551637,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
11,2010-03-01,0.4837881028652191,2.031661033630371,7.165628910064697,109.43000030517578,107.54468497703232,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
12,2010-03-02,0.48669782280921936,2.045731544494629,7.1285810470581055,111.0199966430664,108.07494459645997,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
13,2010-03-03,0.4893989861011505,2.0538504123687744,7.063199043273926,111.62999725341797,108.16662219548994,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
14,2010-03-04,0.4948025047779083,2.0719799995422363,7.163448810577393,110.83000183105469,108.92997671310299,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
15,2010-03-05,0.5166747570037842,2.1620888710021973,6.873599052429199,110.80999755859375,109.87973668844775,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
16,2010-03-08,0.5194278359413147,2.1618192195892334,6.779887676239014,109.87999725341797,109.38590042064278,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
17,2010-03-09,0.5286237597465515,2.1726431846618652,6.788603782653809,109.72000122070312,109.99949341406771,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
18,2010-03-10,0.5415603518486023,2.202139139175415,6.740659713745117,108.47000122070312,110.53035191824551,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
19,2010-03-11,0.5465478301048279,2.230550765991211,6.795142650604248,108.5999984741211,111.41130324565415,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
20,2010-03-12,0.5477946996688843,2.2289280891418457,6.932439804077148,107.94999694824219,111.91581562105064,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
21,2010-03-15,0.5441060066223145,2.23258113861084,6.9259033203125,108.36000061035156,111.83479927220898,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
22,2010-03-16,0.5543922781944275,2.285888671875,7.080634117126465,110.4000015258789,114.1889337801449,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
23,2010-03-17,0.5582365393638611,2.3251256942749023,7.161270618438721,109.58999633789062,115.03992251906021,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
24,2010-03-18,0.563900351524353,2.3232314586639404,7.098068714141846,110.33999633789062,115.20580383182188,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
25,2010-03-19,0.5539252758026123,2.285482406616211,7.1176838874816895,108.27999877929688,113.82977119523467,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
26,2010-03-22,0.5688878297805786,2.3226912021636963,7.156911373138428,107.75,115.11674872077147,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
27,2010-03-23,0.5807850956916809,2.3738338947296143,7.035600185394287,108.31999969482422,115.9567774100408,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
28,2010-03-24,0.5725237131118774,2.339643955230713,6.6458282470703125,106.30000305175781,112.90102430686946,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
29,2010-03-25,0.568939745426178,2.325839042663574,6.507876396179199,106.77999877929688,112.04306011065053,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
30,2010-03-26,0.5719003081321716,2.3270576000213623,6.5735673904418945,108.58999633789062,112.92712073888171,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
31,2010-03-29,0.5797457098960876,2.3669848442077637,6.479409217834473,108.75,113.443633929039,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
32,2010-03-30,0.5858245491981506,2.3711800575256348,6.551670074462891,107.97000122070312,113.95160353935778,0.4314711391925812,1.8366937637329102,6.740659713745117,107.12999725341797,100.0
33,2010-03-31,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
34,2010-04-01,0.576784074306488,2.394866943359375,6.62174129486084,110.26000213623047,114.55635081806626,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
35,2010-04-05,0.5934613347053528,2.451308012008667,6.284522533416748,110.88999938964844,114.35292957493404,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
36,2010-04-06,0.5979810357093811,2.4691741466522217,6.308609485626221,111.02999877929688,114.908991375812,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
37,2010-04-07,0.5946044921875,2.4300572872161865,6.5735673904418945,112.48999786376953,116.06943258036273,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
38,2010-04-08,0.5967341661453247,2.451308012008667,6.569187164306641,112.6500015258789,116.41593196937033,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
39,2010-04-09,0.6074881553649902,2.499762535095215,6.6107916831970215,113.63999938964844,117.89552419142865,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
40,2010-04-12,0.6099300980567932,2.513838529586792,6.737797260284424,113.01000213623047,118.64322523132265,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
41,2010-04-13,0.61912602186203,2.521688938140869,6.807868003845215,112.69000244140625,119.41233003740444,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
42,2010-04-14,0.6409463882446289,2.6024932861328125,6.637068271636963,113.02999877929688,120.47980266999433,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
43,2010-04-15,0.6495188474655151,2.6125080585479736,6.676485061645508,113.6500015258789,121.33395882420638,0.57792729139328,2.3450591564178467,6.683053493499756,108.94999694824219,114.03322425470333
