,Date,tqqq,tlt,portfolio,tqqq_rb,tlt_rb,portfolio_rb
0,2010-02-11,0.8629420399665833,65.7649917602539,100.0,0.8629420399665833,65.7649917602539,100.0
1,2010-02-12,0.8664752244949341,66.03589630126953,100.41118015692172,0.8629420399665833,65.7649917602539,100.0
2,2010-02-16,0.9000371098518372,66.16036987304688,101.71044128290742,0.8629420399665833,65.7649917602539,100.0
3,2010-02-17,0.9153108596801758,65.40623474121094,101.4387315247702,0.8629420399665833,65.7649917602539,100.0
4,2010-02-18,0.9326633214950562,65.14260864257812,101.76138365159339,0.8629420399665833,65.7649917602539,100.0
5,2010-02-19,0.9326633214950562,65.49407958984375,102.13548795313856,0.8629420399665833,65.7649917602539,100.0
6,2010-02-22,0.9261177778244019,65.22313690185547,101.61954315555826,0.8629420399665833,65.7649917602539,100.0
7,2010-02-23,0.889958381652832,66.24089050292969,101.44576224310859,0.8629420399665833,65.7649917602539,100.0
8,2010-02-24,0.9168699979782104,66.4020004272461,102.5528237438796,0.8629420399665833,65.7649917602539,100.0
9,2010-02-25,0.916350245475769,66.7754135131836,102.9322140846827,0.8629420399665833,65.7649917602539,100.0
10,2010-02-26,0.927779495716095,67.11949920654297,103.69579305119079,0.8629420399665833,65.7649917602539,100.0
11,2010-03-01,0.9675759673118591,67.09014129638672,105.04806063948354,0.8629420399665833,65.7649917602539,100.0
12,2010-03-02,0.9733942747116089,67.00199890136719,105.1565144619679,0.8629420399665833,65.7649917602539,100.0
13,2010-03-03,0.9787977337837219,66.83303833007812,105.16452361817055,0.8629420399665833,65.7649917602539,100.0
14,2010-03-04,0.9896037578582764,67.18561553955078,105.91547459357533,0.8629420399665833,65.7649917602539,100.0
15,2010-03-05,1.0333490371704102,66.30422973632812,106.49812650155756,0.8629420399665833,65.7649917602539,100.0
16,2010-03-08,1.0388553142547607,65.95899200439453,106.3220813841975,0.8629420399665833,65.7649917602539,100.0
17,2010-03-09,1.0572471618652344,65.97372436523438,106.97715119688343,0.8629420399665833,65.7649917602539,100.0
18,2010-03-10,1.08311927318573,65.80474853515625,107.69673253711409,0.8629420399665833,65.7649917602539,100.0
19,2010-03-11,1.0930943489074707,66.04715728759766,108.30153289162136,0.8629420399665833,65.7649917602539,100.0
20,2010-03-12,1.0955880880355835,66.45840454101562,108.82595718019606,0.8629420399665833,65.7649917602539,100.0
21,2010-03-15,1.0882117748260498,66.37031555175781,108.47575961462917,0.8629420399665833,65.7649917602539,100.0
22,2010-03-16,1.1087850332260132,66.89915466308594,109.75387893271535,0.8629420399665833,65.7649917602539,100.0
23,2010-03-17,1.116473913192749,67.18561553955078,110.32608907723356,0.8629420399665833,65.7649917602539,100.0
