,Date,tqqq,tlt,portfolio,tqqq_rb,tlt_rb,portfolio_rb
0,2010-02-11,0.862942099571228,65.84876251220703,100.0,0.862942099571228,65.84876251220703,100.0
1,2010-02-12,0.8664752840995789,66.12002563476562,100.41119450609513,0.862942099571228,65.84876251220703,100.0
2,2010-02-16,0.9000371098518372,66.24469757080078,101.71049580025755,0.862942099571228,65.84876251220703,100.0
3,2010-02-17,0.9153108596801758,65.48956298828125,101.43874471549282,0.862942099571228,65.84876251220703,100.0
4,2010-02-18,0.9326633810997009,65.22565460205078,101.76145576312354,0.862942099571228,65.84876251220703,100.0
5,2010-02-19,0.9326633810997009,65.57757568359375,102.13556265242826,0.862942099571228,65.84876251220703,100.0
6,2010-02-22,0.9261177778244019,65.30632019042969,101.61965015462037,0.862942099571228,65.84876251220703,100.0
7,2010-02-23,0.889958381652832,66.32532501220703,101.44582129748139,0.862942099571228,65.84876251220703,100.0
8,2010-02-24,0.9168699383735657,66.4865951538086,102.55283282158433,0.862942099571228,65.84876251220703,100.0
9,2010-02-25,0.9163501262664795,66.86048126220703,102.93221829868536,0.862942099571228,65.84876251220703,100.0
10,2010-02-26,0.9277795553207397,67.20507049560547,103.69587281481559,0.862942099571228,65.84876251220703,100.0
11,2010-03-01,0.9675759673118591,67.17567443847656,105.04813743687156,0.862942099571228,65.84876251220703,100.0
12,2010-03-02,0.9733943939208984,67.08740234375,105.15657686631768,0.862942099571228,65.84876251220703,100.0
13,2010-03-03,0.9787977933883667,66.91820526123047,105.16456130413354,0.862942099571228,65.84876251220703,100.0
14,2010-03-04,0.9896036982536316,67.271240234375,105.91551730945045,0.862942099571228,65.84876251220703,100.0
15,2010-03-05,1.0333492755889893,66.38874053955078,106.49818883672428,0.862942099571228,65.84876251220703,100.0
16,2010-03-08,1.0388554334640503,66.0430908203125,106.32216908558595,0.862942099571228,65.84876251220703,100.0
17,2010-03-09,1.0572474002838135,66.0577392578125,106.97713383539234,0.862942099571228,65.84876251220703,100.0
18,2010-03-10,1.0831193923950195,65.88864135742188,107.69681001210665,0.862942099571228,65.84876251220703,100.0
19,2010-03-11,1.0930943489074707,66.13135528564453,108.30160236937523,0.862942099571228,65.84876251220703,100.0
20,2010-03-12,1.0955880880355835,66.54316711425781,108.8260699526252,0.862942099571228,65.84876251220703,100.0
21,2010-03-15,1.0882117748260498,66.4549331665039,108.47583758836802,0.862942099571228,65.84876251220703,100.0
22,2010-03-16,1.1087850332260132,66.98442840576172,109.75393825196242,0.862942099571228,65.84876251220703,100.0
23,2010-03-17,1.116473913192749,67.271240234375,110.32613356060412,0.862942099571228,65.84876251220703,100.0
24,2010-03-18,1.127799391746521,67.0506362915039,110.4853501767356,0.862942099571228,65.84876251220703,100.0
25,2010-03-19,1.1078494787216187,67.11681365966797,109.8621449817148,0.862942099571228,65.84876251220703,100.0
26,2010-03-22,1.1377744674682617,67.19036102294922,110.98066483687985,0.862942099571228,65.84876251220703,100.0
27,2010-03-23,1.1615689992904663,66.87413787841797,111.47171823167893,0.862942099571228,65.84876251220703,100.0
28,2010-03-24,1.1450483798980713,65.65326690673828,109.599545268764,0.862942099571228,65.84876251220703,100.0
29,2010-03-25,1.1378782987594604,65.23404693603516,108.90463047612468,0.862942099571228,65.84876251220703,100.0
30,2010-03-26,1.143801212310791,65.41788482666016,109.30596671429933,0.862942099571228,65.84876251220703,100.0
31,2010-03-29,1.1594910621643066,65.16790771484375,109.58568486555595,0.862942099571228,65.84876251220703,100.0
32,2010-03-30,1.1716476678848267,65.37381744384766,110.22719738775277,0.862942099571228,65.84876251220703,100.0
33,2010-03-31,1.155854344367981,65.82241821289062,110.15502728565143,1.155854344367981,65.82241821289062,110.15502728565143
34,2010-04-01,1.1535680294036865,65.6614761352539,109.90112262121849,1.155854344367981,65.82241821289062,110.15502728565143
35,2010-04-05,1.186922311782837,64.56897735595703,109.57491804785167,1.155854344367981,65.82241821289062,110.15502728565143
36,2010-04-06,1.195961594581604,64.67233276367188,109.9544331121254,1.155854344367981,65.82241821289062,110.15502728565143
37,2010-04-07,1.189208745956421,65.49909210205078,110.72988334401184,1.155854344367981,65.82241821289062,110.15502728565143
38,2010-04-08,1.1934679746627808,65.52865600585938,110.88629003903586,1.155854344367981,65.82241821289062,110.15502728565143
39,2010-04-09,1.2149770259857178,65.68363952636719,111.6828030261403,1.155854344367981,65.82241821289062,110.15502728565143
40,2010-04-12,1.2198607921600342,66.0306396484375,112.22893033312828,1.155854344367981,65.82241821289062,110.15502728565143
41,2010-04-13,1.2382516860961914,66.24468994140625,113.00548802522106,1.155854344367981,65.82241821289062,110.15502728565143
42,2010-04-14,1.2818924188613892,65.77959442138672,113.7083583212974,1.155854344367981,65.82241821289062,110.15502728565143
43,2010-04-15,1.2990374565124512,65.85347747802734,114.2850955872021,1.155854344367981,65.82241821289062,110.15502728565143
44,2010-04-16,1.2527992725372314,66.33326721191406,113.52517646569602,1.155854344367981,65.82241821289062,110.15502728565143
45,2010-04-19,1.250824213027954,66.17084503173828,113.27843687986844,1.155854344367981,65.82241821289062,110.15502728565143
