Date,spy,upro,qqq,qld,tqqq,tlt,tmf,gld
2010-02-11,85.76476287841797,3.6754310131073,38.92068099975586,1.6619755029678345,0.8629420399665833,65.61124420166016,6.740659236907959,107.12999725341797
2010-02-12,85.69338989257812,3.6654133796691895,39.000885009765625,1.6700133085250854,0.8664751648902893,65.88147735595703,6.816936016082764,107.04000091552734
2010-02-16,87.04173278808594,3.8405895233154297,39.500003814697266,1.7120572328567505,0.9000370502471924,66.00568389892578,6.877956390380859,109.62000274658203
2010-02-17,87.45421600341797,3.8941972255706787,39.722808837890625,1.7302974462509155,0.9153108596801758,65.2532730102539,6.657844543457031,109.25
2010-02-18,87.96975708007812,3.967841386795044,39.972354888916016,1.7525559663772583,0.9326634407043457,64.99031829833984,6.544519424438477,109.9800033569336
2010-02-19,88.15221405029297,3.993832588195801,39.95454025268555,1.7503913640975952,0.9326634407043457,65.3409423828125,6.64694881439209,109.47000122070312
2010-02-22,88.16804504394531,3.987334966659546,39.87430953979492,1.7429720163345337,0.9261178374290466,65.07068634033203,6.5968241691589355,109.06999969482422
2010-02-23,87.09727478027344,3.8438374996185303,39.35740661621094,1.6987645626068115,0.889958381652832,66.08599090576172,6.917184829711914,107.88999938964844
2010-02-24,87.89836883544922,3.951866865158081,39.75844955444336,1.7321524620056152,0.9168699383735657,66.24674224853516,6.934619903564453,107.36000061035156
2010-02-25,87.7793960571289,3.938599109649658,39.749542236328125,1.735862374305725,0.9163501858711243,66.61925506591797,7.061021327972412,108.30999755859375
2010-02-26,87.8349380493164,3.9467227458953857,39.89215087890625,1.746063470840454,0.9277796149253845,66.96259307861328,7.165628433227539,109.43000030517578
2010-03-01,88.74706268310547,4.065582275390625,40.471458435058594,1.7952182292938232,0.9675759077072144,66.93328857421875,7.165628433227539,109.43000030517578
2010-03-02,88.992919921875,4.093739986419678,40.59623718261719,1.8060379028320312,0.9733943343162537,66.8453369140625,7.128579139709473,111.0199966430664
2010-03-03,89.07227325439453,4.109984397888184,40.64079284667969,1.8103660345077515,0.9787977933883667,66.67681884765625,7.063198089599609,111.62999725341797
2010-03-04,89.34191131591797,4.146266460418701,40.77449035644531,1.8218047618865967,0.9896036982536316,67.0285873413086,7.163447856903076,110.83000183105469
2010-03-05,90.61892700195312,4.3265838623046875,41.38943099975586,1.8755968809127808,1.0333491563796997,66.149169921875,6.873598575592041,110.80999755859375
2010-03-08,90.6347885131836,4.326044082641602,41.46963882446289,1.884252667427063,1.0388553142547607,65.8047866821289,6.7798871994018555,109.87999725341797
2010-03-09,90.78548431396484,4.347702980041504,41.70137023925781,1.9099115133285522,1.0572471618652344,65.81942749023438,6.788604736328125,109.72000122070312
2010-03-10,91.19000244140625,4.4067254066467285,42.04004669189453,1.9358797073364258,1.0831191539764404,65.65087127685547,6.740659236907959,108.47000122070312
2010-03-11,91.57069396972656,4.463583469390869,42.200477600097656,1.9497919082641602,1.0930942296981812,65.89268493652344,6.795143127441406,108.5999984741211
2010-03-12,91.57865905761719,4.460335731506348,42.20940017700195,1.9525740146636963,1.0955883264541626,66.30307006835938,6.932439804077148,107.94999694824219
2010-03-15,91.60242462158203,4.46764612197876,42.102439880371094,1.9445360898971558,1.0882116556167603,66.21516418457031,6.925901889801025,108.36000061035156
2010-03-16,92.3321533203125,4.57432222366333,42.36980438232422,1.9683409929275513,1.1087850332260132,66.74272918701172,7.0806355476379395,110.4000015258789
2010-03-17,92.87943267822266,4.652839183807373,42.48566818237305,1.9754505157470703,1.116473913192749,67.0285873413086,7.1612701416015625,109.58999633789062
2010-03-18,92.83184814453125,4.6490478515625,42.62826919555664,1.9893629550933838,1.1277996301651,66.80876922607422,7.098069190979004,110.33999633789062
2010-03-19,92.36198425292969,4.573509216308594,42.37044143676758,1.966485857963562,1.107849359512329,66.8746566772461,7.117683410644531,108.27999877929688
2010-03-22,92.85575866699219,4.6479644775390625,42.75405502319336,2.0017285346984863,1.1377744674682617,66.94794464111328,7.156911849975586,107.75
2010-03-23,93.50881958007812,4.750308513641357,43.048484802246094,2.0304791927337646,1.1615687608718872,66.63282012939453,7.035600185394287,108.31999969482422
2010-03-24,93.05484008789062,4.681893348693848,42.843292236328125,2.011003255844116,1.1450482606887817,65.4164047241211,6.6458282470703125,106.30000305175781
2010-03-25,92.90352630615234,4.6542649269104,42.780826568603516,2.002347230911255,1.1378782987594604,64.99864959716797,6.507875919342041,106.77999877929688
2010-03-26,92.8477783203125,4.656704425811768,42.825443267822266,2.0094566345214844,1.1438013315200806,65.18191528320312,6.5735673904418945,108.58999633789062
2010-03-29,93.43714904785156,4.736604690551758,43.03065490722656,2.0273873805999756,1.159490942955017,64.93272399902344,6.4794087409973145,108.75
2010-03-30,93.5008773803711,4.744999885559082,43.17338562011719,2.0403709411621094,1.1716476678848267,65.13793182373047,6.551669597625732,107.97000122070312
2010-03-31,93.18228149414062,4.692727565765381,42.96818161010742,2.023059368133545,1.1558542251586914,65.58493041992188,6.683054447174072,108.94999694824219
2010-04-01,93.81939697265625,4.792399883270264,42.96818161010742,2.0212039947509766,1.153567910194397,65.42459869384766,6.62174129486084,110.26000213623047
2010-04-05,94.58397674560547,4.9053425788879395,43.36968231201172,2.05706524848938,1.1869224309921265,64.33602905273438,6.284523010253906,110.88999938964844
2010-04-06,94.80699920654297,4.941096782684326,43.49458694458008,2.0685043334960938,1.1959617137908936,64.43903350830078,6.308609485626221,111.02999877929688
2010-04-07,94.26541900634766,4.862819671630859,43.38753890991211,2.0607757568359375,1.189208745956421,65.26282501220703,6.5735673904418945,112.48999786376953
