,Date,tqqq,tmf,gld,qld,portfolio,tqqq_rb,tmf_rb,gld_rb,portfolio_rb,qld_rb
0,2012-01-03,0.7466715574264526,15.7803373336792,155.9199981689453,2.6101303100585938,100.0,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
1,2012-01-04,0.7556071281433105,15.247174263000488,156.7100067138672,2.632697582244873,99.29756596565721,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
2,2012-01-05,0.7742065191268921,15.145618438720703,157.77999877929688,2.6775245666503906,100.3542534579354,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
3,2012-01-06,0.7822074890136719,15.48259449005127,157.1999969482422,2.6945269107818604,101.70699741548842,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
4,2012-01-09,0.7756608724594116,15.406427383422852,156.5,2.6790695190429688,101.03064777656338,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
5,2012-01-10,0.791559100151062,15.344109535217285,158.63999938964844,2.7177133560180664,102.07454081365763,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
6,2012-01-11,0.7970663905143738,15.904974937438965,159.6699981689453,2.730079412460327,103.93107125811296,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
7,2012-01-12,0.8065215945243835,15.858809471130371,160.3800048828125,2.752338171005249,104.49274447048789,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
8,2012-01-13,0.7972736358642578,16.32965850830078,159.25999450683594,2.732861280441284,104.99514137303811,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
9,2012-01-17,0.8186781406402588,16.565082550048828,160.5,2.7776882648468018,107.10475054909907,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
10,2012-01-18,0.8512006402015686,15.958063125610352,161.60000610351562,2.8518829345703125,107.81445875585372,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
11,2012-01-19,0.8682419061660767,15.321029663085938,161.22000122070312,2.889599084854126,107.31648323995783,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
12,2012-01-20,0.8643976449966431,14.797096252441406,162.07000732421875,2.8818700313568115,105.78550581081639,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
13,2012-01-23,0.8642929196357727,14.515510559082031,163.16000366210938,2.8824892044067383,105.13463697659886,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
14,2012-01-24,0.8595138192176819,14.552437782287598,162.00999450683594,2.8722872734069824,104.83445679427612,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
15,2012-01-25,0.8923475742340088,14.4785795211792,166.4199981689453,2.9433910846710205,107.12875301075641,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
16,2012-01-26,0.8828922510147095,15.053290367126465,167.27000427246094,2.9220597743988037,108.00688080659899,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
17,2012-01-27,0.8916204571723938,15.177929878234863,168.97000122070312,2.9427735805511475,109.01632138670105,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
18,2012-01-30,0.8930758237838745,15.731863021850586,168.02999877929688,2.9461731910705566,110.45760061477614,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
19,2012-01-31,0.8961929082870483,16.26041603088379,169.30999755859375,2.9532833099365234,112.0882020870496,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
20,2012-02-01,0.9182207584381104,15.685707092285156,169.55999755859375,2.9996559619903564,112.12253328874951,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
21,2012-02-02,0.9276760220527649,15.694937705993652,171.0500030517578,3.0203680992126465,112.87465405583956,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
22,2012-02-03,0.9645626544952393,14.686306953430176,167.63999938964844,3.1026015281677246,112.56934544381187,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
23,2012-02-06,0.9636279940605164,15.101758003234863,167.17999267578125,3.0998198986053467,113.5303395909971,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
24,2012-02-07,0.9677836298942566,14.552437782287598,169.6999969482422,3.1118762493133545,112.577821645422,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
25,2012-02-08,0.9838892817497253,14.598599433898926,168.5,3.140627145767212,113.6963662607426,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
26,2012-02-09,1.0057096481323242,14.26854419708252,168.02000427246094,3.1888539791107178,114.2901331607288,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
27,2012-02-10,0.9842013716697693,14.783248901367188,167.13999938964844,3.1440269947052,114.09809022569146,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
28,2012-02-13,1.0106971263885498,14.859413146972656,167.50999450683594,3.1993649005889893,116.08913883264597,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
29,2012-02-14,1.019529104232788,15.110991477966309,167.1199951171875,3.2169854640960693,117.29325002646948,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
30,2012-02-15,0.996773898601532,15.014054298400879,168.11000061035156,3.1706135272979736,115.58725200015031,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
31,2012-02-16,1.0384405851364136,14.67245864868164,168.0,3.2599575519561768,117.50448201399024,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
32,2012-02-17,1.0296087265014648,14.651686668395996,167.35000610351562,3.2398626804351807,116.81872631177794,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
33,2012-02-21,1.0383367538452148,14.162374496459961,171.02000427246094,3.2559385299682617,116.39825707988977,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
34,2012-02-22,1.0246211290359497,14.681692123413086,172.94000244140625,3.2281153202056885,116.91931238451718,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
35,2012-02-23,1.0440515279769897,14.686306953430176,173.02000427246094,3.2713959217071533,118.23727527337624,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
36,2012-02-24,1.0542341470718384,14.965584754943848,172.22999572753906,3.2930362224578857,119.57638845177286,0.7466715574264526,15.7803373336792,155.9199981689453,100.0,2.6101303100585938
