Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,2.0154170989990234,2.3737499713897705,2.006666898727417,2.3012499809265137,2.295499086380005,310178400.0
2013-01-07,2.28125,2.367917060852051,2.252500057220459,2.363332986831665,2.357426881790161,213367200.0
2013-01-14,2.3258330821990967,2.386667013168335,2.2683329582214355,2.3466670513153076,2.3408024311065674,238274400.0
2013-01-21,2.352916955947876,2.418750047683716,2.288749933242798,2.3333330154418945,2.3275017738342285,223545600.0
2013-01-28,2.336250066757202,2.4141669273376465,2.2941670417785645,2.3983330726623535,2.3923394680023193,278035200.0
2013-02-04,2.357917070388794,2.447082996368408,2.2750000953674316,2.4316670894622803,2.4255905151367188,306943200.0
2013-02-11,2.4370830059051514,2.456666946411133,2.3858330249786377,2.404582977294922,2.398573875427246,170752800.0
2013-02-18,2.4216670989990234,2.459583044052124,2.2437500953674316,2.3354170322418213,2.329580545425415,172226400.0
2013-02-25,2.3829169273376465,2.40625,2.2149999141693115,2.359999895095825,2.3541018962860107,216717600.0
2013-03-04,2.336667060852051,2.5341670513153076,2.3279170989990234,2.504167079925537,2.4979088306427,216669600.0
2013-03-11,2.4995830059051514,2.532083034515381,2.4658329486846924,2.492917060852051,2.486686944961548,194263200.0
2013-03-18,2.427917003631592,2.53125,2.3979170322418213,2.4995830059051514,2.4933364391326904,253308000.0
2013-03-25,2.524167060852051,2.549999952316284,2.4379169940948486,2.5399999618530273,2.5336523056030273,202814400.0
2013-04-01,2.547916889190674,2.572499990463257,2.346250057220459,2.4200000762939453,2.413952112197876,323208000.0
2013-04-08,2.4220829010009766,2.667917013168335,2.4004170894622803,2.644582986831665,2.6379740238189697,281205600.0
2013-04-15,2.6116669178009033,2.6270830631256104,2.302500009536743,2.427500009536743,2.421433448791504,287467200.0
2013-04-22,2.454166889190674,2.641666889190674,2.427917003631592,2.5891671180725098,2.5826966762542725,235656000.0
2013-04-29,2.6112499237060547,2.903749942779541,2.6112499237060547,2.875833034515381,2.8686461448669434,155299200.0
2013-05-06,2.8924999237060547,2.995832920074463,2.875833034515381,2.990833044052124,2.983358860015869,131133600.0
2013-05-13,2.976249933242798,3.1475000381469727,2.9666669368743896,3.144166946411133,3.1363093852996826,175994400.0
2013-05-20,3.1195828914642334,3.225832939147949,2.950000047683716,3.0299999713897705,3.022427797317505,210686400.0
2013-05-27,3.1358330249786377,3.170833110809326,2.9937500953674316,3.007082939147949,2.999567985534668,132727200.0
2013-06-03,3.0137500762939453,3.079166889190674,2.7916669845581055,3.021250009536743,3.013699769973755,243945600.0
2013-06-10,3.040416955947876,3.06583309173584,2.797916889190674,2.8833329677581787,2.8761274814605713,214240800.0
2013-06-17,2.950000047683716,3.0545830726623535,2.615417003631592,2.6829171180725098,2.6762125492095947,228552000.0
2013-06-24,2.617917060852051,2.824583053588867,2.5358328819274902,2.7658329010009766,2.7589211463928223,185796000.0
2013-07-01,2.8329169750213623,2.9312500953674316,2.7850000858306885,2.927917003631592,2.9205996990203857,99120000.0
2013-07-08,2.9741671085357666,3.272083044052124,2.90625,3.265000104904175,3.256840705871582,127500000.0
2013-07-15,3.2754170894622803,3.3233330249786377,3.144582986831665,3.1770830154418945,3.1691431999206543,116419200.0
2013-07-22,3.2108330726623535,3.271250009536743,3.1237499713897705,3.268749952316284,3.2605810165405273,109197600.0
2013-07-29,3.2520830631256104,3.4825000762939453,3.225832939147949,3.481250047683716,3.4725501537323,119546400.0
2013-08-05,3.4691669940948486,3.4954171180725098,3.332082986831665,3.415416955947876,3.406881332397461,130744800.0
2013-08-12,3.3745830059051514,3.519166946411133,3.2529170513153076,3.2699999809265137,3.2618279457092285,130183200.0
2013-08-19,3.2816669940948486,3.442500114440918,3.232917070388794,3.4329171180725098,3.4243381023406982,121581600.0
2013-08-26,3.4375,3.512500047683716,3.202083110809326,3.266666889190674,3.2585031986236572,157137600.0
2013-09-02,3.3458330631256104,3.509999990463257,3.278749942779541,3.456249952316284,3.4476122856140137,84837600.0
2013-09-09,3.4970829486846924,3.6449999809265137,3.4970829486846924,3.6091670989990234,3.6001477241516113,125028000.0
2013-09-16,3.6979169845581055,3.8466670513153076,3.555000066757202,3.766249895095825,3.756837844848633,126595200.0
2013-09-23,3.819166898727417,3.8283329010009766,3.6845829486846924,3.7774999141693115,3.768059730529785,121944000.0
2013-09-30,3.6616671085357666,3.876667022705078,3.6245830059051514,3.8208329677581787,3.811284303665161,137796000.0
2013-10-07,3.723750114440918,3.814167022705078,3.391249895095825,3.7808330059051514,3.7713844776153564,206858400.0
2013-10-14,3.713749885559082,4.215000152587891,3.704166889190674,4.210416793823242,4.199894905090332,183453600.0
2013-10-21,4.234582901000977,4.381249904632568,4.118332862854004,4.317500114440918,4.306710720062256,166807200.0
2013-10-28,4.323750019073486,4.413332939147949,4.244999885559082,4.303332805633545,4.292578220367432,167733600.0
2013-11-04,4.349999904632568,4.3983330726623535,4.082083225250244,4.256249904632568,4.245612621307373,184672800.0
2013-11-11,4.229582786560059,4.478332996368408,4.172916889190674,4.4741668701171875,4.462985515594482,126691200.0
2013-11-18,4.4716668128967285,4.50124979019165,4.2395830154418945,4.477917194366455,4.466726303100586,136377600.0
2013-11-25,4.522500038146973,4.7783331871032715,4.4766669273376465,4.750417232513428,4.7385454177856445,107203200.0
2013-12-02,4.777500152587891,4.832917213439941,4.602083206176758,4.801667213439941,4.789666652679443,175886400.0
2013-12-09,4.858333110809326,4.891666889190674,4.585000038146973,4.609167098999023,4.597649097442627,135657600.0
2013-12-16,4.675833225250244,4.954166889190674,4.46875,4.920000076293945,4.907704830169678,135112800.0
2013-12-23,5.042082786560059,5.162499904632568,5.000833034515381,5.09833288192749,5.085591793060303,70065600.0
2013-12-30,5.071667194366455,5.171249866485596,4.9375,4.9404168128967285,4.928070068359375,78444000.0
2014-01-06,4.944582939147949,5.110833168029785,4.8308329582214355,5.050000190734863,5.037380218505859,134251200.0
2014-01-13,5.029582977294922,5.256667137145996,4.768750190734863,5.138750076293945,5.125908374786377,146671200.0
2014-01-20,5.236667156219482,5.3333330154418945,4.927499771118164,4.928332805633545,4.916016578674316,109288800.0
2014-01-27,4.93416690826416,4.957499980926514,4.59833288192749,4.84250020980835,4.8303985595703125,156174000.0
2014-02-03,4.81583309173584,5.009167194366455,4.4166669845581055,4.994166851043701,4.981686115264893,142136400.0
2014-02-10,4.99666690826416,5.4766669273376465,4.985833168029785,5.436666965484619,5.423080921173096,127656000.0
