,Date,tqqq,tmf,portfolio,tqqq_rb,tmf_rb,portfolio_rb
0,2010-02-11,0.862942099571228,6.741121768951416,100.0,0.862942099571228,6.741121768951416,100.0
1,2010-02-12,0.8664752244949341,6.8174028396606445,100.7343955267693,0.862942099571228,6.741121768951416,100.0
2,2010-02-16,0.9000370502471924,6.878429889678955,103.28085630377713,0.862942099571228,6.741121768951416,100.0
3,2010-02-17,0.9153108596801758,6.65830135345459,102.78488302620687,0.862942099571228,6.741121768951416,100.0
4,2010-02-18,0.9326634407043457,6.5449700355529785,103.13432033753011,0.862942099571228,6.741121768951416,100.0
5,2010-02-19,0.9326634407043457,6.647404670715332,103.81811729897011,0.862942099571228,6.741121768951416,100.0
6,2010-02-22,0.9261177778244019,6.59727668762207,103.0662998665721,0.862942099571228,6.741121768951416,100.0
7,2010-02-23,0.889958381652832,6.917659759521484,102.90036477163376,0.862942099571228,6.741121768951416,100.0
8,2010-02-24,0.9168699383735657,6.935094356536865,104.73196858014728,0.862942099571228,6.741121768951416,100.0
9,2010-02-25,0.9163501262664795,7.061506271362305,105.542694140579,0.862942099571228,6.741121768951416,100.0
10,2010-02-26,0.9277796149253845,7.166120529174805,106.96950461982735,0.862942099571228,6.741121768951416,100.0
11,2010-03-01,0.9675759673118591,7.166120529174805,109.50594290733662,0.862942099571228,6.741121768951416,100.0
12,2010-03-02,0.9733943343162537,7.129067897796631,109.62943625514008,0.862942099571228,6.741121768951416,100.0
13,2010-03-03,0.9787977933883667,7.06368350982666,109.53735812566494,0.862942099571228,6.741121768951416,100.0
14,2010-03-04,0.9896036982536316,7.163939476013184,110.89533066935427,0.862942099571228,6.741121768951416,100.0
15,2010-03-05,1.0333492755889893,6.8740692138671875,111.74846104722225,0.862942099571228,6.741121768951416,100.0
16,2010-03-08,1.0388553142547607,6.78035306930542,111.47379373898055,0.862942099571228,6.741121768951416,100.0
17,2010-03-09,1.0572471618652344,6.789070129394531,112.70419662918387,0.862942099571228,6.741121768951416,100.0
18,2010-03-10,1.08311927318573,6.741121768951416,114.03309046437138,0.862942099571228,6.741121768951416,100.0
19,2010-03-11,1.0930943489074707,6.795609951019287,115.03258933185533,0.862942099571228,6.741121768951416,100.0
20,2010-03-12,1.0955883264541626,6.932915210723877,116.10811806609189,0.862942099571228,6.741121768951416,100.0
21,2010-03-15,1.0882117748260498,6.926376819610596,115.59432357232768,0.862942099571228,6.741121768951416,100.0
22,2010-03-16,1.1087851524353027,7.08112096786499,117.93856331502393,0.862942099571228,6.741121768951416,100.0
23,2010-03-17,1.116473913192749,7.161760330200195,118.96691369110819,0.862942099571228,6.741121768951416,100.0
24,2010-03-18,1.1277995109558105,7.098554611206055,119.26682930412622,0.862942099571228,6.741121768951416,100.0
25,2010-03-19,1.107849359512329,7.118170738220215,118.12624390765039,0.862942099571228,6.741121768951416,100.0
26,2010-03-22,1.1377743482589722,7.157401084899902,120.29540651995119,0.862942099571228,6.741121768951416,100.0
27,2010-03-23,1.1615687608718872,7.036082744598389,121.00209990028507,0.862942099571228,6.741121768951416,100.0
28,2010-03-24,1.1450481414794922,6.6462836265563965,117.3470675570785,0.862942099571228,6.741121768951416,100.0
29,2010-03-25,1.137878179550171,6.5083208084106445,115.96912337407832,0.862942099571228,6.741121768951416,100.0
30,2010-03-26,1.1438014507293701,6.5740180015563965,116.78520382756747,0.862942099571228,6.741121768951416,100.0
31,2010-03-29,1.159490942955017,6.479854106903076,117.1565945467095,0.862942099571228,6.741121768951416,100.0
32,2010-03-30,1.1716476678848267,6.552119255065918,118.4138109926415,0.862942099571228,6.741121768951416,100.0
33,2010-03-31,1.155854344367981,6.683513164520264,118.28432952439474,1.155854344367981,6.683513164520264,118.28432952439474
34,2010-04-01,1.153567910194397,6.622196197509766,117.667306870118,1.155854344367981,6.683513164520264,118.28432952439474
35,2010-04-05,1.186922311782837,6.28495454788208,116.8588187780111,1.155854344367981,6.683513164520264,118.28432952439474
36,2010-04-06,1.195961833000183,6.309041976928711,117.5594352481128,1.155854344367981,6.683513164520264,118.28432952439474
37,2010-04-07,1.1892086267471313,6.5740180015563965,119.28962305765823,1.155854344367981,6.683513164520264,118.28432952439474
38,2010-04-08,1.1934678554534912,6.569636344909668,119.49445469251249,1.155854344367981,6.683513164520264,118.28432952439474
39,2010-04-09,1.2149771451950073,6.611246109008789,121.03647163915498,1.155854344367981,6.683513164520264,118.28432952439474
40,2010-04-12,1.2198607921600342,6.738259315490723,122.32288570583252,1.155854344367981,6.683513164520264,118.28432952439474
41,2010-04-13,1.2382516860961914,6.808335304260254,123.91609304770925,1.155854344367981,6.683513164520264,118.28432952439474
42,2010-04-14,1.2818924188613892,6.637523174285889,125.0120191560625,1.155854344367981,6.683513164520264,118.28432952439474
43,2010-04-15,1.2990374565124512,6.676941394805908,126.29094389806008,1.155854344367981,6.683513164520264,118.28432952439474
44,2010-04-16,1.252799391746521,6.825852870941162,124.87441065678338,1.155854344367981,6.683513164520264,118.28432952439474
45,2010-04-19,1.2508243322372437,6.757967948913574,124.22260585285177,1.155854344367981,6.683513164520264,118.28432952439474
