,Date,tqqq,upro,tmf,gld,qld,portfolio,tqqq_rb,upro_rb,tmf_rb,gld_rb,portfolio_rb,qld_rb
0,2012-01-03,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,2.6101303100585938,100.0,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
1,2012-01-04,0.7556071281433105,2.571495294570923,15.235026359558105,156.7100067138672,2.632697343826294,99.41800123929826,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
2,2012-01-05,0.7742065191268921,2.5975522994995117,15.133554458618164,157.77999877929688,2.6775240898132324,100.18532369120253,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
3,2012-01-06,0.7822074890136719,2.5784173011779785,15.470268249511719,157.1999969482422,2.6945273876190186,100.80637061201416,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
4,2012-01-09,0.7756608724594116,2.591038227081299,15.394155502319336,156.5,2.6790695190429688,100.46265209521744,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
5,2012-01-10,0.791559100151062,2.658622980117798,15.331890106201172,158.63999938964844,2.7177138328552246,101.75867129296354,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
6,2012-01-11,0.7970662713050842,2.66595196723938,15.892306327819824,159.6699981689453,2.7300796508789062,103.22025675525137,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
7,2012-01-12,0.8065216541290283,2.683051109313965,15.846176147460938,160.3800048828125,2.752337694168091,103.68110704682631,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
8,2012-01-13,0.7972737550735474,2.654552459716797,16.316652297973633,159.25999450683594,2.732861280441284,103.86823557713734,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
9,2012-01-17,0.8186782002449036,2.6700236797332764,16.55188751220703,160.5,2.7776882648468018,105.2951986196696,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
10,2012-01-18,0.8512006998062134,2.759186267852783,15.94534969329834,161.60000610351562,2.85188364982605,106.07897738268292,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
11,2012-01-19,0.8682419061660767,2.80234432220459,15.308825492858887,161.22000122070312,2.8896000385284424,105.69872410329518,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
12,2012-01-20,0.8643976449966431,2.8084516525268555,14.785309791564941,162.07000732421875,2.8818700313568115,104.77664436684084,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
13,2012-01-23,0.8642928600311279,2.810894012451172,14.503946304321289,163.16000366210938,2.882488489151001,104.43433276934874,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
14,2012-01-24,0.8595138192176819,2.802751064300537,14.540846824645996,162.00999450683594,2.8722870349884033,104.1047771312424,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
15,2012-01-25,0.8923475742340088,2.8715577125549316,14.467047691345215,166.4199981689453,2.9433908462524414,106.26386033703538,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
16,2012-01-26,0.8828922510147095,2.830436944961548,15.041300773620605,167.27000427246094,2.9220592975616455,106.84743999734077,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
17,2012-01-27,0.891620397567749,2.8247358798980713,15.165836334228516,168.97000122070312,2.94277286529541,107.57000799209362,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
18,2012-01-30,0.8930758237838745,2.7958295345306396,15.719337463378906,168.02999877929688,2.9461727142333984,108.2629215880283,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
19,2012-01-31,0.8961929678916931,2.7893149852752686,16.24745750427246,169.30999755859375,2.9532835483551025,109.50980422000836,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
20,2012-02-01,0.9182208180427551,2.863821506500244,15.673208236694336,169.55999755859375,2.9996557235717773,109.77404334616756,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
21,2012-02-02,0.9276760816574097,2.879293203353882,15.68243408203125,171.0500030517578,3.0203680992126465,110.45101286793799,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
22,2012-02-03,0.9645626544952393,3.0018422603607178,14.674610137939453,167.63999938964844,3.1026017665863037,110.17226258194461,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
23,2012-02-06,0.9636279940605164,2.9949216842651367,15.089734077453613,167.17999267578125,3.0998196601867676,110.79951270385426,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
24,2012-02-07,0.9677835702896118,3.017720937728882,14.540846824645996,169.6999969482422,3.1118760108947754,110.48427293312541,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
25,2012-02-08,0.9838892817497253,3.039705991744995,14.5869722366333,168.5,3.140627145767212,111.05762037746585,0.7466715574264526,2.567424774169922,15.767767906188965,155.9199981689453,100.0,2.6101303100585938
