,Date,gld,spy,tlt,portfolio,gld_rb,spy_rb,tlt_rb,portfolio_rb
0,2004-12-31,43.79999923706055,86.98491668701172,51.903648376464844,100.0,43.79999923706055,86.98491668701172,51.903648376464844,100.0
1,2005-01-03,43.02000045776367,86.57469177246094,52.01500701904297,99.32070832055504,43.79999923706055,86.98491668701172,51.903648376464844,100.0
2,2005-01-04,42.7400016784668,85.51681518554688,51.469913482666016,98.3521648818921,43.79999923706055,86.98491668701172,51.903648376464844,100.0
3,2005-01-05,42.66999816894531,84.92669677734375,51.74541473388672,98.24968275148524,43.79999923706055,86.98491668701172,51.903648376464844,100.0
4,2005-01-06,42.150001525878906,85.35850524902344,51.780548095703125,98.04198283594742,43.79999923706055,86.98491668701172,51.903648376464844,100.0
5,2005-01-07,41.84000015258789,85.23612213134766,51.89778518676758,97.83445421039211,43.79999923706055,86.98491668701172,51.903648376464844,100.0
6,2005-01-10,41.95000076293945,85.6391372680664,51.97985076904297,98.12531103040682,43.79999923706055,86.98491668701172,51.903648376464844,100.0
7,2005-01-11,42.209999084472656,85.04906463623047,52.28467559814453,98.29282145179154,43.79999923706055,86.98491668701172,51.903648376464844,100.0
8,2005-01-12,42.599998474121094,85.32968139648438,52.3549919128418,98.74231752407346,43.79999923706055,86.98491668701172,51.903648376464844,100.0
9,2005-01-13,42.599998474121094,84.64603424072266,52.85908508300781,98.80407483225375,43.79999923706055,86.98491668701172,51.903648376464844,100.0
10,2005-01-14,42.31999969482422,85.09222412109375,52.853214263916016,98.7581992445557,43.79999923706055,86.98491668701172,51.903648376464844,100.0
11,2005-01-18,42.31999969482422,85.9773941040039,53.02910232543945,99.21036169938677,43.79999923706055,86.98491668701172,51.903648376464844,100.0
12,2005-01-19,42.2599983215332,85.07780456542969,53.18148422241211,98.91783049867577,43.79999923706055,86.98491668701172,51.903648376464844,100.0
13,2005-01-20,42.25,84.55966186523438,53.286983489990234,98.77941817120455,43.79999923706055,86.98491668701172,51.903648376464844,100.0
14,2005-01-21,42.7400016784668,84.04147338867188,53.345577239990234,98.99138235658609,43.79999923706055,86.98491668701172,51.903648376464844,100.0
15,2005-01-24,42.77000045776367,83.87598419189453,53.57417297363281,99.09760341012826,43.79999923706055,86.98491668701172,51.903648376464844,100.0
16,2005-01-25,42.2400016784668,84.11346435546875,53.07009506225586,98.46153341943297,43.79999923706055,86.98491668701172,51.903648376464844,100.0
17,2005-01-26,42.689998626708984,84.36534881591797,53.16972732543945,98.96450644190026,43.79999923706055,86.98491668701172,51.903648376464844,100.0
18,2005-01-27,42.619998931884766,84.50928497314453,53.07009506225586,98.90240634346019,43.79999923706055,86.98491668701172,51.903648376464844,100.0
19,2005-01-28,42.689998626708984,84.50928497314453,53.60349655151367,99.29823732680615,43.79999923706055,86.98491668701172,51.903648376464844,100.0
20,2005-01-31,42.220001220703125,85.03462982177734,53.755889892578125,99.2397386777111,43.79999923706055,86.98491668701172,51.903648376464844,100.0
21,2005-02-01,42.099998474121094,85.5743637084961,53.67061233520508,99.300476257321,43.79999923706055,86.98491668701172,51.903648376464844,100.0
