,0
start,2004-12-31 00:00:00
end,2021-11-23 00:00:00
rf,0.0
total_return,2.8191781208469986
cagr,0.08254439463361796
max_drawdown,-0.45555012734257017
calmar,0.1811971716814936
mtd,0.0037804074760652284
three_month,-0.008593593225614815
six_month,-0.04976138855332479
ytd,-0.06212156197095031
one_year,-0.02874062051347248
three_year,0.13049985615453985
five_year,0.08114961974454626
ten_year,0.0014763264465627035
incep,0.08254439463361796
daily_sharpe,0.5299674000777593
daily_sortino,0.8489372280097798
daily_mean,0.09573163908610535
daily_vol,0.18063684496831156
daily_skew,-0.19049803570432583
daily_kurt,6.3679361372737135
best_day,0.11290530102327678
worst_day,-0.0878082643808128
monthly_sharpe,0.5458125315765107
monthly_sortino,1.046985443575267
monthly_mean,0.09422584392939723
monthly_vol,0.17263407942876974
monthly_skew,0.026393706457215355
monthly_kurt,0.26880045334538805
best_month,0.12786502259277088
worst_month,-0.1613965370422935
yearly_sharpe,0.5943404112760025
yearly_sortino,1.3088259592283669
yearly_mean,0.09371945631078407
yearly_vol,0.15768649503333573
yearly_skew,-0.7392710201420406
yearly_kurt,0.4278540594853424
best_year,0.3045404252304238
worst_year,-0.2832983601746558
avg_drawdown,-0.034657891889147974
avg_drawdown_days,74.65822784810126
avg_up_month,0.0451204425694655
avg_down_month,-0.032874017723962604
win_year_perc,0.7058823529411765
twelve_month_win_perc,0.6528497409326425
