,Date,gld,spy,qqq,tlt,ief,portfolio,gld_rb,spy_rb,qqq_rb,tlt_rb,ief_rb,portfolio_rb
0,2004-12-31,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
1,2005-01-03,43.02000045776367,86.85204315185547,34.6381950378418,52.277339935302734,55.23195266723633,99.42202233359735,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
2,2005-01-04,42.7400016784668,85.79076385498047,34.0068244934082,51.72951889038086,54.88804626464844,98.35540442133798,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
3,2005-01-05,42.66999816894531,85.19876098632812,33.79637145996094,52.006404876708984,54.97890090942383,98.20664322699513,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
4,2005-01-06,42.150001525878906,85.63191986083984,33.62975311279297,52.04172897338867,55.03078842163086,98.00565472177986,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
5,2005-01-07,41.84000015258789,85.50918579101562,33.80512619018555,52.15959548950195,54.985382080078125,97.9648811616938,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
6,2005-01-10,41.95000076293945,85.91349029541016,33.78759002685547,52.24204635620117,54.97890090942383,98.12701352687047,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
7,2005-01-11,42.209999084472656,85.32147979736328,33.55080795288086,52.54835891723633,55.08921813964844,98.1322376885894,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
8,2005-01-12,42.599998474121094,85.60306549072266,33.83145523071289,52.61906433105469,55.17353439331055,98.592897445745,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
9,2005-01-13,42.599998474121094,84.91722106933594,33.384193420410156,53.125701904296875,55.39419174194336,98.4544821181036,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
10,2005-01-14,42.31999969482422,85.36479187011719,33.69989776611328,53.119747161865234,55.361785888671875,98.5955358793716,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
11,2005-01-18,42.31999969482422,86.25281524658203,33.954200744628906,53.29652786254883,55.3422737121582,99.00504888907933,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
12,2005-01-19,42.2599983215332,85.35037231445312,33.392982482910156,53.44972610473633,55.37466812133789,98.52067218003906,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
13,2005-01-20,42.25,84.83055877685547,32.752830505371094,53.55573272705078,55.47201156616211,98.10719910368432,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
14,2005-01-21,42.7400016784668,84.31076049804688,32.48976135253906,53.614662170410156,55.58232879638672,98.12413401933927,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
15,2005-01-24,42.77000045776367,84.14471435546875,32.033748626708984,53.844425201416016,55.57585525512695,97.92498689700938,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
16,2005-01-25,42.2400016784668,84.3829345703125,32.19158935546875,53.3377799987793,55.36819839477539,97.55816366344675,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
17,2005-01-26,42.689998626708984,84.63560485839844,32.57745361328125,53.437957763671875,55.38116455078125,98.08511657068792,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
18,2005-01-27,42.619998931884766,84.7800064086914,32.53359603881836,53.3377799987793,55.296817779541016,97.99218035602702,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
19,2005-01-28,42.689998626708984,84.7800064086914,32.375762939453125,53.873836517333984,55.58232879638672,98.24308487202232,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
20,2005-01-31,42.220001220703125,85.30703735351562,32.79668045043945,54.02700424194336,55.60185241699219,98.45555205357905,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
21,2005-02-01,42.099998474121094,85.84855651855469,32.90191650390625,53.94131088256836,55.56343078613281,98.53819606725253,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
22,2005-02-02,42.15999984741211,86.10842895507812,32.95452880859375,54.06546401977539,55.56989669799805,98.7051587234172,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
23,2005-02-03,41.68000030517578,85.88461303710938,32.57745361328125,54.035884857177734,55.478755950927734,98.17484334763253,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
24,2005-02-04,41.470001220703125,86.8015365600586,33.10359573364258,54.786865234375,55.765201568603516,98.98155524596986,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
25,2005-02-07,41.27000045776367,86.68600463867188,33.033447265625,55.19492721557617,55.875823974609375,99.02026116738124,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
26,2005-02-08,41.2599983215332,86.78706359863281,33.09482192993164,55.508323669433594,55.927879333496094,99.21296274078438,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
27,2005-02-09,41.310001373291016,86.1373291015625,32.5423698425293,55.65615463256836,56.20125198364258,98.92712039502693,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
28,2005-02-10,41.75,86.44776153564453,32.57745361328125,54.905174255371094,55.849769592285156,98.80377314530294,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
29,2005-02-11,42.08000183105469,87.19136047363281,33.05975341796875,54.86967468261719,55.77814483642578,99.36083532946557,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
30,2005-02-14,42.54999923706055,87.12641906738281,33.208831787109375,55.04117965698242,55.849769592285156,99.73747598597603,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
31,2005-02-15,42.58000183105469,87.45125579833984,33.42805480957031,54.763221740722656,55.765201568603516,99.81362042059409,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
32,2005-02-16,42.52000045776367,87.5090560913086,33.3052978515625,54.55625534057617,55.56343078613281,99.57677676146965,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
33,2005-02-17,42.72999954223633,86.8015365600586,32.85805130004883,54.21330642700195,55.43973159790039,99.07862050174907,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
34,2005-02-18,42.75,86.9170150756836,32.752830505371094,53.72841262817383,55.15986251831055,98.76665263827418,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
35,2005-02-22,43.56999969482422,85.62471771240234,32.34944534301758,53.491912841796875,55.16638946533203,98.5261313497441,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
36,2005-02-23,43.41999816894531,86.2383804321289,32.39329528808594,53.66931915283203,55.21192932128906,98.70787599251688,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
37,2005-02-24,43.33000183105469,86.8087387084961,32.80543899536133,53.55098342895508,55.120826721191406,98.9545450430522,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
38,2005-02-25,43.5,87.6678695678711,32.98960494995117,53.81119918823242,55.19891357421875,99.46239090615543,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
39,2005-02-28,43.529998779296875,87.0903091430664,32.63884353637695,53.231658935546875,54.84099197387695,98.7912603756728,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
40,2005-03-01,43.220001220703125,87.52349853515625,32.998374938964844,53.215084075927734,54.84158706665039,98.94826150906789,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
41,2005-03-02,43.25,87.48018646240234,32.980831146240234,53.143951416015625,54.835086822509766,98.91237923775005,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
42,2005-03-03,42.970001220703125,87.51626586914062,32.70896530151367,53.11427688598633,54.80244827270508,98.61425249421181,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
43,2005-03-04,43.380001068115234,88.60641479492188,32.90191650390625,53.689605712890625,55.0504264831543,99.47210987974564,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
44,2005-03-07,43.470001220703125,88.64974212646484,33.375457763671875,53.903194427490234,55.063514709472656,99.8803185855387,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
45,2005-03-08,44.029998779296875,88.31766510009766,33.04221725463867,53.3930549621582,54.80244827270508,99.57921953958369,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
46,2005-03-09,44.02000045776367,87.33577728271484,32.945735931396484,52.521034240722656,54.38475799560547,98.80861145864876,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
47,2005-03-10,44.20000076293945,87.53070831298828,32.90191650390625,52.84141540527344,54.482635498046875,99.06879075074617,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
48,2005-03-11,44.43000030517578,86.9170150756836,32.5949821472168,52.455810546875,54.25428009033203,98.62710781344063,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
49,2005-03-14,44.029998779296875,87.45851135253906,32.74405288696289,52.77020263671875,54.38475799560547,98.82161045123155,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
50,2005-03-15,44.060001373291016,86.7365493774414,32.48099899291992,52.43803405761719,54.28032302856445,98.3543101610674,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
51,2005-03-16,44.310001373291016,86.00016021728516,32.11268615722656,52.75836181640625,54.404327392578125,98.25707167750762,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
52,2005-03-17,43.81999969482422,86.17342376708984,32.19158935546875,52.93035888671875,54.613197326660156,98.25984418420362,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
53,2005-03-18,43.88999938964844,85.91753387451172,32.01622009277344,52.598182678222656,54.47612380981445,97.95587773124186,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
54,2005-03-21,43.09000015258789,85.5986557006836,32.077606201171875,52.44984436035156,54.410831451416016,97.47200605203844,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
55,2005-03-22,42.650001525878906,84.72887420654297,31.68300437927246,52.00498580932617,54.01276779174805,96.53131491789232,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
56,2005-03-23,42.41999816894531,84.80137634277344,31.796985626220703,52.254119873046875,54.136714935302734,96.64851652416375,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
57,2005-03-24,42.38999938964844,84.90284729003906,31.805755615234375,52.36088943481445,54.18240737915039,96.72059889122086,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
58,2005-03-28,42.540000915527344,85.02603912353516,31.867137908935547,52.04058074951172,54.00624084472656,96.6656721334455,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
59,2005-03-29,42.560001373291016,84.4607162475586,31.612836837768555,52.34904098510742,54.228118896484375,96.5987172428723,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
60,2005-03-30,42.61000061035156,85.65663146972656,32.209144592285156,52.61005401611328,54.35209655761719,97.38137917290422,43.79999923706055,87.26354217529297,35.006507873535156,52.165443420410156,55.121646881103516,100.0
61,2005-03-31,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
62,2005-04-01,42.619998931884766,85.11302185058594,31.744382858276367,53.16828918457031,54.73035430908203,97.33216518191618,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
63,2005-04-04,42.400001525878906,85.25797271728516,31.97237777709961,53.156402587890625,54.70418167114258,97.39001879005303,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
64,2005-04-05,42.45000076293945,85.66387176513672,32.060054779052734,53.01942443847656,54.71071243286133,97.51072994643532,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
65,2005-04-06,42.630001068115234,85.9610366821289,32.0074348449707,53.20402526855469,54.87443923950195,97.75512493942088,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
66,2005-04-07,42.56999969482422,86.4249038696289,32.39329528808594,52.77537155151367,54.664886474609375,97.83575647822701,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
67,2005-04-08,42.689998626708984,85.52619171142578,32.130218505859375,52.959903717041016,54.72381591796875,97.6141702829662,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
68,2005-04-11,42.779998779296875,85.59138488769531,31.989912033081055,53.245670318603516,54.88751983642578,97.74845684436669,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
69,2005-04-12,42.84000015258789,86.03351593017578,32.14774703979492,53.73986053466797,55.17567825317383,98.25787105741479,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
70,2005-04-13,42.900001525878906,85.01880645751953,31.621610641479492,53.60890197753906,55.20187759399414,97.69440192930713,42.81999969482422,85.4971694946289,32.06882095336914,52.98964309692383,54.61973190307617,97.60319186051782
