,0
start,2004-12-31 00:00:00
end,2021-08-04 00:00:00
rf,0.0
total_return,4.030508733011494
cagr,0.10226939038081406
max_drawdown,-0.5518943299474655
calmar,0.18530610812861412
mtd,0.0010718141210832588
three_month,0.05966064921420311
six_month,0.14414832180541381
ytd,0.18181939179976814
one_year,0.34981035369364566
three_year,0.17670128832615095
five_year,0.17355149220736643
ten_year,0.16077668154500468
incep,0.10226939038081406
daily_sharpe,0.5991951084620712
daily_sortino,0.9234338446171642
daily_mean,0.11639841361048511
daily_vol,0.19425795031811927
daily_skew,-0.06629490891918631
daily_kurt,16.36076146860524
best_day,0.14519767034108022
worst_day,-0.1094238382572773
monthly_sharpe,0.7432345813039971
monthly_sortino,1.2253527524135763
monthly_mean,0.1079598524769969
monthly_vol,0.14525676709980645
monthly_skew,-0.6696246512222372
monthly_kurt,1.9018538071115954
best_month,0.12698353118608208
worst_month,-0.1651867008524467
yearly_sharpe,0.7006117518846676
yearly_sortino,1.2669292713658975
yearly_mean,0.11305623144995465
yearly_vol,0.16136787763812102
yearly_skew,-1.6017946986460185
yearly_kurt,4.211661826577519
best_year,0.3230778504065255
worst_year,-0.367950044091913
avg_drawdown,-0.01716617958360902
avg_drawdown_days,21.991666666666667
avg_up_month,0.0308425456601743
avg_down_month,-0.03637558137702947
win_year_perc,0.8823529411764706
twelve_month_win_perc,0.8526315789473684
