,Date,gld,spy,tlt,portfolio,gld_rb,spy_rb,tlt_rb,portfolio_rb
0,2004-12-31,43.79999923706055,86.41191101074219,51.562931060791016,100.0,43.79999923706055,86.41191101074219,51.562931060791016,100.0
1,2005-01-03,43.02000045776367,86.00445556640625,51.67356491088867,99.32073823918279,43.79999923706055,86.41191101074219,51.562931060791016,100.0
2,2005-01-04,42.7400016784668,84.95348358154297,51.13200378417969,98.35214046968814,43.79999923706055,86.41191101074219,51.562931060791016,100.0
3,2005-01-05,42.66999816894531,84.36726379394531,51.405670166015625,98.24964564220441,43.79999923706055,86.41191101074219,51.562931060791016,100.0
4,2005-01-06,42.150001525878906,84.79622650146484,51.44063949584961,98.04198829248719,43.79999923706055,86.41191101074219,51.562931060791016,100.0
5,2005-01-07,41.84000015258789,84.67467498779297,51.557125091552734,97.83448117069207,43.79999923706055,86.41191101074219,51.562931060791016,100.0
6,2005-01-10,41.95000076293945,85.07500457763672,51.63861846923828,98.12530448977027,43.79999923706055,86.41191101074219,51.562931060791016,100.0
7,2005-01-11,42.209999084472656,84.48880004882812,51.94141387939453,98.29278922830697,43.79999923706055,86.41191101074219,51.562931060791016,100.0
8,2005-01-12,42.599998474121094,84.7676010131836,52.01130294799805,98.74232013036028,43.79999923706055,86.41191101074219,51.562931060791016,100.0
9,2005-01-13,42.599998474121094,84.08844757080078,52.51205825805664,98.8040550702662,43.79999923706055,86.41191101074219,51.562931060791016,100.0
10,2005-01-14,42.31999969482422,84.53168487548828,52.50627136230469,98.75820367683296,43.79999923706055,86.41191101074219,51.562931060791016,100.0
11,2005-01-18,42.31999969482422,85.41102600097656,52.68095397949219,99.21033408410696,43.79999923706055,86.41191101074219,51.562931060791016,100.0
12,2005-01-19,42.2599983215332,84.51740264892578,52.832366943359375,98.91783867387657,43.79999923706055,86.41191101074219,51.562931060791016,100.0
13,2005-01-20,42.25,84.002685546875,52.937156677246094,98.77942013624006,43.79999923706055,86.41191101074219,51.562931060791016,100.0
14,2005-01-21,42.7400016784668,83.4879379272461,52.995365142822266,98.99139444549526,43.79999923706055,86.41191101074219,51.562931060791016,100.0
15,2005-01-24,42.77000045776367,83.32347106933594,53.22246170043945,99.0975902619483,43.79999923706055,86.41191101074219,51.562931060791016,100.0
16,2005-01-25,42.2400016784668,83.5594253540039,52.72171401977539,98.46154886158772,43.79999923706055,86.41191101074219,51.562931060791016,100.0
17,2005-01-26,42.689998626708984,83.80962371826172,52.82068634033203,98.96450771122815,43.79999923706055,86.41191101074219,51.562931060791016,100.0
18,2005-01-27,42.619998931884766,83.9526138305664,52.72171401977539,98.90241225500304,43.79999923706055,86.41191101074219,51.562931060791016,100.0
19,2005-01-28,42.689998626708984,83.9526138305664,53.25160217285156,99.29823556804264,43.79999923706055,86.41191101074219,51.562931060791016,100.0
20,2005-01-31,42.220001220703125,84.47452545166016,53.40300369262695,99.2397530314411,43.79999923706055,86.41191101074219,51.562931060791016,100.0
21,2005-02-01,42.099998474121094,85.01067352294922,53.31827163696289,99.30046965612468,43.79999923706055,86.41191101074219,51.562931060791016,100.0
22,2005-02-02,42.15999984741211,85.26805877685547,53.441009521484375,99.52476402129304,43.79999923706055,86.41191101074219,51.562931060791016,100.0
23,2005-02-03,41.68000030517578,85.04644012451172,53.411746978759766,99.05506128063325,43.79999923706055,86.41191101074219,51.562931060791016,100.0
24,2005-02-04,41.470001220703125,85.95436096191406,54.15412902832031,99.72539417864232,43.79999923706055,86.41191101074219,51.562931060791016,100.0
25,2005-02-07,41.27000045776367,85.84001159667969,54.55742263793945,99.78978928858938,43.79999923706055,86.41191101074219,51.562931060791016,100.0
26,2005-02-08,41.2599983215332,85.9400863647461,54.867183685302734,100.02102897528502,43.79999923706055,86.41191101074219,51.562931060791016,100.0
27,2005-02-09,41.310001373291016,85.2966537475586,55.01332473754883,99.90535360735305,43.79999923706055,86.41191101074219,51.562931060791016,100.0
28,2005-02-10,41.75,85.60405731201172,54.27102279663086,99.8789207280653,43.79999923706055,86.41191101074219,51.562931060791016,100.0
29,2005-02-11,42.08000183105469,86.34040832519531,54.23591995239258,100.39141800100715,43.79999923706055,86.41191101074219,51.562931060791016,100.0
30,2005-02-14,42.54999923706055,86.27609252929688,54.405433654785156,100.83387641365252,43.79999923706055,86.41191101074219,51.562931060791016,100.0
31,2005-02-15,42.58000183105469,86.59779357910156,54.13071060180664,100.80320813339094,43.79999923706055,86.41191101074219,51.562931060791016,100.0
32,2005-02-16,42.52000045776367,86.65501403808594,53.926116943359375,100.64735627707637,43.79999923706055,86.41191101074219,51.562931060791016,100.0
33,2005-02-17,42.72999954223633,85.95436096191406,53.58712387084961,100.31775130320439,43.79999923706055,86.41191101074219,51.562931060791016,100.0
34,2005-02-18,42.75,86.06879425048828,53.10779571533203,100.06724879570676,43.79999923706055,86.41191101074219,51.562931060791016,100.0
35,2005-02-22,43.56999969482422,84.78904724121094,52.87404251098633,100.04652386084449,43.79999923706055,86.41191101074219,51.562931060791016,100.0
36,2005-02-23,43.41999816894531,85.39672088623047,53.04938507080078,100.28012894200262,43.79999923706055,86.41191101074219,51.562931060791016,100.0
37,2005-02-24,43.33000183105469,85.96153259277344,52.9324951171875,100.3539497011679,43.79999923706055,86.41191101074219,51.562931060791016,100.0
38,2005-02-25,43.5,86.81229400634766,53.189659118652344,100.97775091807499,43.79999923706055,86.41191101074219,51.562931060791016,100.0
39,2005-02-28,43.529998779296875,86.24034881591797,52.61681365966797,100.40963234723944,43.79999923706055,86.41191101074219,51.562931060791016,100.0
40,2005-03-01,43.220001220703125,86.66928100585938,52.60043716430664,100.32858689978166,43.79999923706055,86.41191101074219,51.562931060791016,100.0
41,2005-03-02,43.25,86.62640380859375,52.53007125854492,100.28938848289329,43.79999923706055,86.41191101074219,51.562931060791016,100.0
42,2005-03-03,42.970001220703125,86.66218566894531,52.50075912475586,100.07115333348631,43.79999923706055,86.41191101074219,51.562931060791016,100.0
43,2005-03-04,43.380001068115234,87.74166870117188,53.069480895996094,101.16724283452692,43.79999923706055,86.41191101074219,51.562931060791016,100.0
44,2005-03-07,43.470001220703125,87.78456115722656,53.280582427978516,101.38875037337442,43.79999923706055,86.41191101074219,51.562931060791016,100.0
45,2005-03-08,44.029998779296875,87.4557113647461,52.77632141113281,101.36209035828313,43.79999923706055,86.41191101074219,51.562931060791016,100.0
46,2005-03-09,44.02000045776367,86.48344421386719,51.9144172668457,100.42224402228655,43.79999923706055,86.41191101074219,51.562931060791016,100.0
47,2005-03-10,44.20000076293945,86.67642974853516,52.23102569580078,100.83834903632093,43.79999923706055,86.41191101074219,51.562931060791016,100.0
48,2005-03-11,44.43000030517578,86.06879425048828,51.84992599487305,100.53262635688023,43.79999923706055,86.41191101074219,51.562931060791016,100.0
49,2005-03-14,44.029998779296875,86.60497283935547,52.160667419433594,100.63592336314456,43.79999923706055,86.41191101074219,51.562931060791016,100.0
50,2005-03-15,44.060001373291016,85.89009094238281,51.83233642578125,100.17073859827894,43.79999923706055,86.41191101074219,51.562931060791016,100.0
51,2005-03-16,44.310001373291016,85.16082763671875,52.148956298828125,100.28436639415908,43.79999923706055,86.41191101074219,51.562931060791016,100.0
52,2005-03-17,43.81999969482422,85.33240509033203,52.31901550292969,100.08758018169375,43.79999923706055,86.41191101074219,51.562931060791016,100.0
53,2005-03-18,43.88999938964844,85.07904052734375,51.99065399169922,99.83084486690124,43.79999923706055,86.41191101074219,51.562931060791016,100.0
54,2005-03-21,43.09000015258789,84.76325225830078,51.84404754638672,99.00542723868725,43.79999923706055,86.41191101074219,51.562931060791016,100.0
55,2005-03-22,42.650001525878906,83.90196228027344,51.40426254272461,98.05402779683826,43.79999923706055,86.41191101074219,51.562931060791016,100.0
56,2005-03-23,42.41999816894531,83.9737319946289,51.65058517456055,98.06590984554765,43.79999923706055,86.41191101074219,51.562931060791016,100.0
57,2005-03-24,42.38999938964844,84.07421112060547,51.75611114501953,98.15005771432372,43.79999923706055,86.41191101074219,51.562931060791016,100.0
58,2005-03-28,42.540000915527344,84.19622802734375,51.43947982788086,98.10659282256381,43.79999923706055,86.41191101074219,51.562931060791016,100.0
59,2005-03-29,42.560001373291016,83.63642883300781,51.744380950927734,98.10297787842717,43.79999923706055,86.41191101074219,51.562931060791016,100.0
60,2005-03-30,42.61000061035156,84.8206787109375,52.00239562988281,98.76464857242898,43.79999923706055,86.41191101074219,51.562931060791016,100.0
61,2005-03-31,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
62,2005-04-01,42.619998931884766,84.28239440917969,52.554176330566406,98.9147543308624,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
63,2005-04-04,42.400001525878906,84.4259262084961,52.54240036010742,98.7936064123248,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
64,2005-04-05,42.45000076293945,84.82785034179688,52.40703582763672,98.90363463196296,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
65,2005-04-06,42.630001068115234,85.12211608886719,52.5894889831543,99.27240216423998,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
66,2005-04-07,42.56999969482422,85.58145904541016,52.16575622558594,99.13809208079356,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
67,2005-04-08,42.689998626708984,84.69146728515625,52.348201751708984,98.99846737256395,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
68,2005-04-11,42.779998779296875,84.75605010986328,52.63065719604492,99.2712511472877,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
69,2005-04-12,42.84000015258789,85.19387817382812,53.11917495727539,99.79649784938849,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
70,2005-04-13,42.900001525878906,84.18905639648438,52.98966598510742,99.36902424692124,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
71,2005-04-14,42.310001373291016,83.0909652709961,52.90730285644531,98.4334203374282,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
72,2005-04-15,42.400001525878906,81.92822265625,53.607627868652344,98.49085908435288,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
73,2005-04-18,42.689998626708984,82.17945098876953,53.566463470458984,98.7866562582076,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
74,2005-04-19,43.279998779296875,82.83257293701172,54.08430862426758,99.82329863957544,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
75,2005-04-20,43.400001525878906,81.6770248413086,53.94894027709961,99.37960679734896,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
76,2005-04-21,43.189998626708984,83.26321411132812,53.384002685546875,99.48020627988241,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
77,2005-04-22,43.38999938964844,82.9474105834961,53.83125686645508,99.7933693927154,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
78,2005-04-25,43.439998626708984,83.49285888671875,53.990135192871094,100.14498419214075,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
79,2005-04-26,43.63999938964844,82.68185424804688,53.90777587890625,99.93088465081065,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
80,2005-04-27,43.20000076293945,83.00479888916016,54.09605026245117,99.83618877102133,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
81,2005-04-28,43.0,81.96412658691406,54.496246337890625,99.52822938224027,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
82,2005-04-29,43.349998474121094,83.07656860351562,54.40212631225586,100.1729625024911,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
83,2005-05-02,42.880001068115234,83.54312896728516,54.39030838012695,99.98496021996948,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
84,2005-05-03,42.7599983215332,83.6866683959961,54.53794479370117,100.0415044083667,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
85,2005-05-04,42.900001525878906,84.33260345458984,54.059566497802734,100.09983901871618,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
86,2005-05-05,42.90999984741211,84.30390167236328,54.18355941772461,100.1745574909045,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
87,2005-05-06,42.52000045776367,84.03834533691406,53.781959533691406,99.51676010285995,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
88,2005-05-09,42.54999923706055,84.56227111816406,53.83510971069336,99.77786221484978,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
89,2005-05-10,42.63999938964844,83.6866683959961,54.218990325927734,99.74775644661456,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
90,2005-05-11,42.689998626708984,84.14601135253906,54.38438034057617,100.06988000200796,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
91,2005-05-12,42.15999984741211,83.22015380859375,54.5970344543457,99.43384418517103,42.81999969482422,84.66276550292969,52.37761688232422,99.10611556863562
