,Date,tqqq,upro,tmf,tyd,gld,portfolio,tqqq_rb,upro_rb,tmf_rb,tyd_rb,gld_rb,portfolio_rb
0,2010-02-11,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
1,2010-02-12,0.8664752244949341,3.665414333343506,6.817403793334961,17.70283317565918,107.04000091552734,100.26039776715146,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
2,2010-02-16,0.9000370502471924,3.8405885696411133,6.878429412841797,17.84652328491211,109.62000274658203,102.78039688849971,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
3,2010-02-17,0.9153108596801758,3.8941967487335205,6.658301830291748,17.496519088745117,109.25,102.33809092724661,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
4,2010-02-18,0.9326633810997009,3.967841625213623,6.544969081878662,17.26441192626953,109.9800033569336,102.76263100435594,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
5,2010-02-19,0.9326633810997009,3.993833065032959,6.647404670715332,17.371257781982422,109.47000122070312,102.99737574794325,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
6,2010-02-22,0.9261177778244019,3.9873359203338623,6.59727668762207,17.27546501159668,109.06999969482422,102.51445898038607,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
7,2010-02-23,0.889958381652832,3.843837261199951,6.917659282684326,17.750734329223633,107.88999938964844,101.97808540883688,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
8,2010-02-24,0.9168698787689209,3.951866388320923,6.935094833374023,17.699155807495117,107.36000061035156,102.68365614164887,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
9,2010-02-25,0.916350245475769,3.9385998249053955,7.0615057945251465,17.953365325927734,108.30999755859375,103.47335888641815,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
10,2010-02-26,0.9277797341346741,3.946723222732544,7.166121006011963,18.078630447387695,109.43000030517578,104.4630264502868,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
11,2010-03-01,0.9675760269165039,4.065582752227783,7.166121006011963,18.09337043762207,109.43000030517578,105.65244131792262,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
12,2010-03-02,0.9733943343162537,4.0937395095825195,7.129067420959473,18.104421615600586,111.0199966430664,106.38913831023959,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
13,2010-03-03,0.9787977933883667,4.109984397888184,7.063684463500977,18.067581176757812,111.62999725341797,106.6002037777268,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
14,2010-03-04,0.9896036982536316,4.146265983581543,7.1639404296875,18.130212783813477,110.83000183105469,106.91392679996711,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
15,2010-03-05,1.0333491563796997,4.326585292816162,6.874070167541504,17.79494285583496,110.80999755859375,107.47171890543056,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
16,2010-03-08,1.0388553142547607,4.326042652130127,6.78035306930542,17.673358917236328,109.87999725341797,106.90570509141178,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
17,2010-03-09,1.057247281074524,4.3477044105529785,6.789069652557373,17.684417724609375,109.72000122070312,107.28289835464776,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
18,2010-03-10,1.0831193923950195,4.4067277908325195,6.741121768951416,17.665996551513672,108.47000122070312,107.3843706843598,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
19,2010-03-11,1.0930944681167603,4.4635844230651855,6.7956085205078125,17.625469207763672,108.5999984741211,107.9250041875922,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
20,2010-03-12,1.095588207244873,4.460334300994873,6.932914733886719,17.71389389038086,107.94999694824219,108.09335978774604,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
21,2010-03-15,1.0882116556167603,4.467645168304443,6.926377773284912,17.72125816345215,108.36000061035156,108.13979818254018,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
22,2010-03-16,1.1087851524353027,4.574321269989014,7.081118583679199,17.968107223510742,110.4000015258789,110.24939657334367,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
23,2010-03-17,1.116473913192749,4.652839660644531,7.16176176071167,18.04547119140625,109.58999633789062,110.64650164906892,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
24,2010-03-18,1.1277995109558105,4.649048328399658,7.098555564880371,17.912837982177734,110.33999633789062,110.85412490555278,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
25,2010-03-19,1.1078494787216187,4.57351016998291,7.118170738220215,17.820735931396484,108.27999877929688,109.3949715407212,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
26,2010-03-22,1.1377744674682617,4.647965431213379,7.1574015617370605,17.95705223083496,107.75,110.22470991448981,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
27,2010-03-23,1.1615688800811768,4.750309467315674,7.036081790924072,17.857982635498047,108.31999969482422,110.91434216090246,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
28,2010-03-24,1.1450482606887817,4.681891918182373,6.646284580230713,17.225875854492188,106.30000305175781,108.18707054458643,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
29,2010-03-25,1.137878179550171,4.654265403747559,6.508321285247803,17.022563934326172,106.77999877929688,107.64845841093202,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
30,2010-03-26,1.1438014507293701,4.656704902648926,6.574018955230713,17.13346290588379,108.58999633789062,108.67799258473214,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
31,2010-03-29,1.159490942955017,4.736604690551758,6.479853630065918,17.081710815429688,108.75,109.08285299220123,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
32,2010-03-30,1.171647548675537,4.74500036239624,6.552119255065918,17.118675231933594,107.97000122070312,109.22953258093668,0.8629420399665833,3.6754307746887207,6.741121768951416,17.58125877380371,107.12999725341797,100.0
33,2010-03-31,1.1558542251586914,4.692727088928223,6.683511257171631,17.24066162109375,108.94999694824219,109.5040237517573,1.1558542251586914,4.692727088928223,6.683511257171631,17.24066162109375,108.94999694824219,109.5040237517573
