,Date,tqqq,tmf,portfolio,tqqq_rb,tmf_rb,portfolio_rb
0,2010-02-11,0.862942099571228,6.741119861602783,100.0,0.862942099571228,6.741119861602783,100.0
1,2010-02-12,0.8664752840995789,6.817403793334961,100.73441856838711,0.862942099571228,6.741119861602783,100.0
2,2010-02-16,0.9000370502471924,6.8784284591674805,103.28085974622216,0.862942099571228,6.741119861602783,100.0
3,2010-02-17,0.9153109192848206,6.65830135345459,102.78489940111506,0.862942099571228,6.741119861602783,100.0
4,2010-02-18,0.9326633810997009,6.544968605041504,103.13431935121855,0.862942099571228,6.741119861602783,100.0
5,2010-02-19,0.9326633810997009,6.647403240203857,103.81811650613369,0.862942099571228,6.741119861602783,100.0
6,2010-02-22,0.9261177778244019,6.5972771644592285,103.06631551039227,0.862942099571228,6.741119861602783,100.0
7,2010-02-23,0.889958381652832,6.917658805847168,102.90037147127688,0.862942099571228,6.741119861602783,100.0
8,2010-02-24,0.9168698787689209,6.935095310211182,104.73198424619964,0.862942099571228,6.741119861602783,100.0
9,2010-02-25,0.9163501858711243,7.061505317687988,105.5427049108433,0.862942099571228,6.741119861602783,100.0
10,2010-02-26,0.9277796149253845,7.166120529174805,106.96951815495896,0.862942099571228,6.741119861602783,100.0
11,2010-03-01,0.9675759077072144,7.166120529174805,109.50595264353962,0.862942099571228,6.741119861602783,100.0
12,2010-03-02,0.9733943343162537,7.129068374633789,109.62945290338992,0.862942099571228,6.741119861602783,100.0
13,2010-03-03,0.9787977933883667,7.063683986663818,109.53737465041891,0.862942099571228,6.741119861602783,100.0
14,2010-03-04,0.9896036982536316,7.1639404296875,110.89535056657036,0.862942099571228,6.741119861602783,100.0
15,2010-03-05,1.0333491563796997,6.8740692138671875,111.7484664328797,0.862942099571228,6.741119861602783,100.0
16,2010-03-08,1.0388553142547607,6.780353546142578,111.47380972858933,0.862942099571228,6.741119861602783,100.0
17,2010-03-09,1.057247281074524,6.789069175720215,112.70421068380844,0.862942099571228,6.741119861602783,100.0
