,0
start,2008-01-02 00:00:00
end,2021-12-10 00:00:00
rf,0.0
total_return,1.4710795281032678
cagr,0.06705637564927236
max_drawdown,-0.2236676549843758
calmar,0.299803633448728
mtd,0.007383112052997909
three_month,0.018926947058806043
six_month,0.028892557528382046
ytd,0.040443586229203854
one_year,0.05872836390703684
three_year,0.14820979989939342
five_year,0.10399496898903848
ten_year,0.061877732967484
incep,0.06705637564927236
daily_sharpe,0.7499731693581274
daily_sortino,1.2037203126135694
daily_mean,0.06981652533697903
daily_vol,0.09309203074122274
daily_skew,-0.29317497471623954
daily_kurt,5.000606386473709
best_day,0.03439967142696876
worst_day,-0.04229967711558835
monthly_sharpe,0.7457751500388917
monthly_sortino,1.3998365926659635
monthly_mean,0.0690601835642519
monthly_vol,0.09260188350423107
monthly_skew,-0.3066519482498196
monthly_kurt,2.3895577576815668
best_month,0.07010780204038802
worst_month,-0.12077402425001027
yearly_sharpe,0.8813533996448023
yearly_sortino,3.477126184278454
yearly_mean,0.08007464503937314
yearly_vol,0.09085418524696716
yearly_skew,-0.26124257500526465
yearly_kurt,-0.8868449772804672
best_year,0.21484682946452183
worst_year,-0.06656421665342438
avg_drawdown,-0.01876483808314129
avg_drawdown_days,45.44230769230769
avg_up_month,0.023001204168716965
avg_down_month,-0.01756377529006089
win_year_perc,0.7692307692307693
twelve_month_win_perc,0.7898089171974523
